GW Watershed name,IWM MICROBASIN,GW Village name,IWM VILLAGE
ATP_D_46_Sollapuram,ATP_D_46_SOLLAPURAM (PART-MB,Malyam,Malyam
ATP_C_67_Tadimarri,ATP_C_67_TADIMARRI-MB,Malyavantham,Malyavantham
ATP_C_65_Midthuru,ATP_C_65_MIDTHURU-MB,Mamadur,Mamadur
ATP_D_B.G. Halli,ATP_D_46_B.G. HALLI-MB,Mandalahalli,Mandalahalli
ATP_C_67_Gonipeta,ATP_C_67_GONIPETA-MB,Mandlapalli,Mandalapalle
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Mandli,Mandli
 ATP_C_63_Hindupur ,ATP_C_63_HINDUPUR-MB,Manepalli,Manepalle
 ATP_C_63_Malaguru,ATP_C_63_MALAGURU-MB,Manesamudram,Manesamudram
ATP_C_67_Mudigubba,ATP_C_67_MUDIGUBBA-MB,Mangalamadaka,Mangalamadaka
ATP_C_67_Chigicherla,ATP_C_67_CHIGICHERLA-MB,Manilla,Mannila
ATP_C_64_Manirevu,ATP_C_64_MANIREVU-MB,Manirevu,Manirevu
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Manuru,Manur
ATP_C_67_Mudigubba,ATP_C_67_MUDIGUBBA-MB,Marala,Marala
 ATP_C_67_Somagatta ,ATP_C_67_SOMAGATTA-MB,Maredipalli,Maredipalle
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Marnepalli,Marnepalle
ATP_C_67_Chigicherla,ATP_C_67_CHIGICHERLA-MB,Maroor,Maroor
ATP_C_69_N.P. Kunta,ATP_C_69_N.P. KUNTA (PART)-MB,Marrikommadinne,Marrikommadinne
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Marrimakulapalli,Marrimakulapalle
ATP_C_66_Rotarypuram,ATP_C_66_ROTARYPURAM-MB,Marthadu,Marthadu
ATP_C_67_Dorigallu,ATP_C_67_DORIGALLU-MB,Marthadu,Marthadu
ATP_C_67_Puttaparthi,ATP_C_67_PUTTAPARTHI-MB,Marukuntapalli,Marakuntapalle
ATP_C_64_Udiripikonda,ATP_C_64_UDIRIPIKONDA-MB,Marutla,Marutla-1
ATP_C_66_Salakamcheruvu,ATP_C_66_SALAKAMCHERUVU-MB,Matlagondi,Matlagondi
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Mavaturu ,Mavaturu
ATP_C_46_Chadam,ATP_D_46_CHADAM-MB,Mechiri,Mechiri
ATP_C_67_Kanumukkala,ATP_C_67_KANUMUKKALA-MB,Medapuram,Medapuram
ATP_C_67_Thimmampalli,ATP_C_67_THIMMAMPALLI (PART)-MB,Medikurti,Medukurthy
ATP_C_65_Ubicherla,ATP_C_65_UBICHERLA (PART)-MB,Medimakulapalli,Medimakulapalle-1
ATP_D_46_Sollapuram,ATP_D_46_SOLLAPURAM (PART-MB,Meenahalli,Meenahalli
ATP_C_69_N.P. Kunta,ATP_C_69_N.P. KUNTA (PART)-MB,Mekalacheruvu,Mekalacheruvu
ATP_C_63_Madakasira,ATP_C_63_MADAKASIRA-MB,Melavoi,Melavoi
ATP_C_65_Midthuru,ATP_C_65_MIDTHURU-MB,Miduthur,Miduthuru
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Moda,Moda
ATP_C_67_Thippepalli,ATP_C_67_THIPPEPALLI-MB,Mohammadabad,Mohammadabad
ATP_C_64_Amidala,ATP_C_64_AMIDALA-MB,Mopidi,Mopidi
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Morasalapalle,Morasalapalle
ATP_D_B.G. Halli,ATP_D_46_B.G. HALLI-MB,Morubagal,Morubagal-1
ATP_C_64_Palavai,ATP_C_64_PALAVAI-MB,Muddinayanipalli,Muddinayanapalle
 ATP_C_67_Somagatta ,ATP_C_67_SOMAGATTA-MB,Muddireddipalli,Muddireddipalle
ATP_C_64_Palavai,ATP_C_64_PALAVAI-MB,Mudigallu,Mudigal
ATP_C_67_Mudigubba,ATP_C_67_MUDIGUBBA-MB,Mudigubba,Marthadu-1
ATP_C_69_N.P. Kunta,ATP_C_69_N.P. KUNTA (PART)-MB,Mudupulajuvi,Mudupalajuvi
ATP_C_67_Kunuthuru,ATP_C_67_KUNUTHURU-MB,Muktapuram ,Mukthapuram
ATP_C_67_Mudigubba,ATP_C_67_MUDIGUBBA-MB,Mukthapuram,Mukthapuram-1
ATP_C_63_Gowrajupalli,ATP_C_63_GOWRAJUPALLI-MB,Mulakacheruvu,Mulakalacheruvu-1
 ATP_C_67_Nallacheruvu ,ATP_C_67_NALLACHERUVU-MB,Mulakalapalli,S.Mulakalapalle
ATP_D_46_Appilepalli,ATP_D_46_APPILEPALLI-MB,Mulakaledu ,Mulakaledu
ATP_C_64_Mulakanur,ATP_C_64_MULAKANUR-MB,Mulakanur ,Mulakanur
ATP_C_65_Ubicherla,ATP_C_65_UBICHERLA (PART)-MB,Mulakatalla,Molakathalla
 ATP_C_67_Cheekatimanapalli,ATP_C_69_CHEEKATIMANIPALLI (PAR-MB,Mundlavaripalle,Mundlavaripalle
ATP_C_67_Munimadugu,ATP_C_67_MUNIMADUGU-MB,Munimadugu,Munimadugu-1
ATP_C_65_Budedu,ATP_C_65_BUDEDU-MB,Muntimadugu,Muntimadugu
ATP_C_65_Kristipadu,ATP_C_65_KRISTIPADU (PART)-MB,Muppalagutty,Muppalagutti
ATP_D_46_Kadlur,ATP_D_46_KADLUR-MB,Muradi,Muradi
ATP_C_67_Polepalli,ATP_C_67_POLEPALLI-MB,Mustikovila ,Mustikovila
ATP_C_65_Amalladinne,ATP_C_65_AMALLADINNE-MB,Mutchukota,Muchukota
ATP_C_67_Kadiri,ATP_C_67_KADIRI-MB,Muthukapalli,Motukapalle
ATP_D_B.G. Halli,ATP_D_46_B.G. HALLI-MB,Muthukuru,Muthukur-3
ATP_C_66_Kanaganapalli,ATP_C_66_KANAGANAPALLI-MB,Muthuvakuntla,Muthavakuntla
ATP_C_67_Kondakamarla,ATP_C_67_KONDAKAMARLA-MB,Mutyalacheruvu,Muthyalacheruvu
ATP_C_63_Lepakshi,ATP_C_63_LEPAKSHI-MB,Mydugolam,Mydugolam
ATP_C_64_Amidala,ATP_C_64_AMIDALA-MB,Mylarampalli,Mylarampalle
ATP_C_67_Puttaparthi,ATP_C_67_PUTTAPARTHI-MB,Mylasamudram,Mylasamudram
ATP_D_46_Brahmasamudram,ATP_D_46_BRAHMASAMUDRAM-MB,N.Gundpalli,Narinjagundlapalle
ATP_D_46_Sollapuram,ATP_D_46_SOLLAPURAM (PART-MB,N.Hanumapuram,N.Hanumapuram
ATP_C_69_N.P. Kunta,ATP_C_69_N.P. KUNTA (PART)-MB,N.P.Kunta,Nambulipulikunta-1
ATP_D_46_Donekal,ATP_D_46_DONEKAL (PART)-MB,N.Thimmapuram,N.Thimmapuram
ATP_C_66_Narpala,ATP_C_66_NARPALA-MB,Nadimidoddi,Nadimidoddi
 ATP_C_63_Malaguru,ATP_C_63_MALAGURU-MB,Nadimipalli,Nadimpalle-1
ATP_D_46_D.Hirehal,ATP_D_46_D. HIREHAL-MB,Nagalapuram,Nagalapuram-1
ATP_C_65_Ubicherla,ATP_C_65_UBICHERLA (PART)-MB,Nagalapuram,Nagalapuram-1
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Nagaluru,Nagalur
ATP_C_65_Puppala,ATP_C_65_PUPPALA-MB,Nagaruru,Nagarur-1
ATP_C_65_Midthuru,ATP_C_65_MIDTHURU-MB,Nagasamudram,Nagasamudram-1
ATP_C_67_Kanumukkala,ATP_C_67_KANUMUKKALA-MB,Nagasamudram ,Nagasamudram-3
ATP_C_67_Gonipeta,ATP_C_67_GONIPETA-MB,Naginayanicheruvu,Naginayanicheruvu
ATP_D_46_Bhupasamudram,ATP_D_46_BHUPASAMUDRAM-MB,Nagireddipalli,Nagireddipalle-1
ATP_C_67_Nallamada,ATP_C_67_NALLAMADA-MB,Nagireddipalli,Nagireddipalle-1
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Nakkaladoddi,Nakkanadoddi
ATP_C_67_Mudigubba,ATP_C_67_MUDIGUBBA-MB,Nakkalaguttapalli,Nakkalagutta  Palle
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Nakkalapalli,Nakkalapalle
 ATP_C_67_Nallacheruvu ,ATP_C_67_NALLACHERUVU-MB,Nallacheruvu,Nallacheruvu-1
ATP_C_67_Nallamada,ATP_C_67_NALLAMADA-MB,Nallamada,Nallamada-1
 ATP_C_63_Cherukuru,ATP_C_63_CHERUKURU-MB,Nalluru,Nallur
ATP_C_65_Amalladinne,ATP_C_65_AMALLADINNE-MB,Nandalapadu,Nandalapadu (Rural)
ATP_C_63_Gowrajupalli,ATP_C_63_GOWRAJUPALLI-MB,Naranagepalli ,Naranagepalle
ATP_C_67_Kondakamarla,ATP_C_67_KONDAKAMARLA-MB,Narasambotlapalli,Narasambhotlapalle
ATP_D_46_Agali,ATP_D_46_AGALI-MB,Narasambudi,Narasambudi
ATP_C_66_Thumucherla,ATP_C_66_THUMUCHERLA-MB,Narasampalli,Narasampalle
ATP_C_66_Rotarypuram,ATP_C_66_ROTARYPURAM-MB,Narasapuram,Narsapuram
 ATP_C_63_Malaguru,ATP_C_63_MALAGURU-MB,Narasapuram,Narsapuram
ATP_C_65_Puppala,ATP_C_65_PUPPALA-MB,Narasapuram,Narsapuram
ATP_D_46_Brahmasamudram,ATP_D_46_BRAHMASAMUDRAM-MB,Narasapuram,Narsapuram
ATP_C_66_Ananthapuramu,ATP_C_66_ANANTAPUR-MB,Narayanapuram,NARAYANAPURAM-2
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Naremuddapalli,Naremuddapalle
ATP_C_67_Puttaparthi,ATP_C_67_PUTTAPARTHI-MB,Narepalli,Narepalle
ATP_C_66_Narpala,ATP_C_66_NARPALA-MB,Narpala,Narpala-1
ATP_C_66_Kanaganapalli,ATP_C_66_KANAGANAPALLI-MB,Nasanakota,Nasanakota
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Neeluru,Neelur
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Nelagonda,Nelagonda
ATP_C_67_Mudigubba,ATP_C_67_MUDIGUBBA-MB,Nelakota,Nelakota
ATP_D_46_D.Hirehal,ATP_D_46_D. HIREHAL-MB,Nemakallu,Nemakallu
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Nemallepalli,Nemallapalle
ATP_D_46_Uravakonda,ATP_D_46_URAVAKONDA-MB,Nerimetla,Nerimetla
ATP_C_65_Tarimala,ATP_C_65_TARIMALA-MB,Nidhanawada,Nidhanawada
ATP_C_67_Tadimarri,ATP_C_67_TADIMARRI-MB,Nidigallu,Nidigallu
ATP_C_67_Gonipeta,ATP_C_67_GONIPETA-MB,Nidimamidi,Nidimamidi
ATP_D_46_Basavanahalli,ATP_D_46_BASAVANAHALLI-MB,Nidragatta,Nidragatta
ATP_D_46_Kunduripi ,ATP_D_46_KUNDURPI-MB,Nijavalli ,Nijavalli
ATP_D_46_Uravakonda,ATP_D_46_URAVAKONDA-MB,Nimbagallu,Nimbagal
ATP_C_65_Gudipadu ,ATP_C_65_GUDIPADU_NC_PART KNL-MB,Nittoor,Nittoor
ATP_C_67_Thimmampalli,ATP_C_67_THIMMAMPALLI (PART)-MB,Nittoor,Nittoor
ATP_C_67_Talupula,ATP_C_67_TALUPULA-MB,Nutanakalva,Nuthanakalva-1
ATP_C_64_Nutimadugu,ATP_C_64_NUTIMADUGU-MB,Nutimadugu,Nuthimadugu-1
ATP_C_67_Polepalli,ATP_C_67_POLEPALLI-MB,Nyamaddala,Nyamaddala-1
ATP_C_67_Thippepalli,ATP_C_67_THIPPEPALLI-MB,O.D.Cheruvu,Obuladevaracheruvu-1
ATP_D_46_D.Hirehal,ATP_D_46_D. HIREHAL-MB,Obulapuram,Obulapuram-2
ATP_C_65_Ubicherla,ATP_C_65_UBICHERLA (PART)-MB,Obulapuram,Obulapuram
ATP_C_66_Rotarypuram,ATP_C_66_ROTARYPURAM-MB,Obulapuram,Obulapuram-2
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Obulapuram,Obulapuram-2
ATP_C_65_Gudipadu ,ATP_C_65_GUDIPADU_NC_PART KNL-MB,Obulapuram,Obulapuram-2
ATP_C_67_Munimadugu,ATP_C_67_MUNIMADUGU-MB,Obulapuram,Obulapuram-2
ATP_C_67_Ravulachervu,ATP_C_67_RAVULACHERUVU-MB,Obulapuram,Obulapuram-2
ATP_C_67_Talupula,ATP_C_67_TALUPULA-MB,Obulareddipalli,Obulareddipalle
 ATP_C_67_Kurli,ATP_C_67_KURLI (PART)-MB,Odulapalli,Odulapalle
 ATP_C_69_Kokkanti ,ATP_C_69_KOKKANTI-MB,Oravoy,Oravoy
ATP_C_66_Vaddupalli,ATP_C_66_VADDUPALLI-MB,P. Yelaru,Padamatiyaleru
ATP_C_64_Amidala,ATP_C_64_AMIDALA-MB,P.Ahobilam,Pennahobilam
ATP_D_46_Agali,ATP_D_46_AGALI-MB,P.Byadega,P. Byadigera
ATP_C_64_Ramapuram,ATP_C_64_RAMAPURAM-MB,P.C.Pyadili,Pedda Chinnapyapili
ATP_C_67_Dorigallu,ATP_C_67_DORIGALLU-MB,P.C.Revu,Peddachigullarevu
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,P.K.Cheruvu,Patha Kothachervu-1
ATP_C_64_Amidala,ATP_C_64_AMIDALA-MB,P.Koukuntla,Peddakowkuntla
ATP_C_67_Gonipeta,ATP_C_67_GONIPETA-MB,Pakeerupalli,Pakeerupalle
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Palasamudram,Palasamudram-1
ATP_C_64_Palavai,ATP_C_64_PALAVAI-MB,Palavoy,Palavoy
ATP_C_66_Thumucherla,ATP_C_66_THUMUCHERLA-MB,Palcherla,Palacherla
ATP_C_64_Mulakanur,ATP_C_64_MULAKANUR-MB,Pallur ,Pallur
ATP-D-46-Havalgi ,ATP_D_46_HAVALIGI (PART-MB,Palthuru,Palthur
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Palyam,Palyam
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Pamidi,Pamidi-1
ATP_C_67_Pamudurthi,ATP_C_67_PAMUDURTHI-MB,Pamudurthi,Pamudurthi-1
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Pandikunta,Pandikunta
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Pandiparthi,Pandiparthi
ATP_C_67_Talupula,ATP_C_67_TALUPULA-MB,Pandulakunta,Pandulakunta
 ATP_C_67_Nallacheruvu ,ATP_C_67_NALLACHERUVU-MB,Panthulacheruvu,Panthulacheruvu
ATP_C_66_Vaddupalli,ATP_C_66_VADDUPALLI-MB,Papampeta,Papampeta
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Parigi,Parigi-1
ATP_C_65_Puppala,ATP_C_65_PUPPALA-MB,Pasaluru,Pasalur
ATP_C_59_Kacharlakunta,ATP_C_59_KACHARLAKUNTA (PART)-MB,Pathapalli,Pathapalle
ATP_C_67_Kalasamudram,ATP_C_67_KALASAMUDRAM-MB,Patnam,Patnam
ATP_C_67_Puttaparthi,ATP_C_67_PUTTAPARTHI-MB,Pedaballi,Pedapalle
ATP_C_69_Pedaballi,ATP_C_69_PEDABALLI-MB,Pedaballi,Pedapalle
ATP_C_69_Pedaballi,ATP_C_69_PEDABALLI-MB,Pedaballikothapalle,Pedaballikothapalle
ATP_C_66_Rotarypuram,ATP_C_66_ROTARYPURAM-MB,Peddajalalpuram,Peddajalalpuram
ATP_C_67_Tadimarri,ATP_C_67_TADIMARRI-MB,Peddakotla,Peddakotla
 ATP_C_63_Cherukuru,ATP_C_63_CHERUKURU-MB,Peddamanthuru,Peddamanthur-1
ATP_C_67_Thimmampalli,ATP_C_67_THIMMAMPALLI (PART)-MB,Peddamellepalli,Peddamallepalle
ATP_D_46_Uravakonda,ATP_D_46_URAVAKONDA-MB,Peddamusturu,Pedda Musturu
ATP_C_67_Talupula,ATP_C_67_TALUPULA-MB,Peddannavaripalli,Peddannavaripalle
ATP_C_65_Amalladinne,ATP_C_65_AMALLADINNE-MB,Peddapappur,Peddapappur-1
ATP_C_65_Amalladinne,ATP_C_65_AMALLADINNE-MB,Peddapolamada,Peddapolamada
ATP_C_65_Ubicherla,ATP_C_65_UBICHERLA (PART)-MB,Peddavadugur,Peddavadugur-1
ATP_C_65_Puppala,ATP_C_65_PUPPALA-MB,Peddayekkaluru,Peddayakkaluru
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Peddipalli,Peddipalle
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Peddoddi,Peddoddi
ATP_C_65_Budedu,ATP_C_65_BUDEDU-MB,Penakacherla,Penakacherla
ATP_C_65_Midthuru,ATP_C_65_MIDTHURU-MB,Penakalapadu,Penakalapadu
ATP_C_65_Puppala,ATP_C_65_PUPPALA-MB,Pendekallu,Pendekallu-1
ATP_C_67_Munimadugu,ATP_C_67_MUNIMADUGU-MB,Penukonda,Penukonda
ATP_C_66_Narpala,ATP_C_66_NARPALA-MB,Peravali,Peravali-2
ATP_C_64_Nutimadugu,ATP_C_64_NUTIMADUGU-MB,Peruru,Perur-1
ATP_D_46_Brahmasamudram,ATP_D_46_BRAHMASAMUDRAM-MB,Pillapalalli,Pillalapalle
ATP_C_63_Madakasira,ATP_C_63_MADAKASIRA-MB,Pillenahalli,Pillenahalli
ATP_C_67_Tadimarri,ATP_C_67_TADIMARRI-MB,Pinnadari,Pinnadari
ATP_C_66_Rotarypuram,ATP_C_66_ROTARYPURAM-MB,Podaralla,Podaralla
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Pogaruru,Pogarur
ATP_C_67_Polepalli,ATP_C_67_POLEPALLI-MB,Polepalli ,Polepalle-1
ATP_D_46_Donekal,ATP_D_46_DONEKAL (PART)-MB,Poliki,Poliki
ATP_C_67_Munimadugu,ATP_C_67_MUNIMADUGU-MB,Pothulakunta,Pothulakunta
ATP_C_67_Kanumukkala,ATP_C_67_KANUMUKKALA-MB,Pothulanagepalli,Pothulanagepalle
ATP_D_46_Donekal,ATP_D_46_DONEKAL (PART)-MB,Pottipadu,Pottipadu-2
ATP_C_67_Kondakamarla,ATP_C_67_KONDAKAMARLA-MB,Pulagampalli,Pulagampalle-1
ATP_D_46_Rayadurg,ATP_D_46_RAYADURG-MB,Pulakunta,Pulakunta
ATP_D_46_D.Hirehal,ATP_D_46_D. HIREHAL-MB,Pulakurthi,Pulakurthi
 ATP_C_63_Hindupur ,ATP_C_63_HINDUPUR-MB,Pulamathi,Pulamathi
 ATP_C_67_Somagatta ,ATP_C_67_SOMAGATTA-MB,Puleru,Puleru
ATP_C_67_Kanumukkala,ATP_C_67_KANUMUKKALA-MB,Puletipalli,Poletipalle
ATP_C_69_Velichalamala,ATP_C_69_VELICHALAMALA (PART)-MB,Puligundlapalli,Puligundlapalle
ATP_C_59_Amadaguru,ATP_C_67_AMADAGURU-MB,Pulikuntapalli,Pulikuntlapalle
ATP_C_65_Gudipadu ,ATP_C_65_GUDIPADU_NC_PART KNL-MB,Puliproddatur,Puliproddatur
ATP_C_65_Puppala,ATP_C_65_PUPPALA-MB,Puppala,Puppala
ATP_C_65_Tadipatri,ATP_C_65_TADIPATRI (PART)-MB,Putlur,Putlur-1
ATP_C_67_Puttaparthi,ATP_C_67_PUTTAPARTHI-MB,Puttaparthy,Puttaparthi-1
 ATP_C_63_Malaguru,ATP_C_63_MALAGURU-MB,Pyadeti,Pydeti
ATP_C_67_Kanumukkala,ATP_C_67_KANUMUKKALA-MB,Pyadindi ,Pyadindi
ATP_C_46_Enumuladoddi ,ATP_C_64_ENUMULADODDI-MB,R.Ananthapuram,Ralla Anantapuram
ATP_C_63_Madakasira,ATP_C_63_MADAKASIRA-MB,R.Ananthapuramu ,R. Anantapuram
ATP_C_66_Vaddupalli,ATP_C_66_VADDUPALLI-MB,Rachanapalli,Rachanapalle
ATP_C_65_Tarimala,ATP_C_65_TARIMALA-MB,Rachepalli,Rachepalle
ATP_C_64_Ramapuram,ATP_C_64_RAMAPURAM-MB,Racherla,Racharla
ATP_D_46_Beluguppa,ATP_D_46_BELUGUPPA-MB,Rachumarri,Ratchumarri
ATP_D_46_Uravakonda,ATP_D_46_URAVAKONDA-MB,Raenimakulapalli,Renimakulapalle
ATP_C_67_Chigicherla,ATP_C_67_CHIGICHERLA-MB,Raghavampalli,Raghavampalle
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Ragimakulapalli,Ragimakulapalle
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Ragulapadu,Ragulapadu
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Rajapuram,Rajapuram
ATP_C_64_Amidala,ATP_C_64_AMIDALA-MB,Raketla,Raketla
ATP_D_B.G. Halli,ATP_D_46_B.G. HALLI-MB,Rallapalli,Rallahalli
ATP_C_46_Enumuladoddi ,ATP_C_64_ENUMULADODDI-MB,Rallapalli ,Rallapalle
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Ramagiri,Ramagiri-1
ATP_C_66_Kanaganapalli,ATP_C_66_KANAGANAPALLI-MB,Ramagiri,Ramagiri-1
ATP_C_59_Amadaguru,ATP_C_67_AMADAGURU-MB,Ramanathapuram,Ramanathapuram
ATP_C_64_Mulakanur,ATP_C_64_MULAKANUR-MB,Ramapuram,Ramapuram-5
ATP_C_67_Munimadugu,ATP_C_67_MUNIMADUGU-MB,Ramapuram,Ramapuram-5
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,Ramarajupalli,Ramarajupalle
ATP_D_46_Rayadurg,ATP_D_46_RAYADURG-MB,Rangasamudram,Rangasamudram-1
ATP_C_66_Hampapuram,ATP_C_66_HAMPAPURAM-MB,Rapthadu,Raptadu-1
ATP_D_46_Agali,ATP_D_46_AGALI-MB,Ratnagiri,Ratnagiri
ATP_D_46_Agali,ATP_D_46_AGALI-MB,Ravudi,Ravudi
ATP_C_67_Kunuthuru,ATP_C_67_KUNUTHURU-MB,Ravulacheruvu ,Ravulacheruvu
ATP_C_65_Puppala,ATP_C_65_PUPPALA-MB,Ravuludiki,Ravuludiki
ATP_D_46_Rayadurg,ATP_D_46_RAYADURG-MB,Rayadurg,Rayadurg-1
ATP_D_46_Uravakonda,ATP_D_46_URAVAKONDA-MB,Rayampalli,Rayampalle
ATP_D_B.G. Halli,ATP_D_46_B.G. HALLI-MB,Rayapuram,S.Rayapuram
ATP_C_66_Ananthapuramu,ATP_C_66_ANANTAPUR-MB,Reddipalli,Reddipalle
ATP_C_63_Roddam,ATP_C_63_RODDAM-MB,Reddipalli,Reddipalle
ATP_C_67_Nallamada,ATP_C_67_NALLAMADA-MB,Reddipalli,Reddipalle
ATP_C_67_Kunuthuru,ATP_C_67_KUNUTHURU-MB,Regatipalli  ,Regatipalle
ATP_C_63_Bucherla,ATP_C_63_BUCHERLA-MB,Roddakampalli ,Roddakampalle
ATP_C_63_Roddam,ATP_C_63_RODDAM-MB,Roddam,Roddam-1
ATP_C_64_Kogira,ATP_C_63_KOGIRA-MB,Roddam Locherla,R.Locharla
ATP_D_46_Agali,ATP_D_46_AGALI-MB,Rolla,Rolla-1
ATP_C_66_Rotarypuram,ATP_C_66_ROTARYPURAM-MB,Rotarypuram,Bukkarayasamudram-1
Atp_C_67_Sanivaripalli,ATP_C_67_SANEVARIPALLI-MB,S .Brahmanapalli,Sankepalle Brahmanapalle
ATP_C_67_Dorigallu,ATP_C_67_DORIGALLU-MB,S.Bandlapalli,S.Bandlapalle
ATP_C_65_Tadipatri,ATP_C_65_TADIPATRI (PART)-MB,S.Guduru,Sanagalaguduru
ATP_C_65_Kaderpet ,ATP_C_65_KADERPET-MB,S.K.Peta,Sorakayalapeta
ATP_C_67_Thippepalli,ATP_C_67_THIPPEPALLI-MB,S.Kuruvapalle,S.Kuruvapalle
 ATP_C_63_Malaguru,ATP_C_63_MALAGURU-MB,Sagameswarampalli,Sangameswarapalle
ATP_C_67_Kadiri,ATP_C_67_KADIRI-MB,Saidapuram,Saidapuram
ATP_C_65_Alluru,ATP_C_65_ALLURU (PART)-MB,Sajjaladinne,Sajjaladinne
ATP_C_66_Vaddupalli,ATP_C_66_VADDUPALLI-MB,Sajjalakalva,Sajjalakalva
ATP_C_66_Salakamcheruvu,ATP_C_66_SALAKAMCHERUVU-MB,Salakamcheruvu,Salakamcheruvu
ATP_C_66_Kurugunta,ATP_C_66_KURUGUNTA-MB,Sanapa,Sanapa-1
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Sangala,Sangala
ATP_C_67_Ravulachervu,ATP_C_67_RAVULACHERUVU-MB,Sangala,Sangala
ATP_C_63_Somandepalli,ATP_C_63_SOMANDEPALLI-MB,Sanipalli,Sanipalle
Atp_C_67_Sanivaripalli,ATP_C_67_SANEVARIPALLI-MB,Sanivaripalli,Sanevaripalle
ATP_C_65_Guntakal,ATP_C_65_GUNTAKAL-MB,Sankarabanda,Sankarabanda-1
ATP_C_67_Mudigubba,ATP_C_67_MUDIGUBBA-MB,Sankepalli,Sankepalle-1
 ATP_C_63_Hindupur ,ATP_C_63_HINDUPUR-MB,Santhebidanur,Santhebidanur
ATP_D_46_Settur,ATP_D_46_SETTUR-MB,Santhukondapuram,Santhekondapuram
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Sasanakota,Sasanakota
 ATP_C_67_VonavoluG,ATP_C_67_VONAVOLU-MB,Satarlapalli,Satarlapalle
 ATP_C_63_Malaguru,ATP_C_63_MALAGURU-MB,Seegipalli,Seegipalle
ATP_C_65_Igaduru,ATP_C_65_IGADURU-MB,Seetharampuram,Seetharampuram-2
ATP_C_67_Polepalli,ATP_C_67_POLEPALLI-MB,Seshadribatrahalli ,Seshadribhatra Halli
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Settipalli,Settipalle-2
ATP_C_67_Gonipeta,ATP_C_67_GONIPETA-MB,Settipalli,Settipalle-2
ATP_D_46_Settur,ATP_D_46_SETTUR-MB,Settur,Settur-1
ATP_C_64_Ramapuram,ATP_C_64_RAMAPURAM-MB,Shaiksanipalli,Shaiksanipalle
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Sho. Beerepalli,Shobeerepalle
 ATP_C_67_Chilmathur,ATP_C_67_CHILAMATHUR-MB,Sibbaraopeta,Subbaraopet
ATP_C_66_Narpala,ATP_C_66_NARPALA-MB,Siddaracherla,Siddaracherla
ATP_C_66_Rotarypuram,ATP_C_66_ROTARYPURAM-MB,Siddarampeta,Siddampeta
ATP_D_46_D.Hirehal,ATP_D_46_D. HIREHAL-MB,Siddarampuram,Siddarampuram
ATP_C_67_Mudigubba,ATP_C_67_MUDIGUBBA-MB,Siddarampuram,Siddarampuram
ATP_C_66_Ananthapuramu,ATP_C_66_ANANTAPUR-MB,Siddrampuram,Siddarampuram-1
ATP_D_46_Kadlur,ATP_D_46_KADLUR-MB,Singanahalli,Singanahalli
ATP_C_66_Salakamcheruvu,ATP_C_66_SALAKAMCHERUVU-MB,Singanamala,Singanamala-1
ATP_C_67_Yellanur,ATP_C_67_YELLANUR (PART)-MB,Singavaram,Singavaram
ATP_C_63_Parigi ,ATP_C_63_PARIGI-MB,Sirekolam,Sirekolam
ATP_D_46_Beluguppa,ATP_D_46_BELUGUPPA-MB,Siripi,Seerpi
