,,,,Command Area,,Non command Area,,Poor quality area,,
,,,,Residential,,Residential,,Residential,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total
290,12_C_65_24,ATP_C_65_Tadipatri,Vanganuru,0,0,3,6,,,9
291,12_C_65_25,ATP_C_65_Tadipatri,Bondaladinne,0,0,4,6,,,10
292,12_C_65_26,ATP_C_65_Tadipatri,Kandikaparla,0,0,3,2,,,5
293,12_C_65_27,ATP_C_65_Tadipatri,Putlur,0,0,22,15,,,37
294,12_C_65_28,ATP_C_65_Tadipatri,Gandlapadu,5,2,0,13,,,20
295,12_C_65_29,ATP_C_65_Tadipatri,S.Guduru,0,0,2,2,,,4
296,12_C_65_30,ATP_C_65_Tadipatri,Diguvapalli,0,0,55,20,,,75
297,12_C_65_31,ATP_C_65_Tadipatri,Tadipatri,0,0,5,24,,,29
298,12_C_59_07,ATP_C_59_Kacharlakunta,Kasarlakunta,5,0,0,0,,,5
299,12_C_59_07,ATP_C_59_Kacharlakunta,Pathapalli,2,0,0,0,,,2
300,12_C_63_09,ATP_C_63_Bucherla,Jakkalacheruvu ,,,5,,,,5
301,12_C_63_09,ATP_C_63_Bucherla,Bucherla ,,,,,,,0
302,12_C_63_09,ATP_C_63_Bucherla,Roddakampalli ,,,,,,,0
303,12_C_63_20, ATP_C_63_Cherukuru,Nalluru,,,2,3,,,5
304,12_C_63_20, ATP_C_63_Cherukuru,Chinnamanthuru,,,15,13,,,28
305,12_C_63_20, ATP_C_63_Cherukuru,Peddamanthuru,,,19,15,,,34
306,12_C_63_20, ATP_C_63_Cherukuru,Cherukuru,,,161,18,,,179
307,12_C_63_20, ATP_C_63_Cherukuru,Kalipi ,,,3,2,,,5
