,,,,Command Area,,,,,,,,Non-Command Area,,,,,,,,Poor GW quality area,,,,,,,,,,,,,,,,,,,,,,
,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,,,,,,,,,,,,,,,
Sr.no,Watershed code,GW watershed name,village name,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,,,,,,,,,,,,,,,
667,12_C_67_03,ATP_C_67_Pamudurthi,Kothakota,,,,,,,,0,,,206,,,,,206,,,,,,,,0,,,,,,,,,,,,,,,
668,12_C_67_07,ATP_C_67_Polepalli,Polepalli,,,,,,,,0,,,541,,,,,541,,,,,,,,0,,,,,,,,,,,,,,,
669,12_C_67_07,ATP_C_67_Polepalli,Seshadribatrahalli,,,,,,,,0,,,112,,,,,112,,,,,,,,0,,,,,,,,,,,,,,,
670,12_C_67_07,ATP_C_67_Polepalli,Kuntimaddi,,,,,,,,0,,,374,,,,,374,,,,,,,,0,,,,,,,,,,,,,,,
671,12_C_67_07,ATP_C_67_Polepalli,Gantimarri,,,,,,,,0,,,290,,,,,290,,,,,,,,0,,,,,,,,,,,,,,,
672,12_C_67_07,ATP_C_67_Polepalli,Mustikovila,,,,,,,,0,,,135,,,,,135,,,,,,,,0,,,,,,,,,,,,,,,
673,12_C_67_07,ATP_C_67_Polepalli,Nyamaddala,,,,,,,,0,,,646,,,,,646,,,,,,,,0,,,,,,,,,,,,,,,
674,12_C_67_01,ATP_C_67_Puttaparthi,Kappalabanda,,,,,,,,0,,,198,,,,,198,,,,,,,,0,,,,,,,,,,,,,,,
675,12_C_67_01,ATP_C_67_Puttaparthi,Jagarajupalli,,,,,,,,0,,,239,,,,,239,,,,,,,,0,,,,,,,,,,,,,,,
676,12_C_67_01,ATP_C_67_Puttaparthi,Pedaballi,,,,,,,,0,,,196,,,,,196,,,,,,,,0,,,,,,,,,,,,,,,
677,12_C_67_01,ATP_C_67_Puttaparthi,Kesapuram,,,,,,,,0,,,186,,,,,186,,,,,,,,0,,,,,,,,,,,,,,,
678,12_C_67_01,ATP_C_67_Puttaparthi,Mylasamudram,,,,,,,,0,,,60,,,,,60,,,,,,,,0,,,,,,,,,,,,,,,
679,12_C_67_01,ATP_C_67_Puttaparthi,Kadiridevarapalli,,,,,,,,0,,,48,,,,,48,,,,,,,,0,,,,,,,,,,,,,,,
680,12_C_67_01,ATP_C_67_Puttaparthi,Kothapalli,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
681,12_C_67_01,ATP_C_67_Puttaparthi,Narepalli,,,,,,,,0,,,84,,,,,84,,,,,,,,0,,,,,,,,,,,,,,,
682,12_C_67_01,ATP_C_67_Puttaparthi,Karisettipalli,,,,,,,,0,,,53,,,,,53,,,,,,,,0,,,,,,,,,,,,,,,
683,12_C_67_01,ATP_C_67_Puttaparthi,Tirumaladevarapalli,,,,,,,,0,,,59,,,,,59,,,,,,,,0,,,,,,,,,,,,,,,
684,12_C_67_01,ATP_C_67_Puttaparthi,Kodapaganipalli,,,,,,,,0,,,92,,,,,92,,,,,,,,0,,,,,,,,,,,,,,,
685,12_C_67_01,ATP_C_67_Puttaparthi,Iragampalli,,,,,,,,0,,,50,,,,,50,,,,,,,,0,,,,,,,,,,,,,,,
686,12_C_67_01,ATP_C_67_Puttaparthi,Lingareddipalli,,,,,,,,0,,,75,,,,,75,,,,,,,,0,,,,,,,,,,,,,,,
687,12_C_67_01,ATP_C_67_Puttaparthi,Thippabatlapalli,,,,,,,,0,,,35,,,,,35,,,,,,,,0,,,,,,,,,,,,,,,
688,12_C_67_01,ATP_C_67_Puttaparthi,Marukuntapalli,,,,,,,,0,,,128,,,,,128,,,,,,,,0,,,,,,,,,,,,,,,
689,12_C_67_01,ATP_C_67_Puttaparthi,K.Locherla,,,,,,,,0,,,149,,,,,149,,,,,,,,0,,,,,,,,,,,,,,,
690,12_C_67_01,ATP_C_67_Puttaparthi,Byrapuram,,,,,,,,0,,,175,,,,,175,,,,,,,,0,,,,,,,,,,,,,,,
691,12_C_67_01,ATP_C_67_Puttaparthi,Kadirepalli,,,,,,,,0,,,2,,,,,2,,,,,,,,0,,,,,,,,,,,,,,,
692,12_C_67_01,ATP_C_67_Puttaparthi,Bukkapatnam,,,,,,,,0,,,295,,,,,295,,,,,,,,0,,,,,,,,,,,,,,,
693,12_C_67_01,ATP_C_67_Puttaparthi,Puttaparthy,,,,,,,,0,,,400,,,,,400,,,,,,,,0,,,,,,,,,,,,,,,
694,12_C_67_01,ATP_C_67_Puttaparthi,Kothacheruvu,,,,,,,,0,,,365,,,,,365,,,,,,,,0,,,,,,,,,,,,,,,
695,12_C_67_04,ATP_C_67_Ravulachervu,Chennarayapatnam,,,,,,,,0,,,36,,,,,36,,,,,,,,0,,,,,,,,,,,,,,,
696,12_C_67_04,ATP_C_67_Ravulachervu,Sangala,,,,,,,,0,,,198,,,,,198,,,,,,,,0,,,,,,,,,,,,,,,
697,12_C_67_04,ATP_C_67_Ravulachervu,Obulapuram,,,,,,,,0,,,208,,,,,208,,,,,,,,0,,,,,,,,,,,,,,,
698,12_C_67_04,ATP_C_67_Ravulachervu,Dampetla,,,,,,,,0,,,202,,,,,202,,,,,,,,0,,,,,,,,,,,,,,,
699,12_C_67_04,ATP_C_67_Ravulachervu,D.Cherlopalli,,,,,,,,0,,,430,,,,,430,,,,,,,,0,,,,,,,,,,,,,,,
700,12_C_67_04,ATP_C_67_Ravulachervu,Darisimala,,,,,,,,0,,,302,,,,,302,,,,,,,,0,,,,,,,,,,,,,,,
701,12_C_67_04,ATP_C_67_Ravulachervu,Ganginepalli,,,,,,,,0,,,139,,,,,139,,,,,,,,0,,,,,,,,,,,,,,,
702,12_C_67_2,Atp_C_67_Sanivaripalli,S .Brahmanapalli,,,,,,,,0,,,62,,,,,62,,,,,,,,0,,,,,,,,,,,,,,,
703,12_C_67_3,Atp_C_67_Sanivaripalli,Sanivaripalli,,,,,,,,0,,,89,,,,,89,,,,,,,,0,,,,,,,,,,,,,,,
704,12_C_67_05,ATP_C_67_Somagatta,Kammavaripalli,,,,,,,,0,,,175,,,,,175,,,,,,,,0,,,,,,,,,,,,,,,
705,12_C_67_05,ATP_C_67_Somagatta,Budili,,,,,,,,0,,,450,,,,,450,,,,,,,,0,,,,,,,,,,,,,,,
706,12_C_67_05,ATP_C_67_Somagatta,Gorantla,,,,,,,,0,,,514,,,,,514,,,,,,,,0,,,,,,,,,,,,,,,
707,12_C_67_05,ATP_C_67_Somagatta,Maredipalli,,,,,,,,0,,,30,,,,,30,,,,,,,,0,,,,,,,,,,,,,,,
708,12_C_67_05,ATP_C_67_Somagatta,Puleru,,,,,,,,0,,,227,,,,,227,,,,,,,,0,,,,,,,,,,,,,,,
709,12_C_67_05,ATP_C_67_Somagatta,Chagaleru,,,,,,,,0,,,264,,,,,264,,,,,,,,0,,,,,,,,,,,,,,,
710,12_C_67_05,ATP_C_67_Somagatta,Kanumakulapalli,,,,,,,,0,,,10,,,,,10,,,,,,,,0,,,,,,,,,,,,,,,
711,12_C_67_05,ATP_C_67_Somagatta,Somagatta,,,,,,,,0,,,177,,,,,177,,,,,,,,0,,,,,,,,,,,,,,,
712,12_C_67_05,ATP_C_67_Somagatta,Yerrasingepalli,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
713,12_C_67_05,ATP_C_67_Somagatta,Chowdireddipalli,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
714,12_C_67_05,ATP_C_67_Somagatta,Muddireddipalli,,,,,,,,0,,,21,,,,,21,,,,,,,,0,,,,,,,,,,,,,,,
715,12_C_67_05,ATP_C_67_Somagatta,Gandladinne,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
716,12_C_67_05,ATP_C_67_Somagatta,Kodikonda,,,,,,,,0,,,118,,,,,118,,,,,,,,0,,,,,,,,,,,,,,,
717,12_C_67_05,ATP_C_67_Somagatta,Kambaladinne,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
718,12_C_67_09,ATP_C_67_Tadimarri,H.Sodanapalli,,,,,,,,0,,,238,,,,,238,,,,,,,,0,,,,,,,,,,,,,,,
719,12_C_67_09,ATP_C_67_Tadimarri,Malyavantham,,,,,,,,0,,,125,,,,,125,,,,,,,,0,,,,,,,,,,,,,,,
720,12_C_67_09,ATP_C_67_Tadimarri,Apparacheruvu,,,,,,,,0,,,159,,,,,159,,,,,,,,0,,,,,,,,,,,,,,,
721,12_C_67_09,ATP_C_67_Tadimarri,Garisalapalli,,,,,,,,0,,,311,,,,,311,,,,,,,,0,,,,,,,,,,,,,,,
722,12_C_67_09,ATP_C_67_Tadimarri,Chinnakotla,,,,,,,,0,,,55,,,,,55,,,,,,,,0,,,,,,,,,,,,,,,
723,12_C_67_09,ATP_C_67_Tadimarri,Budanampalli,,,,,,,,0,,,121,,,,,121,,,,,,,,0,,,,,,,,,,,,,,,
724,12_C_67_09,ATP_C_67_Tadimarri,Pinnadari,,,,,,,,0,,,336,,,,,336,,,,,,,,0,,,,,,,,,,,,,,,
725,12_C_67_09,ATP_C_67_Tadimarri,Kunukuntla,,,,,,,,0,,,505,,,,,505,,,,,,,,0,,,,,,,,,,,,,,,
726,12_C_67_09,ATP_C_67_Tadimarri,Kondamanayanipalem,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
727,12_C_67_09,ATP_C_67_Tadimarri,Thirumalapuram,,,,,,,,0,,,73,,,,,73,,,,,,,,0,,,,,,,,,,,,,,,
728,12_C_67_09,ATP_C_67_Tadimarri,Tadimarri,,,,,,,,0,,,529,,,,,529,,,,,,,,0,,,,,,,,,,,,,,,
729,12_C_67_09,ATP_C_67_Tadimarri,Nidigallu,,,,,,,,0,,,91,,,,,91,,,,,,,,0,,,,,,,,,,,,,,,
730,12_C_67_09,ATP_C_67_Tadimarri,M.Agraharam,,,,,,,,0,,,265,,,,,265,,,,,,,,0,,,,,,,,,,,,,,,
731,12_C_67_09,ATP_C_67_Tadimarri,Peddakotla,,,,,,,,0,,,479,,,,,479,,,,,,,,0,,,,,,,,,,,,,,,
732,12_C_67_09,ATP_C_67_Tadimarri,Chinnachigullarevu,,,,,,,,0,,,195,,,,,195,,,,,,,,0,,,,,,,,,,,,,,,
733,12_C_67_15,ATP_C_67_Talamarla,Vemuletipalli,,,,,,,,0,,,60,,,,,60,,,,,,,,0,,,,,,,,,,,,,,,
734,12_C_67_15,ATP_C_67_Talamarla,Talamarla,,,,,,,,0,,,437,,,,,437,,,,,,,,0,,,,,,,,,,,,,,,
735,12_C_67_15,ATP_C_67_Talamarla,Vangampalli,,,,,,,,0,,,29,,,,,29,,,,,,,,0,,,,,,,,,,,,,,,
736,12_C_67_05,ATP_C_67_Talupula,Obulareddipalli,,,,,,,,0,,,233,,,,,233,,,,,,,,0,,,,,,,,,,,,,,,
737,12_C_67_05,ATP_C_67_Talupula,Vepamanipeta,,,,,,,,0,,,256,,,,,256,,,,,,,,0,,,,,,,,,,,,,,,
738,12_C_67_05,ATP_C_67_Talupula,Peddannavaripalli,,,,,,,,0,,,392,,,,,392,,,,,,,,0,,,,,,,,,,,,,,,
739,12_C_67_05,ATP_C_67_Talupula,Bandlapalli,,,,,,,,0,,,147,,,,,147,,,,,,,,0,,,,,,,,,,,,,,,
740,12_C_67_05,ATP_C_67_Talupula,Nutanakalva,,,,,,,,0,,,192,,,,,192,,,,,,,,0,,,,,,,,,,,,,,,
741,12_C_67_05,ATP_C_67_Talupula,Pandulakunta,,,,,,,,0,,,27,,,,,27,,,,,,,,0,,,,,,,,,,,,,,,
742,12_C_67_05,ATP_C_67_Talupula,Talapula,,,,,,,,0,,,682,,,,,682,,,,,,,,0,,,,,,,,,,,,,,,
743,12_C_67_17,ATP_C_67_Thimmampalli,Gugudu,,,,,,,,0,,,598,,,,,598,,,,,,,,0,,,,,,,,,,,,,,,
744,12_C_67_17,ATP_C_67_Thimmampalli,Kummanamala,,,,,,,,0,,,418,,,,,418,,,,,,,,0,,,,,,,,,,,,,,,
745,12_C_67_17,ATP_C_67_Thimmampalli,Madugupalli,,,,,,,,0,,,476,,,,,476,,,,,,,,0,,,,,,,,,,,,,,,
746,12_C_67_17,ATP_C_67_Thimmampalli,Chinnamallepalli,,,,,,,,0,,,90,,,,,90,,,,,,,,0,,,,,,,,,,,,,,,
747,12_C_67_17,ATP_C_67_Thimmampalli,Garuguchintalapalli,,,,,,,,0,,,101,,,,,101,,,,,,,,0,,,,,,,,,,,,,,,
748,12_C_67_17,ATP_C_67_Thimmampalli,Yellutla,,,,,,,,0,,,323,,,,,323,,,,,,,,0,,,,,,,,,,,,,,,
749,12_C_67_17,ATP_C_67_Thimmampalli,Boppepalli,,,,,,,,0,,,603,,,,,603,,,,,,,,0,,,,,,,,,,,,,,,
750,12_C_67_17,ATP_C_67_Thimmampalli,Bukkapuram,,,,,,,,0,,,259,,,,,259,,,,,,,,0,,,,,,,,,,,,,,,
751,12_C_67_17,ATP_C_67_Thimmampalli,Aravedu,,,,,,,,0,,,73,,,,,73,,,,,,,,0,,,,,,,,,,,,,,,
752,12_C_67_17,ATP_C_67_Thimmampalli,Y.Chinthakayamanda,,,,,,,,0,,,243,,,,,243,,,,,,,,0,,,,,,,,,,,,,,,
753,12_C_67_17,ATP_C_67_Thimmampalli,Chillavaripalli,,,,,,,,0,,,81,,,,,81,,,,,,,,0,,,,,,,,,,,,,,,
754,12_C_67_17,ATP_C_67_Thimmampalli,Dadithota,,,,,,,,0,,,611,,,,,611,,,,,,,,0,,,,,,,,,,,,,,,
755,12_C_67_17,ATP_C_67_Thimmampalli,Vemulapalli,,,,,,,,0,,,225,,,,,225,,,,,,,,0,,,,,,,,,,,,,,,
756,12_C_67_17,ATP_C_67_Thimmampalli,Medikurti,,,,,,,,0,,,86,,,,,86,,,,,,,,0,,,,,,,,,,,,,,,
757,12_C_67_17,ATP_C_67_Thimmampalli,Nittoor,,,,,,,,0,,,176,,,,,176,,,,,,,,0,,,,,,,,,,,,,,,
758,12_C_67_17,ATP_C_67_Thimmampalli,Peddamellepalli,,,,,,,,0,,,239,,,,,239,,,,,,,,0,,,,,,,,,,,,,,,
759,12_C_67_17,ATP_C_67_Thimmampalli,Thirumalapuram,,,,,,,,0,,,172,,,,,172,,,,,,,,0,,,,,,,,,,,,,,,
760,12_C_67_17,ATP_C_67_Thimmampalli,Chilamakur,,,,,,,,0,,,212,,,,,212,,,,,,,,0,,,,,,,,,,,,,,,
761,12_C_59_06,ATP_C_59_Amadaguru,Amadaguru,,,,,,,,0,,,428,,,,,428,,,,,,,,0,,,,,,,,,,,,,,,
762,12_C_59_06,ATP_C_59_Amadaguru,Chinaganipalle,,,,,,,,0,,,138,,,,,138,,,,,,,,0,,,,,,,,,,,,,,,
763,12_C_59_06,ATP_C_59_Amadaguru,Ramanathapuram,,,,,,,,0,,,12,,,,,12,,,,,,,,0,,,,,,,,,,,,,,,
764,12_C_59_06,ATP_C_59_Amadaguru,Gadidamanipalli,,,,,,,,0,,,22,,,,,22,,,,,,,,0,,,,,,,,,,,,,,,
765,12_C_59_06,ATP_C_59_Amadaguru,Edigavaripalli,,,,,,,,0,,,37,,,,,37,,,,,,,,0,,,,,,,,,,,,,,,
766,12_C_59_06,ATP_C_59_Amadaguru,Cheekirevulapalli,,,,,,,,0,,,94,,,,,94,,,,,,,,0,,,,,,,,,,,,,,,
767,12_C_59_06,ATP_C_59_Amadaguru,Thummala,,,,,,,,0,,,458,,,,,458,,,,,,,,0,,,,,,,,,,,,,,,
768,12_C_59_06,ATP_C_59_Amadaguru,Karimereddipalli,,,,,,,,0,,,29,,,,,29,,,,,,,,0,,,,,,,,,,,,,,,
769,12_C_59_06,ATP_C_59_Amadaguru,Pulikuntapalli,,,,,,,,0,,,61,,,,,61,,,,,,,,0,,,,,,,,,,,,,,,
770,12_C_59_06,ATP_C_59_Amadaguru,Dademvaripalli,,,,,,,,0,,,26,,,,,26,,,,,,,,0,,,,,,,,,,,,,,,
771,12_C_59_06,ATP_C_59_Amadaguru,Lokajipalli,,,,,,,,0,,,103,,,,,103,,,,,,,,0,,,,,,,,,,,,,,,
772,12_C_67_15,ATP_C_67_Cheekatimanapalli,Kotapalle,,,,,,,,0,,,33,,,,,33,,,,,,,,0,,,,,,,,,,,,,,,
773,12_C_67_15,ATP_C_67_Cheekatimanapalli,Mundlavaripalle,,,,,,,,0,,,54,,,,,54,,,,,,,,0,,,,,,,,,,,,,,,
774,12_C_67_15,ATP_C_67_Cheekatimanapalli,Venkatarayanipalle,,,,,,,,0,,,9,,,,,9,,,,,,,,0,,,,,,,,,,,,,,,
775,12_C_67_15,ATP_C_67_Cheekatimanapalli,Danduvaripalle,,,,,,,,0,,,12,,,,,12,,,,,,,,0,,,,,,,,,,,,,,,
776,12_C_67_15,ATP_C_67_Cheekatimanapalli,Malareddipalli,,,,,,,,0,,,181,,,,,181,,,,,,,,0,,,,,,,,,,,,,,,
777,12_C_67_15,ATP_C_67_Cheekatimanapalli,Gurrambailu,,,,,,,,0,,,74,,,,,74,,,,,,,,0,,,,,,,,,,,,,,,
778,12_C_67_15,ATP_C_67_Cheekatimanapalli,Bonthalapalle,,,,,,,,0,,,279,,,,,279,,,,,,,,0,,,,,,,,,,,,,,,
779,12_C_67_15,ATP_C_67_Cheekatimanapalli,Cheekatimanipalli,,,,,,,,0,,,217,,,,,217,,,,,,,,0,,,,,,,,,,,,,,,
780,12_C_67_15,ATP_C_69_Kokkanti,Edurudona,,,,,,,,0,,,76,,,,,76,,,,,,,,0,,,,,,,,,,,,,,,
781,12_C_67_15,ATP_C_69_Kokkanti,Diguvamandlapalli,,,,,,,,0,,,0,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,
782,12_C_67_15,ATP_C_69_Kokkanti,Kokkanti,,,,,,,,0,,,233,,,,,233,,,,,,,,0,,,,,,,,,,,,,,,
783,12_C_67_15,ATP_C_69_Kokkanti,Korthikota,,,,,,,,0,,,33,,,,,33,,,,,,,,0,,,,,,,,,,,,,,,
784,12_C_67_15,ATP_C_69_Kokkanti,Maddinayanipalem,,,,,,,,0,,,6,,,,,6,,,,,,,,0,,,,,,,,,,,,,,,
785,12_C_67_15,ATP_C_69_Kokkanti,Agraharampalle,,,,,,,,0,,,33,,,,,33,,,,,,,,0,,,,,,,,,,,,,,,
786,12_C_67_15,ATP_C_69_Kokkanti,T.Sadam,,,,,,,,0,,,178,,,,,178,,,,,,,,0,,,,,,,,,,,,,,,
787,12_C_67_15,ATP_C_69_Kokkanti,Balasamudram,,,,,,,,0,,,69,,,,,69,,,,,,,,0,,,,,,,,,,,,,,,
788,12_C_67_15,ATP_C_69_Kokkanti,Tavalam,,,,,,,,0,,,488,,,,,488,,,,,,,,0,,,,,,,,,,,,,,,
789,12_C_67_15,ATP_C_69_Kokkanti,Oravoy,,,,,,,,0,,,251,,,,,251,,,,,,,,0,,,,,,,,,,,,,,,
790,12_C_69_04,ATP_C_69_N.P. Kunta,Vankamaddi,,,,,,,,0,,,26,,,,,26,,,,,,,,0,,,,,,,,,,,,,,,
791,12_C_69_04,ATP_C_69_N.P. Kunta,Dhaniyanicheruvu,,,,,,,,0,,,185,,,,,185,,,,,,,,0,,,,,,,,,,,,,,,
792,12_C_69_04,ATP_C_69_N.P. Kunta,Mudupulajuvi,,,,,,,,0,,,44,,,,,44,,,,,,,,0,,,,,,,,,,,,,,,
793,12_C_69_04,ATP_C_69_N.P. Kunta,Mekalacheruvu,,,,,,,,0,,,98,,,,,98,,,,,,,,0,,,,,,,,,,,,,,,
794,12_C_69_04,ATP_C_69_N.P. Kunta,Gootibylu,,,,,,,,0,,,37,,,,,37,,,,,,,,0,,,,,,,,,,,,,,,
795,12_C_69_04,ATP_C_69_N.P. Kunta,Gandlapenta,,,,,,,,0,,,525,,,,,525,,,,,,,,0,,,,,,,,,,,,,,,
796,12_C_69_04,ATP_C_69_N.P. Kunta,Jeenulakunta,,,,,,,,0,,,71,,,,,71,,,,,,,,0,,,,,,,,,,,,,,,
797,12_C_69_04,ATP_C_69_N.P. Kunta,Veparala,,,,,,,,0,,,105,,,,,105,,,,,,,,0,,,,,,,,,,,,,,,
798,12_C_69_04,ATP_C_69_N.P. Kunta,Kurumamidi,,,,,,,,0,,,62,,,,,62,,,,,,,,0,,,,,,,,,,,,,,,
799,12_C_69_04,ATP_C_69_N.P. Kunta,Chamalagondi,,,,,,,,0,,,75,,,,,75,,,,,,,,0,,,,,,,,,,,,,,,
800,12_C_69_04,ATP_C_69_N.P. Kunta,Somayajulapalli,,,,,,,,0,,,145,,,,,145,,,,,,,,0,,,,,,,,,,,,,,,
801,12_C_69_04,ATP_C_69_N.P. Kunta,Chamachenubylu,,,,,,,,0,,,4,,,,,4,,,,,,,,0,,,,,,,,,,,,,,,
802,12_C_69_04,ATP_C_69_N.P. Kunta,N.P.Kunta,,,,,,,,0,,,165,,,,,165,,,,,,,,0,,,,,,,,,,,,,,,
803,12_C_69_04,ATP_C_69_N.P. Kunta,Malameedapalli,,,,,,,,0,,,140,,,,,140,,,,,,,,0,,,,,,,,,,,,,,,
804,12_C_69_04,ATP_C_69_N.P. Kunta,Marrikommadinne,,,,,,,,0,,,130,,,,,130,,,,,,,,0,,,,,,,,,,,,,,,
805,12_C_69_05,ATP_C_69_N.P. Kunta,Maduguvanigondi,,,,,,,,0,,,12,,,,,12,,,,,,,,0,,,,,,,,,,,,,,,
806,12_C_69_11,ATP_C_69_Pedaballi,Pedaballi,,,,,,,,0,,,131,,,,,131,,,,,,,,0,,,,,,,,,,,,,,,
807,12_C_69_11,ATP_C_69_Pedaballi,Pedaballikothapalle,,,,,,,,0,,,97,,,,,97,,,,,,,,0,,,,,,,,,,,,,,,
808,12_C_69_01,ATP_C_69_Velichalamala,Puligundlapalli,,,,,,,,0,,,115,,,,,115,,,,,,,,0,,,,,,,,,,,,,,,
809,12_C_69_01,ATP_C_69_Velichalamala,Velichelamala,,,,,,,,0,,,207,,,,,207,,,,,,,,0,,,,,,,,,,,,,,,
810,12_C_69_01,ATP_C_69_Velichalamala,Gowkanapalli,,,,,,,,0,,,224,,,,,224,,,,,,,,0,,,,,,,,,,,,,,,
811,12_C_69_01,ATP_C_69_Velichalamala,Thummalabylu,,,,,,,,0,,,82,,,,,82,,,,,,,,0,,,,,,,,,,,,,,,
812,12_D_46_08,ATP_D_46_Agali,Ravudi,,,,,,,,0,,,217,,,,,217,,,,,,,,0,,,,,,,,,,,,,,,
813,12_D_46_08,ATP_D_46_Agali,Inagaluru,,,,,,,,0,,,395,,,,,395,,,,,,,,0,,,,,,,,,,,,,,,
814,12_D_46_08,ATP_D_46_Agali,Akkaladevarahalli,,,,,,,,0,,,111,,,,,111,,,,,,,,0,,,,,,,,,,,,,,,
815,12_D_46_08,ATP_D_46_Agali,Narasambudi,,,,,,,,0,,,125,,,,,125,,,,,,,,0,,,,,,,,,,,,,,,
816,12_D_46_08,ATP_D_46_Agali,Madhudi,,,,,,,,0,,,193,,,,,193,,,,,,,,0,,,,,,,,,,,,,,,
817,12_D_46_08,ATP_D_46_Agali,P.Byadega,,,,,,,,0,,,136,,,,,136,,,,,,,,0,,,,,,,,,,,,,,,
818,12_D_46_08,ATP_D_46_Agali,H.D.Halli,,,,,,,,0,,,152,,,,,152,,,,,,,,0,,,,,,,,,,,,,,,
819,12_D_46_08,ATP_D_46_Agali,Agali,,,,,,,,0,,,407,,,,,407,,,,,,,,0,,,,,,,,,,,,,,,
820,12_D_46_08,ATP_D_46_Agali,Kodihalli,,,,,,,,0,,,467,,,,,467,,,,,,,,0,,,,,,,,,,,,,,,
821,12_D_46_08,ATP_D_46_Agali,M.Rayapuram,,,,,,,,0,,,213,,,,,213,,,,,,,,0,,,,,,,,,,,,,,,
822,12_D_46_08,ATP_D_46_Agali,Rolla,,,,,,,,0,,,485,,,,,485,,,,,,,,0,,,,,,,,,,,,,,,
823,12_D_46_08,ATP_D_46_Agali,Thumbinakunta,,,,,,,,0,,,66,,,,,66,,,,,,,,0,,,,,,,,,,,,,,,
824,12_D_46_08,ATP_D_46_Agali,Ratnagiri,,,,,,,,0,,,540,,,,,540,,,,,,,,0,,,,,,,,,,,,,,,
825,12_D_46_08,ATP_D_46_Agali,Kaki,,,,,,,,0,,,165,,,,,165,,,,,,,,0,,,,,,,,,,,,,,,
826,12_D_46_08,ATP_D_46_Agali,Dodderi,,,,,,,,0,,,293,,,,,293,,,,,,,,0,,,,,,,,,,,,,,,
827,12_D_46_61,ATP_D_46_Amarapuram,Valasa,,,,,,,,0,,,339,,,,,339,,,,,,,,0,,,,,,,,,,,,,,,
828,12_D_46_61,ATP_D_46_Amarapuram,Thammadehalli,,,,,,,,0,,,432,,,,,432,,,,,,,,0,,,,,,,,,,,,,,,
829,12_D_46_61,ATP_D_46_Amarapuram,Amarapuram,,,,,,,,0,,,440,,,,,440,,,,,,,,0,,,,,,,,,,,,,,,
830,12_D_46_61,ATP_D_46_Amarapuram,Halakuru,,,,,,,,0,,,350,,,,,350,,,,,,,,0,,,,,,,,,,,,,,,
831,12_D_46_02,ATP_D_B.G. Halli,Rallapalli,,,,,,,,0,,,321,,,,,321,,,,,,,,0,,,,,,,,,,,,,,,
832,12_D_46_02,ATP_D_B.G. Halli,Kekathi,,,,,,,,0,,,246,,,,,246,,,,,,,,0,,,,,,,,,,,,,,,
833,12_D_46_02,ATP_D_B.G. Halli,Gudibanda,,,,,,,,0,,,378,,,,,378,,,,,,,,0,,,,,,,,,,,,,,,
834,12_D_46_02,ATP_D_B.G. Halli,Muthukuru,,,,,,,,0,,,225,,,,,225,,,,,,,,0,,,,,,,,,,,,,,,
835,12_D_46_02,ATP_D_B.G. Halli,Mandalahalli,,,,,,,,0,,,240,,,,,240,,,,,,,,0,,,,,,,,,,,,,,,
836,12_D_46_02,ATP_D_B.G. Halli,Konkallu,,,,,,,,0,,,162,,,,,162,,,,,,,,0,,,,,,,,,,,,,,,
837,12_D_46_02,ATP_D_B.G. Halli,Rayapuram,,,,,,,,0,,,85,,,,,85,,,,,,,,0,,,,,,,,,,,,,,,
838,12_D_46_02,ATP_D_B.G. Halli,Bommagundanahalli,,,,,,,,0,,,393,,,,,393,,,,,,,,0,,,,,,,,,,,,,,,
839,12_D_46_02,ATP_D_B.G. Halli,Morubagal,,,,,,,,0,,,358,,,,,358,,,,,,,,0,,,,,,,,,,,,,,,
840,12_D_46_02,ATP_D_B.G. Halli,Gunimorubal,,,,,,,,0,,,83,,,,,83,,,,,,,,0,,,,,,,,,,,,,,,
841,12_D_46_09,ATP_D_46_Basavanahalli,Nidragatta,,,,,,,,0,,,179,,,,,179,,,,,,,,0,,,,,,,,,,,,,,,
842,12_D_46_09,ATP_D_46_Basavanahalli,Hemavathi,,,,,,,,0,,,335,,,,,335,,,,,,,,0,,,,,,,,,,,,,,,
843,12_D_46_09,ATP_D_46_Basavanahalli,Sivaram,,,,,,,,0,,,295,,,,,295,,,,,,,,0,,,,,,,,,,,,,,,
844,12_D_46_09,ATP_D_46_Basavanahalli,Veerabommanahalli,,,,,,,,0,,,24,,,,,24,,,,,,,,0,,,,,,,,,,,,,,,
845,12_D_46_09,ATP_D_46_Basavanahalli,Basavanahalli,,,,,,,,0,,,343,,,,,343,,,,,,,,0,,,,,,,,,,,,,,,
846,12_D_46_09,ATP_D_46_Basavanahalli,Kummaranagepalli,,,,,,,,0,,,67,,,,,67,,,,,,,,0,,,,,,,,,,,,,,,
