,,,,Command Area,,,,,,,,Non-Command Area,,,,,,,,Poor GW quality area,,,,,,,,,,,,,,,,,,,,,,
,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,Irrigated,,,,,,,,,,,,,,,,,,,,,,
Sr.no,Watershed code,GW watershed name,village name,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,DW,DW PS,BW,STW,MTW,DTW,FP,Total,,,,,,,,,,,,,,,
306,12_C_63_20,ATP_C_63_Cherukuru,Cherukuru,,,,,,,,0,,,88,0,0,0,,88,,,,,,,,0,,,,,,,,,,,,,,,
307,12_C_63_20,ATP_C_63_Cherukuru,Kalipi,,,,,,,,0,,,141,0,0,0,,141,,,,,,,,0,,,,,,,,,,,,,,,
308,12_C_67_18,ATP_C_67_Chilmathur,Gangampalli,,,,,,,,0,,,117,0,0,0,,117,,,,,,,,0,,,,,,,,,,,,,,,
309,12_C_67_18,ATP_C_67_Chilmathur,Gownivaripalli,,,,,,,,0,,,506,0,0,0,,506,,,,,,,,0,,,,,,,,,,,,,,,
310,12_C_67_18,ATP_C_67_Chilmathur,Jowkuladinne,,,,,,,,0,,,0,0,0,0,,0,,,,,,,,0,,,,,,,,,,,,,,,
311,12_C_67_18,ATP_C_67_Chilmathur,Bugumpalli,,,,,,,,0,,,16,0,0,0,,16,,,,,,,,0,,,,,,,,,,,,,,,
312,12_C_67_18,ATP_C_67_Chilmathur,Mallepalli,,,,,,,,0,,,100,0,0,0,,100,,,,,,,,0,,,,,,,,,,,,,,,
313,12_C_67_18,ATP_C_67_Chilmathur,Obulapuram,,,,,,,,0,,,5,0,0,0,,5,,,,,,,,0,,,,,,,,,,,,,,,
314,12_C_67_18,ATP_C_67_Chilmathur,Katepalli,,,,,,,,0,,,9,0,0,0,,9,,,,,,,,0,,,,,,,,,,,,,,,
315,12_C_67_18,ATP_C_67_Chilmathur,Ragimakulapalli,,,,,,,,0,,,5,0,0,0,,5,,,,,,,,0,,,,,,,,,,,,,,,
316,12_C_67_18,ATP_C_67_Chilmathur,Devulacheruvu,,,,,,,,0,,,0,0,0,0,,0,,,,,,,,0,,,,,,,,,,,,,,,
317,12_C_67_18,ATP_C_67_Chilmathur,Palasamudram,,,,,,,,0,,,65,0,0,0,,65,,,,,,,,0,,,,,,,,,,,,,,,
318,12_C_67_18,ATP_C_67_Chilmathur,Morasalapalle,,,,,,,,0,,,99,0,0,0,,99,,,,,,,,0,,,,,,,,,,,,,,,
319,12_C_67_18,ATP_C_67_Chilmathur,Sibbaraopeta,,,,,,,,0,,,6,0,0,0,,6,,,,,,,,0,,,,,,,,,,,,,,,
320,12_C_67_18,ATP_C_67_Chilmathur,Kodur,,,,,,,,0,,,376,0,0,0,,376,,,,,,,,0,,,,,,,,,,,,,,,
321,12_C_67_18,ATP_C_67_Chilmathur,Chilamathur,,,,,,,,0,,,512,0,0,0,,512,,,,,,,,0,,,,,,,,,,,,,,,
322,12_C_67_18,ATP_C_67_Chilmathur,Naremuddapalli,,,,,,,,0,,,0,0,0,0,,0,,,,,,,,0,,,,,,,,,,,,,,,
323,12_C_67_18,ATP_C_67_Chilmathur,Marrimakulapalli,,,,,,,,0,,,0,0,0,0,,0,,,,,,,,0,,,,,,,,,,,,,,,
324,12_C_67_18,ATP_C_67_Chilmathur,Veerapuram,,,,,,,,0,,,125,0,0,0,,125,,,,,,,,0,,,,,,,,,,,,,,,
325,12_C_67_18,ATP_C_67_Chilmathur,Settipalli,,,,,,,,0,,,209,0,0,0,,209,,,,,,,,0,,,,,,,,,,,,,,,
326,12_C_67_18,ATP_C_67_Chilmathur,Tekuledu,,,,,,,,0,,,50,0,0,0,,50,,,,,,,,0,,,,,,,,,,,,,,,
327,12_C_67_18,ATP_C_67_Chilmathur,Vadigepalli,,,,,,,,0,,,64,0,0,0,,64,,,,,,,,0,,,,,,,,,,,,,,,
328,12_C_63_01,ATP_C_63_Gowrajupalli,Mulakacheruvu,,,,,,,,0,,,144,0,0,0,,144,,,,,,,,0,,,,,,,,,,,,,,,
329,12_C_63_01,ATP_C_63_Gowrajupalli,Naranagepalli,,,,,,,,0,,,210,0,0,0,,210,,,,,,,,0,,,,,,,,,,,,,,,
330,12_C_63_17,ATP_C_63_Hindupur,Kirikera,,,,,,,,0,,,204,,,,,204,,,,,,,,0,,,,,,,,,,,,,,,
331,12_C_63_17,ATP_C_63_Hindupur,Kotipi,,,,,,,,0,,,229,,,,,229,,,,,,,,0,,,,,,,,,,,,,,,
332,12_C_63_17,ATP_C_63_Hindupur,Devarapalli,,,,,,,,0,,,34,,,,,34,,,,,,,,0,,,,,,,,,,,,,,,
333,12_C_63_17,ATP_C_63_Hindupur,Santhebidanur,,,,,,,,0,,,195,,,,,195,,,,,,,,0,,,,,,,,,,,,,,,
334,12_C_63_17,ATP_C_63_Hindupur,Thingepalli,,,,,,,,0,,,8,,,,,8,,,,,,,,0,,,,,,,,,,,,,,,
335,12_C_63_17,ATP_C_63_Hindupur,Thumukunta,,,,,,,,0,,,78,,,,,78,,,,,,,,0,,,,,,,,,,,,,,,
336,12_C_63_17,ATP_C_63_Hindupur,Gollapuram,,,,,,,,0,,,193,,,,,193,,,,,,,,0,,,,,,,,,,,,,,,
337,12_C_63_17,ATP_C_63_Hindupur,Hindupur (R),,,,,,,,0,,,375,,,,,375,,,,,,,,0,,,,,,,,,,,,,,,
338,12_C_63_17,ATP_C_63_Hindupur,Kotnuru,,,,,,,,0,,,275,,,,,275,,,,,,,,0,,,,,,,,,,,,,,,
339,12_C_63_17,ATP_C_63_Hindupur,Sreekatapuram,,,,,,,,0,,,242,,,,,242,,,,,,,,0,,,,,,,,,,,,,,,
340,12_C_63_17,ATP_C_63_Hindupur,Pulamathi,,,,,,,,0,,,202,,,,,202,,,,,,,,0,,,,,,,,,,,,,,,
341,12_C_63_17,ATP_C_63_Hindupur,Kodihalli,,,,,,,,0,,,230,,,,,230,,,,,,,,0,,,,,,,,,,,,,,,
342,12_C_63_17,ATP_C_63_Hindupur,Manepalli,,,,,,,,0,,,135,,,,,135,,,,,,,,0,,,,,,,,,,,,,,,
343,12_C_64_04,ATP_C_64_Kogira,Roddam Locherla,,,,,,,,0,,,97,0,0,0,,97,,,,,,,,0,,,,,,,,,,,,,,,
344,12_C_64_04,ATP_C_64_Kogira,Kogira,,,,,,,,0,,,216,0,0,0,,216,,,,,,,,0,,,,,,,,,,,,,,,
345,12_C_63_03,ATP_C_63_Lepakshi,Sirivaram,,,,,,,,0,,,198,,,,,198,,,,,,,,0,,,,,,,,,,,,,,,
346,12_C_63_03,ATP_C_63_Lepakshi,Kanchisamudram,,,,,,,,0,,,290,,,,,290,,,,,,,,0,,,,,,,,,,,,,,,
347,12_C_63_03,ATP_C_63_Lepakshi,Mydugolam,,,,,,,,0,,,76,,,,,76,,,,,,,,0,,,,,,,,,,,,,,,
348,12_C_63_03,ATP_C_63_Lepakshi,Cholasamudram,,,,,,,,0,,,154,,,,,154,,,,,,,,0,,,,,,,,,,,,,,,
349,12_C_63_03,ATP_C_63_Lepakshi,Kalluru,,,,,,,,0,,,302,,,,,302,,,,,,,,0,,,,,,,,,,,,,,,
350,12_C_63_03,ATP_C_63_Lepakshi,Lepaskhi,,,,,,,,0,,,262,,,,,262,,,,,,,,0,,,,,,,,,,,,,,,
351,12_C_63_03,ATP_C_63_Lepakshi,Demakethapalli,,,,,,,,0,,,99,,,,,99,,,,,,,,0,,,,,,,,,,,,,,,
352,12_C_63_03,ATP_C_63_Lepakshi,Yagnisettipalli,,,,,,,,0,,,85,,,,,85,,,,,,,,0,,,,,,,,,,,,,,,
353,12_C_63_04,ATP_C_63_Lepakshi,Hussainapuram,,,,,,,,0,,,47,,,,,47,,,,,,,,0,,,,,,,,,,,,,,,
354,12_C_63_08,ATP_C_63_Madakasira,Amidalagondi,,,,,,,,0,,,178,0,0,0,,178,,,,,,,,0,,,,,,,,,,,,,,,
355,12_C_63_08,ATP_C_63_Madakasira,Kothalam,,,,,,,,0,,,26,0,0,0,,26,,,,,,,,0,,,,,,,,,,,,,,,
356,12_C_63_08,ATP_C_63_Madakasira,Chandakacherla,,,,,,,,0,,,159,0,0,0,,159,,,,,,,,0,,,,,,,,,,,,,,,
357,12_C_63_08,ATP_C_63_Madakasira,Gowdanahalli,,,,,,,,0,,,107,0,0,0,,107,,,,,,,,0,,,,,,,,,,,,,,,
358,12_C_63_08,ATP_C_63_Madakasira,R.Ananthapuramu,,,,,,,,0,,,261,0,0,0,,261,,,,,,,,0,,,,,,,,,,,,,,,
359,12_C_63_08,ATP_C_63_Madakasira,Chatram,,,,,,,,0,,,68,0,0,0,,68,,,,,,,,0,,,,,,,,,,,,,,,
360,12_C_63_08,ATP_C_63_Madakasira,Mallanayakanahalli,,,,,,,,0,,,29,0,0,0,,29,,,,,,,,0,,,,,,,,,,,,,,,
361,12_C_63_08,ATP_C_63_Madakasira,Madakasira,,,,,,,,0,,,315,0,0,0,,315,,,,,,,,0,,,,,,,,,,,,,,,
362,12_C_63_08,ATP_C_63_Madakasira,Melavoi,,,,,,,,0,,,401,0,0,0,,401,,,,,,,,0,,,,,,,,,,,,,,,
363,12_C_63_08,ATP_C_63_Madakasira,Govindapuram,,,,,,,,0,,,258,0,0,0,,258,,,,,,,,0,,,,,,,,,,,,,,,
364,12_C_63_08,ATP_C_63_Madakasira,Jadrahalli,,,,,,,,0,,,49,0,0,0,,49,,,,,,,,0,,,,,,,,,,,,,,,
365,12_C_63_08,ATP_C_63_Madakasira,Karesankanahalli,,,,,,,,0,,,15,0,0,0,,15,,,,,,,,0,,,,,,,,,,,,,,,
366,12_C_63_08,ATP_C_63_Madakasira,Yerrabommanahalli,,,,,,,,0,,,257,0,0,0,,257,,,,,,,,0,,,,,,,,,,,,,,,
367,12_C_63_08,ATP_C_63_Madakasira,Upparlahalli,,,,,,,,0,,,21,0,0,0,,21,,,,,,,,0,,,,,,,,,,,,,,,
368,12_C_63_08,ATP_C_63_Madakasira,Haresamudram,,,,,,,,0,,,151,0,0,0,,151,,,,,,,,0,,,,,,,,,,,,,,,
369,12_C_63_08,ATP_C_63_Madakasira,Bullasamudram,,,,,,,,0,,,226,0,0,0,,226,,,,,,,,0,,,,,,,,,,,,,,,
370,12_C_63_08,ATP_C_63_Madakasira,Pillenahalli,,,,,,,,0,,,16,0,0,0,,16,,,,,,,,0,,,,,,,,,,,,,,,
371,12_C_63_02,ATP_C_63_Malaguru,Narasapuram,,,,,,,,0,,,111,,,,,111,,,,,,,,0,,,,,,,,,,,,,,,
372,12_C_63_02,ATP_C_63_Malaguru,Pyadeti,,,,,,,,0,,,100,,,,,100,,,,,,,,0,,,,,,,,,,,,,,,
373,12_C_63_02,ATP_C_63_Malaguru,Ganaparthipalli,,,,,,,,0,,,75,,,,,75,,,,,,,,0,,,,,,,,,,,,,,,
374,12_C_63_02,ATP_C_63_Malaguru,Seegipalli,,,,,,,,0,,,53,,,,,53,,,,,,,,0,,,,,,,,,,,,,,,
375,12_C_63_02,ATP_C_63_Malaguru,Beechiganipalli,,,,,,,,0,,,198,,,,,198,,,,,,,,0,,,,,,,,,,,,,,,
376,12_C_63_02,ATP_C_63_Malaguru,Utakuru,,,,,,,,0,,,238,,,,,238,,,,,,,,0,,,,,,,,,,,,,,,
377,12_C_63_02,ATP_C_63_Malaguru,Sagameswarampalli,,,,,,,,0,,,5,,,,,5,,,,,,,,0,,,,,,,,,,,,,,,
378,12_C_63_02,ATP_C_63_Malaguru,Kethaganicheruvu,,,,,,,,0,,,162,,,,,162,,,,,,,,0,,,,,,,,,,,,,,,
379,12_C_63_02,ATP_C_63_Malaguru,Nadimipalli,,,,,,,,0,,,76,,,,,76,,,,,,,,0,,,,,,,,,,,,,,,
380,12_C_63_02,ATP_C_63_Malaguru,Chalivendula,,,,,,,,0,,,365,,,,,365,,,,,,,,0,,,,,,,,,,,,,,,
381,12_C_63_02,ATP_C_63_Malaguru,Maluguru,,,,,,,,0,,,234,,,,,234,,,,,,,,0,,,,,,,,,,,,,,,
382,12_C_63_02,ATP_C_63_Malaguru,Manesamudram,,,,,,,,0,,,69,,,,,69,,,,,,,,0,,,,,,,,,,,,,,,
383,12_C_63_02,ATP_C_63_Malaguru,Kondur,,,,,,,,0,,,291,,,,,291,,,,,,,,0,,,,,,,,,,,,,,,
384,12_C_63_09,ATP_C_63_Parigi,Vittapalli,,,,,,,,0,,,103,,,,,103,,,,,,,,0,,,,,,,,,,,,,,,
385,12_C_63_09,ATP_C_63_Parigi,Sho. Beerepalli,,,,,,,,0,,,51,,,,,51,,,,,,,,0,,,,,,,,,,,,,,,
386,12_C_63_09,ATP_C_63_Parigi,Sirekolam,,,,,,,,0,,,134,,,,,134,,,,,,,,0,,,,,,,,,,,,,,,
387,12_C_63_09,ATP_C_63_Parigi,Parigi,,,,,,,,0,,,381,,,,,381,,,,,,,,0,,,,,,,,,,,,,,,
388,12_C_63_09,ATP_C_63_Parigi,Yerragunta,,,,,,,,0,,,158,,,,,158,,,,,,,,0,,,,,,,,,,,,,,,
389,12_C_63_09,ATP_C_63_Parigi,Sasanakota,,,,,,,,0,,,156,,,,,156,,,,,,,,0,,,,,,,,,,,,,,,
390,12_C_63_09,ATP_C_63_Parigi,Kodiganahalli,,,,,,,,0,,,294,,,,,294,,,,,,,,0,,,,,,,,,,,,,,,
391,12_C_63_09,ATP_C_63_Parigi,Moda,,,,,,,,0,,,289,,,,,289,,,,,,,,0,,,,,,,,,,,,,,,
392,12_C_63_09,ATP_C_63_Parigi,Bandarlapalli,,,,,,,,0,,,21,,,,,21,,,,,,,,0,,,,,,,,,,,,,,,
393,12_C_63_09,ATP_C_63_Parigi,Bevinahalli,,,,,,,,0,,,90,,,,,90,,,,,,,,0,,,,,,,,,,,,,,,
394,12_C_63_09,ATP_C_63_Parigi,Nakkalapalli,,,,,,,,0,,,51,,,,,51,,,,,,,,0,,,,,,,,,,,,,,,
395,12_C_63_09,ATP_C_63_Parigi,Chowluru,,,,,,,,0,,,244,,,,,244,,,,,,,,0,,,,,,,,,,,,,,,
396,12_C_63_09,ATP_C_63_Parigi,Manuru,,,,,,,,0,,,142,,,,,142,,,,,,,,0,,,,,,,,,,,,,,,
397,12_C_63_09,ATP_C_63_Parigi,Kallumarri,,,,,,,,0,,,331,,,,,331,,,,,,,,0,,,,,,,,,,,,,,,
398,12_C_63_09,ATP_C_63_Parigi,C. Kodigepalli,,,,,,,,0,,,113,,,,,113,,,,,,,,0,,,,,,,,,,,,,,,
399,12_C_63_09,ATP_C_63_Parigi,Tirumaladevarapalli,,,,,,,,0,,,46,,,,,46,,,,,,,,0,,,,,,,,,,,,,,,
400,12_C_63_11,ATP_C_63_Roddam,Reddipalli,,,,,,,,0,,,87,0,0,0,,87,,,,,,,,0,,,,,,,,,,,,,,,
401,12_C_63_11,ATP_C_63_Roddam,Dodagatta,,,,,,,,0,,,156,0,0,0,,156,,,,,,,,0,,,,,,,,,,,,,,,
402,12_C_63_11,ATP_C_63_Roddam,Roddam,,,,,,,,0,,,413,0,0,0,,413,,,,,,,,0,,,,,,,,,,,,,,,
403,12_C_63_54,ATP_C_63_Somandepalli,Adadakulapalli,,,,,,,,0,,,138,0,0,0,,138,,,,,,,,0,,,,,,,,,,,,,,,
404,12_C_63_55,ATP_C_63_Somandepalli,Mavaturu,,,,,,,,0,,,108,0,0,0,,108,,,,,,,,0,,,,,,,,,,,,,,,
405,12_C_63_56,ATP_C_63_Somandepalli,Nagaluru,,,,,,,,0,,,133,0,0,0,,133,,,,,,,,0,,,,,,,,,,,,,,,
406,12_C_63_57,ATP_C_63_Somandepalli,Bokkasampalli,,,,,,,,0,,,70,0,0,0,,70,,,,,,,,0,,,,,,,,,,,,,,,
407,12_C_63_58,ATP_C_63_Somandepalli,Venkatampuram,,,,,,,,0,,,49,0,0,0,,49,,,,,,,,0,,,,,,,,,,,,,,,
408,12_C_63_59,ATP_C_63_Somandepalli,Turakalapatnam,,,,,,,,0,,,151,0,0,0,,151,,,,,,,,0,,,,,,,,,,,,,,,
409,12_C_63_60,ATP_C_63_Somandepalli,Peddipalli,,,,,,,,0,,,43,0,0,0,,43,,,,,,,,0,,,,,,,,,,,,,,,
410,12_C_63_61,ATP_C_63_Somandepalli,Sanipalli,,,,,,,,0,,,129,0,0,0,,129,,,,,,,,0,,,,,,,,,,,,,,,
411,12_C_63_62,ATP_C_63_Somandepalli,Cholemarri,,,,,,,,0,,,80,0,0,0,,80,,,,,,,,0,,,,,,,,,,,,,,,
412,12_C_63_63,ATP_C_63_Somandepalli,Mandli,,,,,,,,0,,,128,0,0,0,,128,,,,,,,,0,,,,,,,,,,,,,,,
413,12_C_63_64,ATP_C_63_Somandepalli,Challapalli,,,,,,,,0,,,208,0,0,0,,208,,,,,,,,0,,,,,,,,,,,,,,,
414,12_C_63_65,ATP_C_63_Somandepalli,Chennapuram,,,,,,,,0,,,35,0,0,0,,35,,,,,,,,0,,,,,,,,,,,,,,,
415,12_C_63_66,ATP_C_63_Somandepalli,Magecheruvu,,,,,,,,0,,,72,0,0,0,,72,,,,,,,,0,,,,,,,,,,,,,,,
416,12_C_63_67,ATP_C_63_Somandepalli,Kothapalli,,,,,,,,0,,,35,0,0,0,,35,,,,,,,,0,,,,,,,,,,,,,,,
417,12_C_63_68,ATP_C_63_Somandepalli,Tungodu,,,,,,,,0,,,122,0,0,0,,122,,,,,,,,0,,,,,,,,,,,,,,,
418,12_C_63_69,ATP_C_63_Somandepalli,Pandiparthi,,,,,,,,0,,,81,0,0,0,,81,,,,,,,,0,,,,,,,,,,,,,,,
419,12_C_63_70,ATP_C_63_Somandepalli,Brahmanapalli,,,,,,,,0,,,21,0,0,0,,21,,,,,,,,0,,,,,,,,,,,,,,,
420,12_C_63_71,ATP_C_63_Somandepalli,Julukunta,,,,,,,,0,,,82,0,0,0,,82,,,,,,,,0,,,,,,,,,,,,,,,
421,12_C_63_72,ATP_C_63_Somandepalli,Chalakuru,,,,,,,,0,,,190,0,0,0,,190,,,,,,,,0,,,,,,,,,,,,,,,
422,12_C_63_73,ATP_C_63_Somandepalli,Brahmasamudram,,,,,,,,0,,,141,0,0,0,,141,,,,,,,,0,,,,,,,,,,,,,,,
423,12_C_63_74,ATP_C_63_Somandepalli,Gudipalli,,,,,,,,0,,,83,0,0,0,,83,,,,,,,,0,,,,,,,,,,,,,,,
424,12_C_63_75,ATP_C_63_Somandepalli,EdulaBalapuram,,,,,,,,0,,,71,0,0,0,,71,,,,,,,,0,,,,,,,,,,,,,,,
425,12_C_63_73,ATP_C_63_Somandepalli,Velidadakala,,,,,,,,0,,,68,0,0,0,,68,,,,,,,,0,,,,,,,,,,,,,,,
426,12_C_64_18,ATP_C_64_Amidala,C.Musturu,,,,,,,,0,,,54,,,,,54,,,,,,,,0,,,,,,,,,,,,,,,
427,12_C_64_18,ATP_C_64_Amidala,P.Ahobilam,,,,,,,,0,,,7,,,,,7,,,,,,,,0,,,,,,,,,,,,,,,
428,12_C_64_18,ATP_C_64_Amidala,Mopidi,,,,,,,,0,,,13,,,,,13,,,,,,,,0,,,,,,,,,,,,,,,
429,12_C_64_18,ATP_C_64_Amidala,Amidala,,,,,,,,0,,,226,,,,,226,,,,,,,,0,,,,,,,,,,,,,,,
430,12_C_64_18,ATP_C_64_Amidala,Raketla,,,,,,,,0,,,174,,,,,174,,,,,,,,0,,,,,,,,,,,,,,,
431,12_C_64_18,ATP_C_64_Amidala,Mylarampalli,,,,,,,,0,,,96,,,,,96,,,,,,,,0,,,,,,,,,,,,,,,
432,12_C_64_18,ATP_C_64_Amidala,P.Koukuntla,,,,,,,,0,,,68,,,,,68,,,,,,,,0,,,,,,,,,,,,,,,
433,12_C_64_18,ATP_C_64_Amidala,Y.Rampuram,,,,,,,,0,,,89,,,,,89,,,,,,,,0,,,,,,,,,,,,,,,
434,12_C_64_04,ATP_C_46_Enumuladoddi,K.N.Palyam,,,,,,,,0,,,259,,,,,259,,,,,,,,0,,,,,,,,,,,,,,,
435,12_C_64_04,ATP_C_46_Enumuladoddi,R.Ananthapuram,,,,,,,,0,,,237,,,,,237,,,,,,,,0,,,,,,,,,,,,,,,
436,12_C_64_04,ATP_C_46_Enumuladoddi,Rallapalli,,,,,,,,0,,,138,,,,,138,,,,,,,,0,,,,,,,,,,,,,,,
437,12_C_64_04,ATP_C_46_Enumuladoddi,Kambadur,,,,,,,,0,,,937,,,,,937,,,,,,,,0,,,,,,,,,,,,,,,
438,12_C_64_04,ATP_C_46_Enumuladoddi,Thimmapuram,,,,,,,,0,,,368,,,,,368,,,,,,,,0,,,,,,,,,,,,,,,
439,12_C_64_04,ATP_C_46_Enumuladoddi,Chennampalli,,,,,,,,0,,,155,,,,,155,,,,,,,,0,,,,,,,,,,,,,,,
440,12_C_64_04,ATP_C_46_Enumuladoddi,Kurakulapalli,,,,,,,,0,,,160,,,,,160,,,,,,,,0,,,,,,,,,,,,,,,
441,12_C_64_04,ATP_C_46_Enumuladoddi,Kariganipalli,,,,,,,,0,,,309,,,,,309,,,,,,,,0,,,,,,,,,,,,,,,
442,12_C_64_04,ATP_C_46_Enumuladoddi,Yenumuladoddi,,,,,,,,0,,,219,,,,,219,,,,,,,,0,,,,,,,,,,,,,,,
443,12_C_64_04,ATP_C_46_Enumuladoddi,Mallapuram,,,,,,,,0,,,48,,,,,48,,,,,,,,0,,,,,,,,,,,,,,,
444,12_C_64_04,ATP_C_46_Enumuladoddi,Bestarapalli,,,,,,,,0,,,366,,,,,366,,,,,,,,0,,,,,,,,,,,,,,,
445,12_C_64_04,ATP_C_64_Golla,Ankampalli,,,,,,,,0,,,78,,,,,78,,,,,,,,0,,,,,,,,,,,,,,,
446,12_C_64_04,ATP_C_64_Golla,Konampalli,,,,,,,,0,,,9,,,,,9,,,,,,,,0,,,,,,,,,,,,,,,
447,12_C_64_04,ATP_C_64_Golla,Kaluvapalli,,,,,,,,0,,,34,,,,,34,,,,,,,,0,,,,,,,,,,,,,,,
448,12_C_64_05,ATP_C_64_Golla,Golla,,,,,,,,0,,,114,,,,,114,,,,,,,,0,,,,,,,,,,,,,,,
449,12_C_64_04,ATP_C_64_Korrakodu,Korrakodu,,,,,,,,0,,,152,,,,,152,,,,,,,,0,,,,,,,,,,,,,,,
450,12_C_64_04,ATP_C_64_Korrakodu,Jayapuram,,,,,,,,0,,,78,,,,,78,,,,,,,,0,,,,,,,,,,,,,,,
451,12_C_64_04,ATP_C_64_Korrakodu,Budigumma,,,,,,,,0,,,43,,,,,43,,,,,,,,0,,,,,,,,,,,,,,,
452,12_C_64_04,ATP_C_64_M.C. Palli,Makkinavaripalli,,,,,,,,0,,,25,,,,,25,,,,,,,,0,,,,,,,,,,,,,,,
453,12_C_64_04,ATP_C_64_M.C. Palli,Kondapuram,,,,,,,,0,,,107,,,,,107,,,,,,,,0,,,,,,,,,,,,,,,
454,12_C_64_04,ATP_C_64_M.C. Palli,M.C.Palli,,,,,,,,0,,,430,,,,,430,,,,,,,,0,,,,,,,,,,,,,,,
455,12_C_64_05,ATP_C_64_Manirevu,M.M.Halli,,,,,,,,0,,0,77,,,,,77,,,,,,,,0,,,,,,,,,,,,,,,
456,12_C_64_05,ATP_C_64_Manirevu,Manirevu,,,,,,,,0,,0,179,,,,,179,,,,,,,,0,,,,,,,,,,,,,,,
457,12_C_64_34,ATP_C_64_Mulakanur,Mulakanur,,,,,,,,0,,0,629,,,,,629,,,,,,,,0,,,,,,,,,,,,,,,
458,12_C_64_34,ATP_C_64_Mulakanur,Pallur,,,,,,,,0,,0,489,,,,,489,,,,,,,,0,,,,,,,,,,,,,,,
459,12_C_64_34,ATP_C_64_Mulakanur,Ramapuram,,,,,,,,0,,0,157,,,,,157,,,,,,,,0,,,,,,,,,,,,,,,
460,12_C_64_34,ATP_C_64_Mulakanur,Karthanaparthi,,,,,,,,0,,0,226,,,,,226,,,,,,,,0,,,,,,,,,,,,,,,
461,12_C_64_34,ATP_C_64_Mulakanur,Gulyam,,,,,,,,0,,0,44,,,,,44,,,,,,,,0,,,,,,,,,,,,,,,
462,12_C_64_34,ATP_C_64_Mulakanur,Badrahalli,,,,,,,,0,,0,115,,,,,115,,,,,,,,0,,,,,,,,,,,,,,,
463,12_C_64_01,ATP_C_64_Nutimadugu,Maddalacheruvu,,,,,,,,0,,,436,0,0,0,,436,,,,,,,,0,,,,,,,,,,,,,,,
464,12_C_64_01,ATP_C_64_Nutimadugu,Nutimadugu,,,,,,,,0,,,328,0,0,0,,328,,,,,,,,0,,,,,,,,,,,,,,,
465,12_C_64_01,ATP_C_64_Nutimadugu,Thimmasamudram,,,,,,,,0,,,115,0,0,0,,115,,,,,,,,0,,,,,,,,,,,,,,,
466,12_C_64_01,ATP_C_64_Nutimadugu,Peruru,,,,,,,,0,,,281,0,0,0,,281,,,,,,,,0,,,,,,,,,,,,,,,
467,12_C_64_14,ATP_C_64_Palavai,Muddinayanipalli,,,,,,,,0,,,206,,,,,206,,,,,,,,0,,,,,,,,,,,,,,,
468,12_C_64_14,ATP_C_64_Palavai,Varli,,,,,,,,0,,,92,,,,,92,,,,,,,,0,,,,,,,,,,,,,,,
469,12_C_64_14,ATP_C_64_Palavai,East Kodipalli,,,,,,,,0,,,213,,,,,213,,,,,,,,0,,,,,,,,,,,,,,,
470,12_C_64_14,ATP_C_64_Palavai,Garudapuram,,,,,,,,0,,,302,,,,,302,,,,,,,,0,,,,,,,,,,,,,,,
471,12_C_64_14,ATP_C_64_Palavai,Kurubarahalli,,,,,,,,0,,,27,,,,,27,,,,,,,,0,,,,,,,,,,,,,,,
472,12_C_64_14,ATP_C_64_Palavai,Palavoy,,,,,,,,0,,,186,,,,,186,,,,,,,,0,,,,,,,,,,,,,,,
473,12_C_64_14,ATP_C_64_Palavai,Duradakunta,,,,,,,,0,,,77,,,,,77,,,,,,,,0,,,,,,,,,,,,,,,
474,12_C_64_14,ATP_C_64_Palavai,Mudigallu,,,,,,,,0,,,198,,,,,198,,,,,,,,0,,,,,,,,,,,,,,,
475,12_C_64_22,ATP_C_64_Ramapuram,P.C.Pyadili,,,,,,,,0,,,101,,,,,101,,,,,,,,0,,,,,,,,,,,,,,,
476,12_C_64_22,ATP_C_64_Ramapuram,venkatampalle,,,,,,,,0,,,80,,,,,80,,,,,,,,0,,,,,,,,,,,,,,,
477,12_C_64_22,ATP_C_64_Ramapuram,J.Ramapuram,,,,,,,,0,,,92,,,,,92,,,,,,,,0,,,,,,,,,,,,,,,
478,12_C_64_22,ATP_C_64_Ramapuram,Lathavaram,,,,,,,,0,,,72,,,,,72,,,,,,,,0,,,,,,,,,,,,,,,
479,12_C_64_22,ATP_C_64_Ramapuram,Shaiksanipalli,,,,,,,,0,,,159,,,,,159,,,,,,,,0,,,,,,,,,,,,,,,
480,12_C_64_22,ATP_C_64_Ramapuram,Konapuram,,,,,,,,0,,,20,,,,,20,,,,,,,,0,,,,,,,,,,,,,,,
481,12_C_64_22,ATP_C_64_Ramapuram,Racherla,,,,,,,,0,,,26,,,,,26,,,,,,,,0,,,,,,,,,,,,,,,
482,12_C_64_01,ATP_C_64_Udiripikonda,udipirikonda,,,,,,,,0,,,324,,,,,324,,,,,,,,0,,,,,,,,,,,,,,,
483,12_C_64_01,ATP_C_64_Udiripikonda,Marutla,,,,,,,,0,,,180,,,,,180,,,,,,,,0,,,,,,,,,,,,,,,
484,12_C_64_01,ATP_C_64_Udiripikonda,Kalagallu,,,,,,,,0,,,138,,,,,138,,,,,,,,0,,,,,,,,,,,,,,,
485,12_C_65_07,ATP_C_65_Alluru,Talaricheruvu,,,,,,,,0,,,13,,,,,13,,,,,,,,0,,,,,,,,,,,,,,,
