Sr.no,,,Village name,T.Area (ha),Watershed command area ,,,,Watershed Non command Area,,,,Watershed poor quality Area,,,
,Water shed code,Watershed name,,,Recghare,Hilly,Forest,Total,Recghare,Hilly,Forest,Total,Recghare,Hilly,Forest,Total
94,03_F_14_60,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Arabupalem,162,162,0,0,162,0,0,0,0,0,0,0,0
95,03_F_14_61,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Nagulapalli,664,664,0,0,664,0,0,0,0,0,0,0,0
96,03_F_14_62,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Vompolu,189,189,0,0,189,0,0,0,0,0,0,0,0
97,03_F_14_63,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Vummalada,162,162,0,0,162,0,0,0,0,0,0,0,0
98,03_F_14_64,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Nagavaram,839,0,0,0,0,839,0,0,839,0,0,0,0
99,03_F_14_65,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Vadrapalli,363,0,0,0,0,363,0,0,363,0,0,0,0
100,03_F_14_66,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Rajupeta,114,0,0,0,0,114,0,0,114,0,0,0,0
101,03_F_14_67,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kakarapalli,357,0,0,0,0,357,0,0,357,0,0,0,0
102,03_F_14_68,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Patipalli,894,0,0,0,0,894,0,0,894,0,0,0,0
103,03_F_14_69,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Thotada,321,0,0,0,0,271,50,0,321,0,0,0,0
104,03_F_14_70,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,T.Sirasapalli,492,0,0,0,0,492,0,0,492,0,0,0,0
105,03_F_14_72,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Ganaparti,227,0,0,0,0,227,0,0,227,0,0,0,0
106,03_F_14_73,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Jaggayyapeta,40,0,0,0,0,40,0,0,40,0,0,0,0
107,03_F_14_74,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Narendrapuram,321,0,0,0,0,321,0,0,321,0,0,0,0
108,03_F_14_75,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,R.Bhadrapuram Agrm.,21,0,0,0,0,21,0,0,21,0,0,0,0
109,03_F_14_76,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Timmarajupeta,181,0,0,0,0,181,0,0,181,0,0,0,0
110,03_F_14_77,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Valluru,495,395,100,0,495,0,0,0,0,0,0,0,0
111,03_F_14_78,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Rajupalem,306,306,0,0,306,0,0,0,0,0,0,0,0
112,03_F_14_79,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Anakapalli,2059,2059,0,0,2059,0,0,0,0,0,0,0,0
113,03_F_14_80,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Koppaka,305,250,55,0,305,0,0,0,0,0,0,0,0
114,03_F_14_81,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Thumpala,1794,1794,0,0,1794,0,0,0,0,0,0,0,0
115,03_F_14_82,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Sankaram,343,343,0,0,343,0,0,0,0,0,0,0,0
116,03_F_14_83,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Bhatlapudi,126,0,0,0,0,126,0,0,126,0,0,0,0
117,03_F_14_84,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Golagam,597,0,0,0,0,597,0,0,597,0,0,0,0
118,03_F_14_85,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Rabaka,594,544,50,0,594,0,0,0,0,0,0,0,0
119,03_F_14_86,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Maruturu,559,0,0,0,0,449,110,0,559,0,0,0,0
120,03_F_14_87,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,C.N.Agraharam,195,0,0,0,0,195,0,0,195,0,0,0,0
121,03_F_14_88,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Boulavada,689,0,0,0,0,689,0,0,689,0,0,0,0
122,03_F_14_90,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Makavaram,343,0,0,0,0,343,0,0,343,0,0,0,0
123,03_F_14_91,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Gopalapuram,194,0,0,0,0,194,0,0,194,0,0,0,0
124,03_F_14_92,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Koduru,1109,0,0,0,0,1109,0,0,1109,0,0,0,0
125,03_F_14_93,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Maredupudi,326,0,0,0,0,326,0,0,326,0,0,0,0
126,03_F_14_94,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Maredupudi Agraharam,13,0,0,0,0,13,0,0,13,0,0,0,0
127,03_F_14_95,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Papayya santapalem,488,0,0,0,0,488,0,0,488,0,0,0,0
128,03_F_14_96,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Papayyapalem,388,0,0,0,0,388,0,0,388,0,0,0,0
129,03_F_14_97,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kondupalem,613,0,0,0,0,613,0,0,613,0,0,0,0
130,03_F_14_98,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Lankilapalem,578,0,0,0,0,578,0,0,578,0,0,0,0
131,03_F_14_99,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Mantripalem,424,0,0,0,0,374,50,0,424,0,0,0,0
132,03_F_14_100,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kannuru,144,0,0,0,0,94,50,0,144,0,0,0,0
133,03_F_14_101,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,PedaMushidivada,997,0,0,0,0,897,100,0,997,0,0,0,0
134,03_F_14_103,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Tadi,785,0,0,0,0,785,0,0,785,0,0,0,0
135,03_F_14_104,VSP_F_14_C_SARADA-6_ATCHUTAPURAM, Veduruparti,249,249,0,0,249,0,0,0,0,0,0,0,0
136,03_F_14_105,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Nallaregulapalem,872,0,0,0,0,872,0,0,872,0,0,0,0
137,03_F_14_106,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,D.Seetharamppuram,256,0,0,0,0,256,0,0,256,0,0,0,0
138,03_F_14_107,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Narapadu,542,0,0,0,0,542,0,0,542,0,0,0,0
139,03_F_14_108,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,B.Jangalapalem,512,0,0,0,0,512,0,0,512,0,0,0,0
140,03_F_14_110,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Iruvada,476,0,0,0,0,476,0,0,476,0,0,0,0
141,03_F_14_111,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Challamalla,83,0,0,0,0,83,0,0,83,0,0,0,0
142,03_F_14_112,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Mallavaram,877,0,0,0,0,877,0,0,877,0,0,0,0
143,03_F_14_113,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Purushotthampuram,287,0,0,0,0,287,0,0,287,0,0,0,0
144,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Vakapadu,1599,1599,0,0,1599,0,0,0,0,0,0,0,0
145,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Sarvasiddi,650,650,0,0,650,0,0,0,0,0,0,0,0
146,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,J.V.Palem,343,293,50,0,343,0,0,0,0,0,0,0,0
147,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Petasudipuram,561,561,0,0,561,0,0,0,0,0,0,0,0
148,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Vemagiri,402,402,0,0,402,0,0,0,0,0,0,0,0
149,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Rajala,358,0,0,0,0,358,0,0,358,0,0,0,0
150,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Marripalem,674,0,0,0,0,674,0,0,674,0,0,0,0
151,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Rajala Agraharam,259,0,0,0,0,259,0,0,259,0,0,0,0
152,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Dimili,603,0,0,0,0,603,0,0,603,0,0,0,0
153,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Mamidivada,411,0,0,0,0,411,0,0,411,0,0,0,0
154,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kotturu,184,0,0,0,0,184,0,0,184,0,0,0,0
155,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kattubolu,339,0,0,0,0,339,0,0,339,0,0,0,0
156,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Murakada,269,0,0,0,0,269,0,0,269,0,0,0,0
157,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kumaravalli,201,0,0,0,0,201,0,0,201,0,0,0,0
158,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Elamanchili,1117,0,0,0,0,1117,0,0,1117,0,0,0,0
159,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Yerravaram,1264,0,0,0,0,1264,0,0,1264,0,0,0,0
160,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kattupalem,233,0,0,0,0,233,0,0,233,0,0,0,0
161,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Somalingapuram,183,0,0,0,0,183,0,0,183,0,0,0,0
162,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Kokkirapalle,751,0,0,0,0,751,0,0,751,0,0,0,0
163,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Thurangalapalem,267,267,0,0,267,0,0,0,0,0,0,0,0
164,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Jampapalem,244,244,0,0,244,0,0,0,0,0,0,0,0
165,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Regupalem,1127,0,0,0,0,1127,0,0,1127,0,0,0,0
166,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Therupuvalli,394,0,0,0,0,394,0,0,394,0,0,0,0
167,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Krishnapuram,699,0,0,0,0,699,0,0,699,0,0,0,0
168,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Gollagunta,152,0,0,0,0,152,0,0,152,0,0,0,0
169,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Yenugu Tuni,222,222,0,0,222,0,0,0,0,0,0,0,0
170,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,N.G.Palem,410,0,0,0,0,410,0,0,410,0,0,0,0
171,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Ameersahebpeta,227,0,0,0,0,227,0,0,227,0,0,0,0
172,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Chintalapalem,274,0,0,0,0,274,0,0,274,0,0,0,0
173,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Gobburu,242,0,0,0,0,242,0,0,242,0,0,0,0
174,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Jattapureddituni,167,0,0,0,0,167,0,0,167,0,0,0,0
175,03_F_14_21_,VSP_F_14_C_SARADA-7_ELAMANCHILI,Somavaram,106,0,0,0,0,106,0,0,106,0,0,0,0
176,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,MADUGULA,1949,1899,50,0,1949,0,0,0,0,0,0,0,0
177,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,M.KODURU,157,0,0,0,0,157,0,0,157,0,0,0,0
178,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,TATIPARTI,559,0,0,0,0,559,0,0,559,0,0,0,0
179,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,CHINTALURU_B.AGRAHARAM,1146,1146,0,0,1146,0,0,0,0,0,0,0,0
180,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,Bhagavathula Agrm. UI,0,0,0,0,0,0,0,0,0,0,0,0,0
181,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,M.KRISHNAPURAM,362,0,0,0,0,362,0,0,362,0,0,0,0
182,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,VOMMALI,392,392,0,0,392,0,0,0,0,0,0,0,0
183,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,V.JAGANNADHAPURAM,116,116,0,0,116,0,0,0,0,0,0,0,0
184,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,P.SIVARAMPURAM,353,0,0,0,0,353,0,0,353,0,0,0,0
185,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,VONGILIPAKA,135,0,0,0,0,135,0,0,135,0,0,0,0
186,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,KINTALI,443,0,0,0,0,443,0,0,443,0,0,0,0
187,03_F_14_12,VSP_F_14_C_SARADA-11_V.MADUGULA,K.VALLAPURAM,439,0,0,0,0,439,0,0,439,0,0,0,0
