Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,,,,,,,,,,,,
885,11_C_65_67,KDP_C_71_67_RAJAMPET,16,Sri Ranga Rajapuram,,288,288,15840,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390160117,16,Sri Ranga Rajapuram
886,11_C_65_67,KDP_C_71_67_RAJAMPET,17,Bahirajapalle,,149,149,8195,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390170120,17,Bahirajapalle
887,11_C_65_67,KDP_C_71_67_RAJAMPET,18,Mannuru,,3670,3670,201850,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390180121,18,Mannuru
888,11_C_65_67,KDP_C_71_67_RAJAMPET,19,Brahmanapalli,,1097,1097,60335,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390190122,19,Brahmanapalli
889,11_C_65_67,KDP_C_71_67_RAJAMPET,20,Anantarajupuram,,3261,3261,179355,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390200122,20,Anantarajupuram
890,11_C_65_67,KDP_C_71_67_RAJAMPET,21,Utukur,,5631,5631,309705,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390210126,21,Utukur
891,11_C_65_67,KDP_C_71_67_RAJAMPET,22,Mittameedapalli,,3891,3891,214005,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390220123,22,Mittameedapalli
892,11_C_65_67,KDP_C_71_67_RAJAMPET,23,Gopamambapuram,,703,703,38665,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,39,Rajampeta,11151390230122,23,Gopamambapuram
893,11_C_65_67,KDP_C_71_67_RAJAMPET,24,Narayana Nellore,,1693,1693,93115,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,41,Penagaluru,11151410240110,24,Narayana Nellore
894,11_C_65_67,KDP_C_71_67_RAJAMPET,1,Sree Rangarajuppalem,,154,154,8470,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,45,Pullampeta,11150440010101,1,Sree Rangarajuppalem
895,11_C_65_67,KDP_C_71_67_RAJAMPET,2,Thippayapalle,,3025,3025,166375,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,45,Pullampeta,11150450020102,2,Thippayapalle
896,11_C_65_67,KDP_C_71_67_RAJAMPET,3,Devasamudram,,1628,1628,89540,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,45,Pullampeta,11150450030103,3,Devasamudram
897,11_C_65_67,KDP_C_71_67_RAJAMPET,4,Vathaluru,,3274,3274,180070,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,45,Pullampeta,11150450040103,4,Vathaluru
898,11_C_65_67,KDP_C_71_67_RAJAMPET,24,Anantasamudram,,2675,2675,147125,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,45,Pullampeta,11150450240120,24,Anantasamudram
899,11_C_65_67,KDP_C_71_67_RAJAMPET,25,A.Channamambapuram,,491,491,27005,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,45,Pullampeta,11150450250120,25,A.Channamambapuram
900,11_C_65_67,KDP_C_71_67_RAJAMPET,Z,RF,,,0,0,,,PENNA,71Cheyyair,Local Strm,11_C_65_67,KDP_C_71_67_RAJAMPET,11,YSR Kadapa,Z,RF,,Z,RF
901,11_C_65_68,KDP_C_71_68_PULLAMPET,1,Venkatesapuram,,0,0,0,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150420010101,1,Venkatesapuram
902,11_C_65_68,KDP_C_71_68_PULLAMPET,2,Gubbuvaripalli,,560,560,30800,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440020102,2,Gubbuvaripalli
903,11_C_65_68,KDP_C_71_68_PULLAMPET,3,Pedda Orampadu,,5868,5868,322740,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440030103,3,Pedda Orampadu
904,11_C_65_68,KDP_C_71_68_PULLAMPET,4,RallaCheruvupalle,,712,712,39160,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440040104,4,RallaCheruvupalle
905,11_C_65_68,KDP_C_71_68_PULLAMPET,8,Mangampeta,,5175,5175,284625,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440080112,8,Mangampeta
906,11_C_65_68,KDP_C_71_68_PULLAMPET,9,Mukkavaripalle,,3819,3819,210045,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440090113,9,Mukkavaripalle
907,11_C_65_68,KDP_C_71_68_PULLAMPET,10,Chinna orampadu,,9930,9930,546150,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440100115,10,Chinna orampadu
908,11_C_65_68,KDP_C_71_68_PULLAMPET,11,JillelaMadaka,,845,845,46475,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440110116,11,JillelaMadaka
909,11_C_65_68,KDP_C_71_68_PULLAMPET,12,Korla kunta,,5009,5009,275495,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440120114,12,Korla kunta
910,11_C_65_68,KDP_C_71_68_PULLAMPET,13,Y Kota,,8422,8422,463210,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440130118,13,Y Kota
911,11_C_65_68,KDP_C_71_68_PULLAMPET,14,Gadela,,3627,3627,199485,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440140120,14,Gadela
912,11_C_65_68,KDP_C_71_68_PULLAMPET,15,Nukanapalli,,721,721,39655,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,44,Obulavaripalli,11150440150120,15,Nukanapalli
913,11_C_65_68,KDP_C_71_68_PULLAMPET,5,Immanuru,,60,60,3300,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450050104,5,Immanuru
914,11_C_65_68,KDP_C_71_68_PULLAMPET,6,Pullampeta,,6006,6006,330330,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450060105,6,Pullampeta
915,11_C_65_68,KDP_C_71_68_PULLAMPET,7,Puttanavaripalli,,895,895,49225,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450070107,7,Puttanavaripalli
916,11_C_65_68,KDP_C_71_68_PULLAMPET,8,Anantaiahgaripalli,,3006,3006,165330,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450080108,8,Anantaiahgaripalli
917,11_C_65_68,KDP_C_71_68_PULLAMPET,9,Ramasamudram,,1007,1007,55385,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450090110,9,Ramasamudram
918,11_C_65_68,KDP_C_71_68_PULLAMPET,10,Utukuru Chalivendla,,0,0,0,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450100110,10,Utukuru Chalivendla
919,11_C_65_68,KDP_C_71_68_PULLAMPET,11,Utukuru Venkatampalle,,653,653,35915,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450110110,11,Utukuru Venkatampalle
920,11_C_65_68,KDP_C_71_68_PULLAMPET,12,Dondlopalle,,509,509,27995,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450120111,12,Dondlopalle
921,11_C_65_68,KDP_C_71_68_PULLAMPET,13,Vallurupalli,,678,678,37290,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450130112,13,Vallurupalli
922,11_C_65_68,KDP_C_71_68_PULLAMPET,14,Kothapalli Agraharam,,281,281,15455,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450140112,14,Kothapalli Agraharam
923,11_C_65_68,KDP_C_71_68_PULLAMPET,15,Kommanavaripalle,,2712,2712,149160,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450150112,15,Kommanavaripalle
924,11_C_65_68,KDP_C_71_68_PULLAMPET,16,Dalavaipalle,,1228,1228,67540,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450160114,16,Dalavaipalle
925,11_C_65_68,KDP_C_71_68_PULLAMPET,17,Apparajupeta,,825,825,45375,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450170115,17,Apparajupeta
926,11_C_65_68,KDP_C_71_68_PULLAMPET,18,Garalamadugu,,505,505,27775,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450180104,18,Garalamadugu
927,11_C_65_68,KDP_C_71_68_PULLAMPET,19,T.Rajapuram,,776,776,42680,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450190104,19,T.Rajapuram
928,11_C_65_68,KDP_C_71_68_PULLAMPET,20,Periyavaram,,2748,2748,151140,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450200115,20,Periyavaram
929,11_C_65_68,KDP_C_71_68_PULLAMPET,21,Ketha Rajupalle,,752,752,41360,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450210114,21,Ketha Rajupalle
930,11_C_65_68,KDP_C_71_68_PULLAMPET,22,Reddipalli,,4113,4113,226215,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450220117,22,Reddipalli
931,11_C_65_68,KDP_C_71_68_PULLAMPET,23,Rangampalle,,1433,1433,78815,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,45,Pullampeta,11150450230119,23,Rangampalle
932,11_C_65_68,KDP_C_71_68_PULLAMPET,Z,RF,,,0,0,,,PENNA,71Cheyyair,Pullangeru,11_C_65_68,KDP_C_71_68_PULLAMPET,11,YSR Kadapa,Z,RF,,Z,RF
933,11_C_65_69,KDP_C_71_69_Anantharajupet,1,Anantaraju peta,,11961,11961,657855,,,PENNA,71Cheyyair,Musteru,11_C_65_69,KDP_C_71_69_Anantharajupet,11,YSR Kadapa,43,Koduru,11150430010101,1,Anantaraju peta
934,11_C_65_69,KDP_C_71_69_Anantharajupet,2,Raghava Rajapuram,,3518,3518,193490,,,PENNA,71Cheyyair,Musteru,11_C_65_69,KDP_C_71_69_Anantharajupet,11,YSR Kadapa,43,Koduru,11150430020105,2,Raghava Rajapuram
935,11_C_65_69,KDP_C_71_69_Anantharajupet,3,Ganga Raja puram,,948,948,52140,,,PENNA,71Cheyyair,Musteru,11_C_65_69,KDP_C_71_69_Anantharajupet,11,YSR Kadapa,43,Koduru,11150430030105,3,Ganga Raja puram
936,11_C_65_69,KDP_C_71_69_Anantharajupet,Z,RF,,,0,0,,,PENNA,71Cheyyair,Musteru,11_C_65_69,KDP_C_71_69_Anantharajupet,11,YSR Kadapa,43,Koduru,,Z,RF
937,11_C_65_70,KDP_C_71_70_Koduru,4,Vasudevapuram,,15,15,825,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_70,KDP_C_71_70_Koduru,11,YSR Kadapa,43,Koduru,11150430040105,4,Vasudevapuram
938,11_C_65_70,KDP_C_71_70_Koduru,5,V.V Kandrika,,1485,1485,81675,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_70,KDP_C_71_70_Koduru,11,YSR Kadapa,43,Koduru,11150430050106,5,V.V Kandrika
939,11_C_65_70,KDP_C_71_70_Koduru,6,Obanapalle,,5883,5883,323565,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_70,KDP_C_71_70_Koduru,11,YSR Kadapa,43,Koduru,11150430060107,6,Obanapalle
940,11_C_65_70,KDP_C_71_70_Koduru,7,K.Puram Agraharam,,406,406,22330,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_70,KDP_C_71_70_Koduru,11,YSR Kadapa,43,Koduru,11150430070108,7,K.Puram Agraharam
941,11_C_65_70,KDP_C_71_70_Koduru,9,Koduru,,48615,48615,2673825,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_70,KDP_C_71_70_Koduru,11,YSR Kadapa,43,Koduru,11150430090111,9,Koduru
942,11_C_65_70,KDP_C_71_70_Koduru,10,K.Buduguntapalle,,1376,1376,75680,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_70,KDP_C_71_70_Koduru,11,YSR Kadapa,43,Koduru,11150430100116,10,K.Buduguntapalle
943,11_C_65_70,KDP_C_71_70_Koduru,Z,RF,,,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_70,KDP_C_71_70_Koduru,11,YSR Kadapa,43,Koduru,Z,Z,RF
944,11_C_65_71,KDP_C_71_71_Settigunta,8,Chiyyavaram,,3947,3947,217085,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_71,KDP_C_71_71_Settigunta,11,YSR Kadapa,43,Koduru,11150430080109,8,Chiyyavaram
945,11_C_65_71,KDP_C_71_71_Settigunta,11,Upparapalle,,6005,6005,330275,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_71,KDP_C_71_71_Settigunta,11,YSR Kadapa,43,Koduru,11150430110117,11,Upparapalle
946,11_C_65_71,KDP_C_71_71_Settigunta,12,Srinivasapuram,,299,299,16445,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_71,KDP_C_71_71_Settigunta,11,YSR Kadapa,43,Koduru,11150430120118,12,Srinivasapuram
947,11_C_65_71,KDP_C_71_71_Settigunta,13,Settigunta,,6356,6356,349580,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_71,KDP_C_71_71_Settigunta,11,YSR Kadapa,43,Koduru,11150430130121,13,Settigunta
948,11_C_65_71,KDP_C_71_71_Settigunta,Z,RF,,,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_71,KDP_C_71_71_Settigunta,11,YSR Kadapa,43,Koduru,Z,Z,RF
949,11_C_65_72,KDP_C_71_72_Seshachala Forest,Z,RF,,5,5,275,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_72,KDP_C_71_72_Seshachala Forest,11,YSR Kadapa,43,Koduru,z,Z,RF
950,11_C_65_73,KDP_C_71_73_PENAGALURU,1,Narasingarajupuram,,1195,1195,65725,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410010101,1,Narasingarajupuram
951,11_C_65_73,KDP_C_71_73_PENAGALURU,7,Penagaluru Agraharam,,635,635,34925,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410070103,7,Penagaluru Agraharam
952,11_C_65_73,KDP_C_71_73_PENAGALURU,8,Penagaluru,,4615,4615,253825,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410080103,8,Penagaluru
953,11_C_65_73,KDP_C_71_73_PENAGALURU,9,Siddavaram,,1278,1278,70290,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410090104,9,Siddavaram
954,11_C_65_73,KDP_C_71_73_PENAGALURU,10,Thirumalarajupeta,,468,468,25740,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410100104,10,Thirumalarajupeta
955,11_C_65_73,KDP_C_71_73_PENAGALURU,11,Singareddipalli,,1030,1030,56650,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410110105,11,Singareddipalli
956,11_C_65_73,KDP_C_71_73_PENAGALURU,12,Kambalakunta,,1253,1253,68915,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410120105,12,Kambalakunta
957,11_C_65_73,KDP_C_71_73_PENAGALURU,13,Indluru,,2201,2201,121055,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410130103,13,Indluru
958,11_C_65_73,KDP_C_71_73_PENAGALURU,14,Singanamala C.Samudram,,0,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410140103,14,Singanamala C.Samudram
959,11_C_65_73,KDP_C_71_73_PENAGALURU,19,Girijamambapuram,,0,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410190103,19,Girijamambapuram
960,11_C_65_73,KDP_C_71_73_PENAGALURU,20,S.V.Puram,,0,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410200105,20,S.V.Puram
961,11_C_65_73,KDP_C_71_73_PENAGALURU,21,Singanamala,,1164,1164,64020,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410210107,21,Singanamala
962,11_C_65_73,KDP_C_71_73_PENAGALURU,22,Obili,,2679,2679,147345,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410220108,22,Obili
963,11_C_65_73,KDP_C_71_73_PENAGALURU,23,Jeltivaripalli,,122,122,6710,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410230109,23,Jeltivaripalli
964,11_C_65_73,KDP_C_71_73_PENAGALURU,25,Nallapureddypalli,,2293,2293,126115,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410250111,25,Nallapureddypalli
965,11_C_65_73,KDP_C_71_73_PENAGALURU,26,Kamantha Rajupuram,,970,970,53350,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410260109,26,Kamantha Rajupuram
966,11_C_65_73,KDP_C_71_73_PENAGALURU,27,Pondaluru,,7122,7122,391710,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410270112,27,Pondaluru
967,11_C_65_73,KDP_C_71_73_PENAGALURU,29,Pondaluru V.Palli.,,0,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,41,Penagaluru,11151410290117,29,Pondaluru V.Palli.
968,11_C_65_73,KDP_C_71_73_PENAGALURU,8,Kampasamudram,,2528,2528,139040,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,42,Chitvel,11150420080110,8,Kampasamudram
969,11_C_65_73,KDP_C_71_73_PENAGALURU,12,K.S.Agraharam,,2294,2294,126170,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,42,Chitvel,11150420120114,12,K.S.Agraharam
970,11_C_65_73,KDP_C_71_73_PENAGALURU,15,Thummakonda,,1401,1401,77055,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,42,Chitvel,11150420150117,15,Thummakonda
971,11_C_65_73,KDP_C_71_73_PENAGALURU,18,K.V.R.R.Puram,,644,644,35420,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,42,Chitvel,11150420180121,18,K.V.R.R.Puram
972,11_C_65_73,KDP_C_71_73_PENAGALURU,19,Kalavavarikandrika,,0,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,42,Chitvel,11150420190121,19,Kalavavarikandrika
973,11_C_65_73,KDP_C_71_73_PENAGALURU,5,Botimeedapalle,,1411,1411,77605,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,44,Obulavaripalli,11150440050105,5,Botimeedapalle
974,11_C_65_73,KDP_C_71_73_PENAGALURU,6,Bommavaram,,4887,4887,268785,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,44,Obulavaripalli,11150440060106,6,Bommavaram
975,11_C_65_73,KDP_C_71_73_PENAGALURU,7,Govindampalli,,2289,2289,125895,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,44,Obulavaripalli,11150440070111,7,Govindampalli
976,11_C_65_73,KDP_C_71_73_PENAGALURU,Z,RF,,,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_73,KDP_C_71_73_PENAGALURU,11,YSR Kadapa,Z,RF,,Z,RF
977,11_C_65_74,KDP_C_71_74_Chitvel,3,Chintalachilaka,,330,330,18150,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420030101,3,Chintalachilaka
978,11_C_65_74,KDP_C_71_74_Chitvel,4,Rajukunta,,1203,1203,66165,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420040101,4,Rajukunta
979,11_C_65_74,KDP_C_71_74_Chitvel,7,Chitvel,,8943,8943,491865,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420070108,7,Chitvel
980,11_C_65_74,KDP_C_71_74_Chitvel,9,Bhakarapuram,,1142,1142,62810,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420090112,9,Bhakarapuram
981,11_C_65_74,KDP_C_71_74_Chitvel,10,Cherlopalli,,1048,1048,57640,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420100113,10,Cherlopalli
982,11_C_65_74,KDP_C_71_74_Chitvel,11,Thimmayapalem,,651,651,35805,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420110112,11,Thimmayapalem
983,11_C_65_74,KDP_C_71_74_Chitvel,13,Nagaripadu,,4759,4759,261745,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420130115,13,Nagaripadu
984,11_C_65_74,KDP_C_71_74_Chitvel,14,Nethivaripalli,,1279,1279,70345,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420140116,14,Nethivaripalli
985,11_C_65_74,KDP_C_71_74_Chitvel,16,M.Puram & S.R.Puram,,1072,1072,58960,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420160118,16,M.Puram & S.R.Puram
986,11_C_65_74,KDP_C_71_74_Chitvel,17,Nagavaram,,4613,4613,253715,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,42,Chitvel,11150420170119,17,Nagavaram
987,11_C_65_74,KDP_C_71_74_Chitvel,Z,RF,,,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_74,KDP_C_71_74_Chitvel,11,YSR Kadapa,Z,RF,,Z,RF
988,11_C_65_75,KDP_C_71_75_KONDURU,3,Thimmamambapuram,,0,0,0,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_75,KDP_C_71_75_KONDURU,11,YSR Kadapa,41,Penagaluru,11151410030102,3,Thimmamambapuram
989,11_C_65_75,KDP_C_71_75_KONDURU,4,Kondur,,1844,1844,101420,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_75,KDP_C_71_75_KONDURU,11,YSR Kadapa,41,Penagaluru,11151410040102,4,Kondur
990,11_C_65_75,KDP_C_71_75_KONDURU,5,Kondur C.Samudram,,736,736,40480,,,PENNA,71Cheyyair,Gunjaneru,11_C_65_75,KDP_C_71_75_KONDURU,11,YSR Kadapa,41,Penagaluru,11151410050102,5,Kondur C.Samudram
