Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,,,,,,,,,,,,
517,11_C_65_06,KDP_C_65_06_Peddapalli,18,Kanumalopalli,,499,499,27445,,,PENNA,65_PENNA,Local Strm,11_C_65_06,KDP_C_65_06_Peddapalli,11,YSR Kadapa,30,Sidhout,11154300180114,18,Kanumalopalli
518,11_C_65_06,KDP_C_65_06_Peddapalli,Z,RF,,,0,0,,,PENNA,65_PENNA,Local Strm,11_C_65_06,KDP_C_65_06_Peddapalli,11,YSR Kadapa,Z,RF,,Z,RF
519,11_C_65_07,KDP_C_65_07_Vontimitta,4,Kudumuluru,,964,964,53020,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11154290040103,4,Kudumuluru
520,11_C_65_07,KDP_C_65_07_Vontimitta,5,Kotapadu,,0,0,0,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290050100,5,Kotapadu
521,11_C_65_07,KDP_C_65_07_Vontimitta,6,Ponnapalli,,0,0,0,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290060100,6,Ponnapalli
522,11_C_65_07,KDP_C_65_07_Vontimitta,7,Gundlamada,,0,0,0,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290070100,7,Gundlamada
523,11_C_65_07,KDP_C_65_07_Vontimitta,8,Brahmanapalli,,0,0,0,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290080100,8,Brahmanapalli
524,11_C_65_07,KDP_C_65_07_Vontimitta,9,Kuruguntapalli,,0,0,0,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290090100,9,Kuruguntapalli
525,11_C_65_07,KDP_C_65_07_Vontimitta,10,Madhavaram,,0,0,0,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290100100,10,Madhavaram
526,11_C_65_07,KDP_C_65_07_Vontimitta,11,Narayanarajupet,,0,0,0,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290110100,11,Narayanarajupet
527,11_C_65_07,KDP_C_65_07_Vontimitta,12,Rachagudipalli,,3229,3229,177595,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290120104,12,Rachagudipalli
528,11_C_65_07,KDP_C_65_07_Vontimitta,13,Gangaperuru,,2478,2478,136290,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290130105,13,Gangaperuru
529,11_C_65_07,KDP_C_65_07_Vontimitta,14,Vontimitta,,16067,16067,883685,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290140106,14,Vontimitta
530,11_C_65_07,KDP_C_65_07_Vontimitta,15,Jowkulapalli,,404,404,22220,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11154290150108,15,Jowkulapalli
531,11_C_65_07,KDP_C_65_07_Vontimitta,16,Mangampeta,,360,360,19800,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290160111,16,Mangampeta
532,11_C_65_07,KDP_C_65_07_Vontimitta,17,Chintarajupalli,,1947,1947,107085,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290170112,17,Chintarajupalli
533,11_C_65_07,KDP_C_65_07_Vontimitta,18,Mantapampalli,,2990,2990,164450,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290180111,18,Mantapampalli
534,11_C_65_07,KDP_C_65_07_Vontimitta,19,Konarajupalli,,1150,1150,63250,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,29,Vontimitta,11151290190113,19,Konarajupalli
535,11_C_65_07,KDP_C_65_07_Vontimitta,14,Shakarajupalli,,4078,4078,224290,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,30,Sidhout,11154300140112,14,Shakarajupalli
536,11_C_65_07,KDP_C_65_07_Vontimitta,2,Kommuru,,571,571,31405,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,40,Nandaluru,11151400020102,2,Kommuru
537,11_C_65_07,KDP_C_65_07_Vontimitta,4,Konapuram,,289,289,15895,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,40,Nandaluru,11151400040102,4,Konapuram
538,11_C_65_07,KDP_C_65_07_Vontimitta,Z,RF,,,0,0,,,PENNA,65_PENNA,Peddavanka,11_C_65_07,KDP_C_65_07_Vontimitta,11,YSR Kadapa,Z,RF,,Z,RF
539,11_C_65_10,KDP_C_65_10_PENDLIMARI,1,Tappetla,,1844,1844,101420,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260010101,1,Tappetla
540,11_C_65_10,KDP_C_65_10_PENDLIMARI,2,Vallur,,5776,5776,317680,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260020102,2,Vallur
541,11_C_65_10,KDP_C_65_10_PENDLIMARI,4,Isukapalli,,208,208,11440,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11154260040102,4,Isukapalli
542,11_C_65_10,KDP_C_65_10_PENDLIMARI,5,Ankayapalli,,0,0,0,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11154260050102,5,Ankayapalli
543,11_C_65_10,KDP_C_65_10_PENDLIMARI,6,Venkatesapuram,,600,600,33000,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260060105,6,Venkatesapuram
544,11_C_65_10,KDP_C_65_10_PENDLIMARI,7,Goturu,,1110,1110,61050,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260070105,7,Goturu
545,11_C_65_10,KDP_C_65_10_PENDLIMARI,8,ObanaSomayajulapalli,,0,0,0,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260080102,8,ObanaSomayajulapalli
546,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,Ambavaram,,3581,3581,196955,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260110107,11,Ambavaram
547,11_C_65_10,KDP_C_65_10_PENDLIMARI,12,Kodandaramapuram,,0,0,0,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260120102,12,Kodandaramapuram
548,11_C_65_10,KDP_C_65_10_PENDLIMARI,13,Koppolu,,1711,1711,94105,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260130109,13,Koppolu
549,11_C_65_10,KDP_C_65_10_PENDLIMARI,14,Pathachinnayapalli,,340,340,18700,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260140110,14,Pathachinnayapalli
550,11_C_65_10,KDP_C_65_10_PENDLIMARI,15,Kumarunipalli,,436,436,23980,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260150110,15,Kumarunipalli
551,11_C_65_10,KDP_C_65_10_PENDLIMARI,16,Lebaka,,3927,3927,215985,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,26,Vallur,11159260160111,16,Lebaka
552,11_C_65_10,KDP_C_65_10_PENDLIMARI,1,Sivalpalli,,1149,1149,63195,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,27,Chennuru,11154270010101,1,Sivalpalli
553,11_C_65_10,KDP_C_65_10_PENDLIMARI,8,Sangatipalli,,1233,1233,67815,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330080106,8,Sangatipalli
554,11_C_65_10,KDP_C_65_10_PENDLIMARI,9,Moillakalva,,1855,1855,102025,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330090107,9,Moillakalva
555,11_C_65_10,KDP_C_65_10_PENDLIMARI,10,Eguvapalli,,420,420,23100,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330100108,10,Eguvapalli
556,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,Rampathadu,,1603,1603,88165,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330110108,11,Rampathadu
557,11_C_65_10,KDP_C_65_10_PENDLIMARI,14,Ramapuram,,694,694,38170,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11153330140107,14,Ramapuram
558,11_C_65_10,KDP_C_65_10_PENDLIMARI,15,Vellaturu,,2651,2651,145805,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11153330150112,15,Vellaturu
559,11_C_65_10,KDP_C_65_10_PENDLIMARI,16,Chennamarajupalli,,596,596,32780,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330160106,16,Chennamarajupalli
560,11_C_65_10,KDP_C_65_10_PENDLIMARI,17,A.Ramachandrapuram,,0,0,0,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330170106,17,A.Ramachandrapuram
561,11_C_65_10,KDP_C_65_10_PENDLIMARI,18,Pendlimarri,,3564,3564,196020,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330180113,18,Pendlimarri
562,11_C_65_10,KDP_C_65_10_PENDLIMARI,19,Pedddadasaripalli,,0,0,0,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330190112,19,Pedddadasaripalli
563,11_C_65_10,KDP_C_65_10_PENDLIMARI,20,Chinnadasaripalli,,273,273,15015,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330200115,20,Chinnadasaripalli
564,11_C_65_10,KDP_C_65_10_PENDLIMARI,21,Pagadalapalli,,438,438,24090,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330210115,21,Pagadalapalli
565,11_C_65_10,KDP_C_65_10_PENDLIMARI,22,Cheemalapenta,,2128,2128,117040,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330220116,22,Cheemalapenta
566,11_C_65_10,KDP_C_65_10_PENDLIMARI,23,Gondipalli,,2539,2539,139645,,,PENNA,65_PENNA,Jinkalavanka,11_C_65_10,KDP_C_65_10_PENDLIMARI,11,YSR Kadapa,33,Pendlimarri,11159330230117,23,Gondipalli
567,11_C_65_13,KDP_C_65_13_GOPAVARAM,5,Gopavaram,,6225,6225,342375,,,PENNA,65_PENNA,Tummalavagu,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,YSR Kadapa,12,Gopavaram,11155120050103,5,Gopavaram
568,11_C_65_13,KDP_C_65_13_GOPAVARAM,6,North Ramapuram,,2874,2874,158070,,,PENNA,65_PENNA,Tummalavagu,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,YSR Kadapa,12,Gopavaram,11151120060105,6,North Ramapuram
569,11_C_65_13,KDP_C_65_13_GOPAVARAM,7,South Ramapuram,,3490,3490,191950,,,PENNA,65_PENNA,Tummalavagu,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,YSR Kadapa,12,Gopavaram,11151120070106,7,South Ramapuram
570,11_C_65_13,KDP_C_65_13_GOPAVARAM,8,Brahmanapalli,,1760,1760,96800,,,PENNA,65_PENNA,Tummalavagu,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,YSR Kadapa,12,Gopavaram,11151120080108,8,Brahmanapalli
571,11_C_65_13,KDP_C_65_13_GOPAVARAM,9,Boddecherla,,678,678,37290,,,PENNA,65_PENNA,Tummalavagu,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,YSR Kadapa,12,Gopavaram,11151120090109,9,Boddecherla
572,11_C_65_13,KDP_C_65_13_GOPAVARAM,10,Rekalakunta,,0,0,0,,,PENNA,65_PENNA,Tummalavagu,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,YSR Kadapa,12,Gopavaram,11151120100100,10,Rekalakunta
573,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,Viswanathapuram,,0,0,0,,,PENNA,65_PENNA,Tummalavagu,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,YSR Kadapa,12,Gopavaram,11151120110100,11,Viswanathapuram
574,11_C_65_13,KDP_C_65_13_GOPAVARAM,12,Obulam,,0,0,0,,,PENNA,65_PENNA,Tummalavagu,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,YSR Kadapa,12,Gopavaram,11151120120110,12,Obulam
575,11_C_65_13,KDP_C_65_13_GOPAVARAM,Z,RF,,,0,0,,,PENNA,65_PENNA,Tummalavagu,11_C_65_13,KDP_C_65_13_GOPAVARAM,11,YSR Kadapa,Z,RF,,Z,RF
576,11_C_65_14,KDP_C_65_14_MALLEMADUGU,17,Peddayapalli,,476,476,26180,,,PENNA,65_PENNA,Kalletivagu,11_C_65_14,KDP_C_65_14_MALLEMADUGU,11,YSR Kadapa,41,Penagaluru,11151410170106,17,Peddayapalli
577,11_C_65_14,KDP_C_65_14_MALLEMADUGU,1,Mallemadugu,,28,28,1540,,,PENNA,65_PENNA,Kalletivagu,11_C_65_14,KDP_C_65_14_MALLEMADUGU,11,YSR Kadapa,42,Chitvel,11150420010101,1,Mallemadugu
578,11_C_65_14,KDP_C_65_14_MALLEMADUGU,Z,RF,,0,0,0,,,PENNA,65_PENNA,Kalletivagu,11_C_65_14,KDP_C_65_14_MALLEMADUGU,11,YSR Kadapa,Z,RF,,Z,RF
579,11_C_65_15,KDP_C_65_15_MUDDANURU,6,Denepalli,,672,672,36960,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170060105,6,Denepalli
580,11_C_65_15,KDP_C_65_15_MUDDANURU,7,Aravitipalli,,799,799,43945,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170070105,7,Aravitipalli
581,11_C_65_15,KDP_C_65_15_MUDDANURU,8,Chintakunta,,1115,1115,61325,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170080106,8,Chintakunta
582,11_C_65_15,KDP_C_65_15_MUDDANURU,9,Yamavaram,,1707,1707,93885,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170090107,9,Yamavaram
583,11_C_65_15,KDP_C_65_15_MUDDANURU,10,Muddanuru,,9775,9775,537625,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170100108,10,Muddanuru
584,11_C_65_15,KDP_C_65_15_MUDDANURU,11,Kosinepalli,,853,853,46915,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170110109,11,Kosinepalli
585,11_C_65_15,KDP_C_65_15_MUDDANURU,12,Kadaravikothapalli,,549,549,30195,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170120110,12,Kadaravikothapalli
586,11_C_65_15,KDP_C_65_15_MUDDANURU,15,K.Thimmapuram,,785,785,43175,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170150109,15,K.Thimmapuram
587,11_C_65_15,KDP_C_65_15_MUDDANURU,16,Nallaballi,,1066,1066,58630,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170160112,16,Nallaballi
588,11_C_65_15,KDP_C_65_15_MUDDANURU,17,Bondalakunta,,1736,1736,95480,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170170113,17,Bondalakunta
589,11_C_65_15,KDP_C_65_15_MUDDANURU,18,Chinnadudyala,,671,671,36905,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,17,Muddanur,11158170180114,18,Chinnadudyala
590,11_C_65_15,KDP_C_65_15_MUDDANURU,4,Kalamalla,,10257,10257,564135,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,24,Yerraguntla,11159240040103,4,Kalamalla
591,11_C_65_15,KDP_C_65_15_MUDDANURU,5,Malepadu,,1970,1970,108350,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,24,Yerraguntla,11159240050105,5,Malepadu
592,11_C_65_15,KDP_C_65_15_MUDDANURU,Z,RF,,,0,0,,,PENNA,65_PENNA,Muddanuru vagu,11_C_65_15,KDP_C_65_15_MUDDANURU,11,YSR Kadapa,Z,RF,,Z,RF
593,11_C_65_26,KDP_C_69_26_Veligallu,15,Rajupalli,,937,937,51535,,,PENNA,69_Papaghni,Local Strm,11_C_65_26,KDP_C_69_26_Veligallu,11,YSR Kadapa,35,Chakrayapeta,11153350150115,15,Rajupalli
594,11_C_65_26,KDP_C_69_26_Veligallu,17,Kollurupalli,,2044,2044,112420,,,PENNA,69_Papaghni,Local Strm,11_C_65_26,KDP_C_69_26_Veligallu,11,YSR Kadapa,35,Chakrayapeta,11153350170117,17,Kollurupalli
595,11_C_65_26,KDP_C_69_26_Veligallu,6,Thumukunta,,2699,2699,148445,,,PENNA,69_Papaghni,Local Strm,11_C_65_26,KDP_C_69_26_Veligallu,11,YSR Kadapa,50,Galiveedu,11153500060107,6,Thumukunta
596,11_C_65_26,KDP_C_69_26_Veligallu,11,Veligallu,,2000,2000,110000,,,PENNA,69_Papaghni,Local Strm,11_C_65_26,KDP_C_69_26_Veligallu,11,YSR Kadapa,50,Galiveedu,11153500110112,11,Veligallu
597,11_C_65_27,KDP_C_69_27_GALIVEEDU,14,Kuppam,,3267,3267,179685,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,35,Chakrayapeta,11153350140114,14,Kuppam
598,11_C_65_27,KDP_C_69_27_GALIVEEDU,1,Talamudipi,,540,540,29700,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11153500010101,1,Talamudipi
599,11_C_65_27,KDP_C_69_27_GALIVEEDU,2,Korlakunta,,2079,2079,114345,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11153500020102,2,Korlakunta
600,11_C_65_27,KDP_C_69_27_GALIVEEDU,3,Pulikunta,,3156,3156,173580,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11153500030103,3,Pulikunta
601,11_C_65_27,KDP_C_69_27_GALIVEEDU,4,Nooliveedu,,7489,7489,411895,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11153500040104,4,Nooliveedu
602,11_C_65_27,KDP_C_69_27_GALIVEEDU,5,Pandikunta,,1454,1454,79970,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11153500050106,5,Pandikunta
603,11_C_65_27,KDP_C_69_27_GALIVEEDU,7,Garugupalle,,1914,1914,105270,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11153500070108,7,Garugupalle
604,11_C_65_27,KDP_C_69_27_GALIVEEDU,8,Gundlacheruvu,,1903,1903,104665,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11153500080109,8,Gundlacheruvu
605,11_C_65_27,KDP_C_69_27_GALIVEEDU,9,Gopanapalli,,2232,2232,122760,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11153500090110,9,Gopanapalli
606,11_C_65_27,KDP_C_69_27_GALIVEEDU,10,Pyarampalle,,1585,1585,87175,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11153500100111,10,Pyarampalle
607,11_C_65_27,KDP_C_69_27_GALIVEEDU,12,Galiveedu,,16344,16344,898920,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11152500120113,12,Galiveedu
608,11_C_65_27,KDP_C_69_27_GALIVEEDU,13,Araveedu,,5443,5443,299365,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11152500130115,13,Araveedu
609,11_C_65_27,KDP_C_69_27_GALIVEEDU,14,Eguvagottiveedu,,1995,1995,109725,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,50,Galiveedu,11152500140116,14,Eguvagottiveedu
610,11_C_65_27,KDP_C_69_27_GALIVEEDU,Z,RF,,,0,0,,,PENNA,69_Papaghni,Local Strm,11_C_65_27,KDP_C_69_27_GALIVEEDU,11,YSR Kadapa,Z,RF,,Z,RF
611,11_C_65_28,KDP_C_69_28_SURABHI,9,Nersupalli,,1555,1555,85525,,,PENNA,69_Papaghni,Surabhi,11_C_65_28,KDP_C_69_28_SURABHI,11,YSR Kadapa,35,Chakrayapeta,11153350090109,9,Nersupalli
612,11_C_65_28,KDP_C_69_28_SURABHI,10,Kondappagaripalli,,1618,1618,88990,,,PENNA,69_Papaghni,Surabhi,11_C_65_28,KDP_C_69_28_SURABHI,11,YSR Kadapa,35,Chakrayapeta,11153350100109,10,Kondappagaripalli
613,11_C_65_28,KDP_C_69_28_SURABHI,11,Surabhi,,5610,5610,308550,,,PENNA,69_Papaghni,Surabhi,11_C_65_28,KDP_C_69_28_SURABHI,11,YSR Kadapa,35,Chakrayapeta,11153350110110,11,Surabhi
614,11_C_65_28,KDP_C_69_28_SURABHI,12,Goltamitta,,467,467,25685,,,PENNA,69_Papaghni,Surabhi,11_C_65_28,KDP_C_69_28_SURABHI,11,YSR Kadapa,35,Chakrayapeta,11153350120112,12,Goltamitta
615,11_C_65_28,KDP_C_69_28_SURABHI,13,Mahadevapuram,,1959,1959,107745,,,PENNA,69_Papaghni,Surabhi,11_C_65_28,KDP_C_69_28_SURABHI,11,YSR Kadapa,35,Chakrayapeta,11153350130113,13,Mahadevapuram
616,11_C_65_28,KDP_C_69_28_SURABHI,Z,RF,,,0,0,,,PENNA,69_Papaghni,Surabhi,11_C_65_28,KDP_C_69_28_SURABHI,11,YSR Kadapa,Z,RF,,Z,RF
617,11_C_65_29,KDP_C_69_29_K.Yerragudi,16,Ketineniyarragudi,,1352,1352,74360,,,PENNA,69_Papaghni,Local Strm,11_C_65_29,KDP_C_69_29_K.Yerragudi,11,YSR Kadapa,35,Chakrayapeta,11153350160116,16,Ketineniyarragudi
618,11_C_65_30,KDP_C_69_30_Chakrayapeta,9,Idupulapaya,,7679,7679,422345,,,PENNA,69_Papaghni,Local Strm,11_C_65_30,KDP_C_69_30_Chakrayapeta,11,YSR Kadapa,34,Vempalli,11160340090111,9,Idupulapaya
619,11_C_65_30,KDP_C_69_30_Chakrayapeta,1,Anjaneyapuram,,0,0,0,,,PENNA,69_Papaghni,Local Strm,11_C_65_30,KDP_C_69_30_Chakrayapeta,11,YSR Kadapa,35,Chakrayapeta,11153350010101,1,Anjaneyapuram
620,11_C_65_30,KDP_C_69_30_Chakrayapeta,3,Marella madaka,,1905,1905,104775,,,PENNA,69_Papaghni,Local Strm,11_C_65_30,KDP_C_69_30_Chakrayapeta,11,YSR Kadapa,35,Chakrayapeta,11153350030102,3,Marella madaka
621,11_C_65_30,KDP_C_69_30_Chakrayapeta,5,Gandikovur,,792,792,43560,,,PENNA,69_Papaghni,Local Strm,11_C_65_30,KDP_C_69_30_Chakrayapeta,11,YSR Kadapa,35,Chakrayapeta,11153350050104,5,Gandikovur
622,11_C_65_30,KDP_C_69_30_Chakrayapeta,7,Chakrayapeta,,3569,3569,196295,,,PENNA,69_Papaghni,Local Strm,11_C_65_30,KDP_C_69_30_Chakrayapeta,11,YSR Kadapa,35,Chakrayapeta,11153350070106,7,Chakrayapeta
623,11_C_65_30,KDP_C_69_30_Chakrayapeta,8,Chilekampalli,,3740,3740,205700,,,PENNA,69_Papaghni,Local Strm,11_C_65_30,KDP_C_69_30_Chakrayapeta,11,YSR Kadapa,35,Chakrayapeta,11153350080107,8,Chilekampalli
