,,,,Command Area,,Non command Area,,Poor quality area,,,,,
,,,,Residential,,Residential,,Residential,,,,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total,,,
844,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Dullavaripalle,,,4,0,,,4,,,
845,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Syamalavaripalle,,,0,0,,,0,,,
846,11_C_65_60,KDP_C_71_60_SAMBEPALLI,Chennamukkapalle,,,13,1,,,14,,,
847,11_C_65_61,KDP_C_71_61_T.Sundupalli,T.Sundupalle,,,108,8,,,116,,,
848,11_C_65_61,KDP_C_71_61_T.Sundupalli,Yarramanenipalem,,,13,1,,,14,,,
849,11_C_65_61,KDP_C_71_61_T.Sundupalli,Akkampalle,,,3,0,,,3,,,
850,11_C_65_61,KDP_C_71_61_T.Sundupalli,Perumallaiahgaripalle,,,0,0,,,0,,,
851,11_C_65_61,KDP_C_71_61_T.Sundupalli,Madithadu,,,78,13,,,91,,,
852,11_C_65_61,KDP_C_71_61_T.Sundupalli,Settipalle,,,105,13,,,118,,,
853,11_C_65_61,KDP_C_71_61_T.Sundupalli,Devapatla,,,56,6,,,62,,,
854,11_C_65_61,KDP_C_71_61_T.Sundupalli,Guttapalle,,,17,1,,,18,,,
855,11_C_65_61,KDP_C_71_61_T.Sundupalli,Sho Somavaram,,,15,1,,,16,,,
856,11_C_65_62,KDP_C_71_62_Reddivaripalli,Bhagampalli,,,6,2,,,8,,,
857,11_C_65_62,KDP_C_71_62_Reddivaripalli,Reddivaripalle,,,23,1,,,24,,,
858,11_C_65_62,KDP_C_71_62_Reddivaripalli,Thimmasamudram,,,38,6,,,44,,,
859,11_C_65_63,KDP_C_71_63_TsundupalleRF,RF,,,2,0,,,2,,,
860,11_C_65_64,KDP_C_71_64_Mudumpadu,Pulapathuru,,,22,12,,,34,,,
861,11_C_65_64,KDP_C_71_64_Mudumpadu,Mandapalle,,,14,7,,,21,,,
862,11_C_65_64,KDP_C_71_64_Mudumpadu,Seshamambapuram,,,23,3,,,26,,,
863,11_C_65_64,KDP_C_71_64_Mudumpadu,Rollabuduguntapalli,,,7,3,,,10,,,
864,11_C_65_64,KDP_C_71_64_Mudumpadu,Rollamadugu,,,8,5,,,13,,,
865,11_C_65_64,KDP_C_71_64_Mudumpadu,Gundlapalle,,,35,5,,,40,,,
866,11_C_65_64,KDP_C_71_64_Mudumpadu,Chinnaiahgaripalle,,,0,0,,,0,,,
867,11_C_65_64,KDP_C_71_64_Mudumpadu,Peddinenikalva,,,46,5,,,51,,,
868,11_C_65_64,KDP_C_71_64_Mudumpadu,Mudampadu,,,41,9,,,50,,,
869,11_C_65_64,KDP_C_71_64_Mudumpadu,RF,,,0,0,,,0,,,
870,11_C_65_64,KDP_C_71_64_Mudumpadu,RF,,,0,0,,,0,,,
871,11_C_65_66,KDP_C_71_66_Sanipaya,Gadikota,,,31,2,,,33,,,
872,11_C_65_66,KDP_C_71_66_Sanipaya,Yadaballi,,,0,0,,,0,,,
873,11_C_65_66,KDP_C_71_66_Sanipaya,Sanipaya,,,52,3,,,55,,,
874,11_C_65_66,KDP_C_71_66_Sanipaya,RF,,,0,0,,,0,,,
875,11_C_65_67,KDP_C_71_67_RAJAMPET,Gundluru,,,33,9,,,42,,,
876,11_C_65_67,KDP_C_71_67_RAJAMPET,Tallapaka,,,52,15,,,67,,,
877,11_C_65_67,KDP_C_71_67_RAJAMPET,Madana Gopalapuram,,,9,6,,,15,,,
878,11_C_65_67,KDP_C_71_67_RAJAMPET,Kitcha mambapuram,,,19,7,,,26,,,
879,11_C_65_67,KDP_C_71_67_RAJAMPET,Sitaramapuram,,,4,3,,,7,,,
880,11_C_65_67,KDP_C_71_67_RAJAMPET,Poli,,,40,14,,,54,,,
881,11_C_65_67,KDP_C_71_67_RAJAMPET,Rajampeta,,,80,16,,,96,,,
882,11_C_65_67,KDP_C_71_67_RAJAMPET,Hastavaram,,,24,11,,,35,,,
883,11_C_65_67,KDP_C_71_67_RAJAMPET,Kothapalle,,,13,5,,,18,,,
884,11_C_65_67,KDP_C_71_67_RAJAMPET,Akepadu,,,36,13,,,49,,,
885,11_C_65_67,KDP_C_71_67_RAJAMPET,Sri Ranga Rajapuram,,,4,1,,,5,,,
886,11_C_65_67,KDP_C_71_67_RAJAMPET,Bahirajapalle,,,2,2,,,4,,,
887,11_C_65_67,KDP_C_71_67_RAJAMPET,Mannuru,,,31,18,,,49,,,
888,11_C_65_67,KDP_C_71_67_RAJAMPET,Brahmanapalli,,,8,4,,,12,,,
889,11_C_65_67,KDP_C_71_67_RAJAMPET,Anantarajupuram,,,1,0,,,1,,,
890,11_C_65_67,KDP_C_71_67_RAJAMPET,Utukur,,,36,8,,,44,,,
891,11_C_65_67,KDP_C_71_67_RAJAMPET,Mittameedapalli,,,27,22,,,49,,,
892,11_C_65_67,KDP_C_71_67_RAJAMPET,Gopamambapuram,,,9,7,,,16,,,
893,11_C_65_67,KDP_C_71_67_RAJAMPET,Narayana Nellore,,,18,4,,,22,,,
894,11_C_65_67,KDP_C_71_67_RAJAMPET,Sree Rangarajuppalem,,,2,1,,,3,,,
895,11_C_65_67,KDP_C_71_67_RAJAMPET,Thippayapalle,,,16,2,,,18,,,
896,11_C_65_67,KDP_C_71_67_RAJAMPET,Devasamudram,,,14,1,,,15,,,
897,11_C_65_67,KDP_C_71_67_RAJAMPET,Vathaluru,,,26,4,,,30,,,
898,11_C_65_67,KDP_C_71_67_RAJAMPET,Anantasamudram,,,35,0,,,35,,,
899,11_C_65_67,KDP_C_71_67_RAJAMPET,A.Channamambapuram,,,4,0,,,4,,,
900,11_C_65_67,KDP_C_71_67_RAJAMPET,RF,,,0,0,,,0,,,
901,11_C_65_68,KDP_C_71_68_PULLAMPET,Venkatesapuram,,,0,0,,,0,,,
902,11_C_65_68,KDP_C_71_68_PULLAMPET,Gubbuvaripalli,,,7,0,,,7,,,
903,11_C_65_68,KDP_C_71_68_PULLAMPET,Pedda Orampadu,,,56,6,,,62,,,
904,11_C_65_68,KDP_C_71_68_PULLAMPET,RallaCheruvupalle,,,6,1,,,7,,,
905,11_C_65_68,KDP_C_71_68_PULLAMPET,Mangampeta,,,27,3,,,30,,,
906,11_C_65_68,KDP_C_71_68_PULLAMPET,Mukkavaripalle,,,27,5,,,32,,,
907,11_C_65_68,KDP_C_71_68_PULLAMPET,Chinna orampadu,,,56,6,,,62,,,
908,11_C_65_68,KDP_C_71_68_PULLAMPET,JillelaMadaka,,,0,0,,,0,,,
909,11_C_65_68,KDP_C_71_68_PULLAMPET,Korla kunta,,,29,3,,,32,,,
910,11_C_65_68,KDP_C_71_68_PULLAMPET,Y Kota,,,41,4,,,45,,,
911,11_C_65_68,KDP_C_71_68_PULLAMPET,Gadela,,,30,5,,,35,,,
912,11_C_65_68,KDP_C_71_68_PULLAMPET,Nukanapalli,,,0,0,,,0,,,
913,11_C_65_68,KDP_C_71_68_PULLAMPET,Immanuru,,,1,0,,,1,,,
914,11_C_65_68,KDP_C_71_68_PULLAMPET,Pullampeta,,,32,2,,,34,,,
915,11_C_65_68,KDP_C_71_68_PULLAMPET,Puttanavaripalli,,,6,1,,,7,,,
916,11_C_65_68,KDP_C_71_68_PULLAMPET,Anantaiahgaripalli,,,31,5,,,36,,,
917,11_C_65_68,KDP_C_71_68_PULLAMPET,Ramasamudram,,,9,0,,,9,,,
918,11_C_65_68,KDP_C_71_68_PULLAMPET,Utukuru Chalivendla,,,0,0,,,0,,,
919,11_C_65_68,KDP_C_71_68_PULLAMPET,Utukuru Venkatampalle,,,3,2,,,5,,,
920,11_C_65_68,KDP_C_71_68_PULLAMPET,Dondlopalle,,,6,1,,,7,,,
921,11_C_65_68,KDP_C_71_68_PULLAMPET,Vallurupalli,,,8,0,,,8,,,
922,11_C_65_68,KDP_C_71_68_PULLAMPET,Kothapalli Agraharam,,,4,0,,,4,,,
923,11_C_65_68,KDP_C_71_68_PULLAMPET,Kommanavaripalle,,,25,2,,,27,,,
924,11_C_65_68,KDP_C_71_68_PULLAMPET,Dalavaipalle,,,9,0,,,9,,,
925,11_C_65_68,KDP_C_71_68_PULLAMPET,Apparajupeta,,,5,1,,,6,,,
926,11_C_65_68,KDP_C_71_68_PULLAMPET,Garalamadugu,,,5,1,,,6,,,
927,11_C_65_68,KDP_C_71_68_PULLAMPET,T.Rajapuram,,,10,1,,,11,,,
928,11_C_65_68,KDP_C_71_68_PULLAMPET,Periyavaram,,,23,2,,,25,,,
929,11_C_65_68,KDP_C_71_68_PULLAMPET,Ketha Rajupalle,,,5,0,,,5,,,
930,11_C_65_68,KDP_C_71_68_PULLAMPET,Reddipalli,,,30,2,,,32,,,
931,11_C_65_68,KDP_C_71_68_PULLAMPET,Rangampalle,,,16,0,,,16,,,
932,11_C_65_68,KDP_C_71_68_PULLAMPET,RF,,,0,0,,,0,,,
933,11_C_65_69,KDP_C_71_69_Anantharajupet,Anantaraju peta,,,86,11,,,97,,,
934,11_C_65_69,KDP_C_71_69_Anantharajupet,Raghava Rajapuram,,,25,4,,,29,,,
935,11_C_65_69,KDP_C_71_69_Anantharajupet,Ganga Raja puram,,,5,1,,,6,,,
936,11_C_65_69,KDP_C_71_69_Anantharajupet,RF,,,0,0,,,0,,,
937,11_C_65_70,KDP_C_71_70_Koduru,Vasudevapuram,,,0,0,,,0,,,
938,11_C_65_70,KDP_C_71_70_Koduru,V.V Kandrika,,,12,4,,,16,,,
939,11_C_65_70,KDP_C_71_70_Koduru,Obanapalle,,,32,10,,,42,,,
940,11_C_65_70,KDP_C_71_70_Koduru,K.Puram Agraharam,,,3,1,,,4,,,
941,11_C_65_70,KDP_C_71_70_Koduru,Koduru,,,148,29,,,177,,,
942,11_C_65_70,KDP_C_71_70_Koduru,K.Buduguntapalle,,,0,0,,,0,,,
943,11_C_65_70,KDP_C_71_70_Koduru,RF,,,0,0,,,0,,,
944,11_C_65_71,KDP_C_71_71_Settigunta,Chiyyavaram,,,39,6,,,45,,,
945,11_C_65_71,KDP_C_71_71_Settigunta,Upparapalle,,,39,7,,,46,,,
946,11_C_65_71,KDP_C_71_71_Settigunta,Srinivasapuram,,,2,0,,,2,,,
947,11_C_65_71,KDP_C_71_71_Settigunta,Settigunta,,,52,10,,,62,,,
948,11_C_65_71,KDP_C_71_71_Settigunta,RF,,,0,0,,,0,,,
949,11_C_65_72,KDP_C_71_72_Seshachala Forest,RF,,,1,,,,1,,,
950,11_C_65_73,KDP_C_71_73_PENAGALURU,Narasingarajupuram,,,4,2,,,6,,,
951,11_C_65_73,KDP_C_71_73_PENAGALURU,Penagaluru Agraharam,,,1,0,,,1,,,
952,11_C_65_73,KDP_C_71_73_PENAGALURU,Penagaluru,,,36,5,,,41,,,
953,11_C_65_73,KDP_C_71_73_PENAGALURU,Siddavaram,,,14,2,,,16,,,
954,11_C_65_73,KDP_C_71_73_PENAGALURU,Thirumalarajupeta,,,4,1,,,5,,,
955,11_C_65_73,KDP_C_71_73_PENAGALURU,Singareddipalli,,,18,2,,,20,,,
956,11_C_65_73,KDP_C_71_73_PENAGALURU,Kambalakunta,,,7,1,,,8,,,
957,11_C_65_73,KDP_C_71_73_PENAGALURU,Indluru,,,18,2,,,20,,,
958,11_C_65_73,KDP_C_71_73_PENAGALURU,Singanamala C.Samudram,,,1,0,,,1,,,
959,11_C_65_73,KDP_C_71_73_PENAGALURU,Girijamambapuram,,,1,0,,,1,,,
960,11_C_65_73,KDP_C_71_73_PENAGALURU,S.V.Puram,,,1,0,,,1,,,
961,11_C_65_73,KDP_C_71_73_PENAGALURU,Singanamala,,,9,3,,,12,,,
962,11_C_65_73,KDP_C_71_73_PENAGALURU,Obili,,,19,9,,,28,,,
963,11_C_65_73,KDP_C_71_73_PENAGALURU,Jeltivaripalli,,,3,0,,,3,,,
964,11_C_65_73,KDP_C_71_73_PENAGALURU,Nallapureddypalli,,,11,6,,,17,,,
965,11_C_65_73,KDP_C_71_73_PENAGALURU,Kamantha Rajupuram,,,5,2,,,7,,,
966,11_C_65_73,KDP_C_71_73_PENAGALURU,Pondaluru,,,47,16,,,63,,,
967,11_C_65_73,KDP_C_71_73_PENAGALURU,Pondaluru V.Palli.,,,0,0,,,0,,,
968,11_C_65_73,KDP_C_71_73_PENAGALURU,Kampasamudram,,,25,3,,,28,,,
969,11_C_65_73,KDP_C_71_73_PENAGALURU,K.S.Agraharam,,,16,2,,,18,,,
970,11_C_65_73,KDP_C_71_73_PENAGALURU,Thummakonda,,,9,1,,,10,,,
971,11_C_65_73,KDP_C_71_73_PENAGALURU,K.V.R.R.Puram,,,4,0,,,4,,,
972,11_C_65_73,KDP_C_71_73_PENAGALURU,Kalavavarikandrika,,,0,0,,,0,,,
973,11_C_65_73,KDP_C_71_73_PENAGALURU,Botimeedapalle,,,18,1,,,19,,,
974,11_C_65_73,KDP_C_71_73_PENAGALURU,Bommavaram,,,36,3,,,39,,,
975,11_C_65_73,KDP_C_71_73_PENAGALURU,Govindampalli,,,21,0,,,21,,,
976,11_C_65_73,KDP_C_71_73_PENAGALURU,RF,,,,,,,0,,,
977,11_C_65_74,KDP_C_71_74_Chitvel,Chintalachilaka,,,5,0,,,5,,,
978,11_C_65_74,KDP_C_71_74_Chitvel,Rajukunta,,,9,1,,,10,,,
979,11_C_65_74,KDP_C_71_74_Chitvel,Chitvel,,,28,5,,,33,,,
980,11_C_65_74,KDP_C_71_74_Chitvel,Bhakarapuram,,,7,1,,,8,,,
981,11_C_65_74,KDP_C_71_74_Chitvel,Cherlopalli,,,7,1,,,8,,,
982,11_C_65_74,KDP_C_71_74_Chitvel,Thimmayapalem,,,4,1,,,5,,,
983,11_C_65_74,KDP_C_71_74_Chitvel,Nagaripadu,,,42,6,,,48,,,
984,11_C_65_74,KDP_C_71_74_Chitvel,Nethivaripalli,,,8,1,,,9,,,
985,11_C_65_74,KDP_C_71_74_Chitvel,M.Puram & S.R.Puram,,,4,1,,,5,,,
986,11_C_65_74,KDP_C_71_74_Chitvel,Nagavaram,,,34,7,,,41,,,
987,11_C_65_74,KDP_C_71_74_Chitvel,RF,,,0,0,,,0,,,
988,11_C_65_75,KDP_C_71_75_KONDURU,Thimmamambapuram,,,1,0,,,1,,,
989,11_C_65_75,KDP_C_71_75_KONDURU,Kondur,,,20,4,,,24,,,
990,11_C_65_75,KDP_C_71_75_KONDURU,Kondur C.Samudram,,,5,1,,,6,,,
991,11_C_65_75,KDP_C_71_75_KONDURU,Velagacherla,,,12,3,,,15,,,
992,11_C_65_75,KDP_C_71_75_KONDURU,V.M.Puram,,,1,1,,,2,,,
993,11_C_65_75,KDP_C_71_75_KONDURU,Damancherla,,,1,2,,,3,,,
994,11_C_65_75,KDP_C_71_75_KONDURU,Etimarpuram,,,40,12,,,52,,,
995,11_C_65_75,KDP_C_71_75_KONDURU,Mallemarapuram,,,51,3,,,54,,,
996,11_C_65_75,KDP_C_71_75_KONDURU,Mylapalli,,,22,1,,,23,,,
997,11_C_65_75,KDP_C_71_75_KONDURU,Devamachupalle,,,9,0,,,9,,,
998,11_C_65_75,KDP_C_71_75_KONDURU,RF,,,0,0,,,0,,,
999,11_C_65_76,KDP_C_71_76_NANDALURU,Chintalakunta,,,0,3,,,3,,,
1000,11_C_65_76,KDP_C_71_76_NANDALURU,Ramamambapuram,,,3,0,,,3,,,
1001,11_C_65_76,KDP_C_71_76_NANDALURU,Rangayapalli(SM),,,3,0,,,3,,,
1002,11_C_65_76,KDP_C_71_76_NANDALURU,Pothapi,,,24,5,,,29,,,
1003,11_C_65_76,KDP_C_71_76_NANDALURU,Jangalapalli,,,3,0,,,3,,,
1004,11_C_65_76,KDP_C_71_76_NANDALURU,Nookinenipalli,,,11,3,,,14,,,
1005,11_C_65_76,KDP_C_71_76_NANDALURU,Kunda Nellore,,,3,2,,,5,,,
1006,11_C_65_76,KDP_C_71_76_NANDALURU,Komarunipalli,,,2,0,,,2,,,
1007,11_C_65_76,KDP_C_71_76_NANDALURU,Tangaturu,,,18,9,,,27,,,
1008,11_C_65_76,KDP_C_71_76_NANDALURU,Tangaturu Vengamambapuram,,,2,2,,,4,,,
1009,11_C_65_76,KDP_C_71_76_NANDALURU,Lebaka,,,36,13,,,49,,,
1010,11_C_65_76,KDP_C_71_76_NANDALURU,L.Mangamambapuram,,,1,1,,,2,,,
1011,11_C_65_76,KDP_C_71_76_NANDALURU,N.Thimmayapalli,,,8,5,,,13,,,
1012,11_C_65_76,KDP_C_71_76_NANDALURU,Y.Rajupalle,,,2,1,,,3,,,
1013,11_C_65_76,KDP_C_71_76_NANDALURU,Adapur,,,18,6,,,24,,,
1014,11_C_65_76,KDP_C_71_76_NANDALURU,Nandaluru,,,13,5,,,18,,,
1015,11_C_65_76,KDP_C_71_76_NANDALURU,Nagireddipalli,,,21,9,,,30,,,
1016,11_C_65_76,KDP_C_71_76_NANDALURU,Paturu,,,32,10,,,42,,,
1017,11_C_65_76,KDP_C_71_76_NANDALURU,RF,,,0,0,,,0,,,
1018,11_C_65_77,KDP_C_71_77_SIRIVARAM,Thimma Rajupalli(SM),,,2,0,,,2,,,
1019,11_C_65_77,KDP_C_71_77_SIRIVARAM,Sirivaram,,,8,1,,,9,,,
1020,11_C_65_77,KDP_C_71_77_SIRIVARAM,Thirunampalli,,,9,4,,,13,,,
1021,11_C_65_77,KDP_C_71_77_SIRIVARAM,RF,,,0,0,,,0,,,
1022,11_C_65_65,KDP_C_71_65_Rayavaram,Rayavaram,,,54,14,,,68,,,
1023,11_C_65_65,KDP_C_71_65_Rayavaram,RF,,,0,0,,,0,,,
