sr.no,,,village name,No. M.I.Tanks command area,,Number of M.I.Tanks [Non command area],,"Number of M.I.Tanks PQ Area
[Poor GW Quality area]",
,Watershed code ,GW watershed name,,Number,spread ha,Number,spread ha,Number,spread ha
306,11_C_65_33,KDP_C_69_33_VEMULA,K.Velamavaripalli,0,0,,,,
307,11_C_65_33,KDP_C_69_33_VEMULA,Peddajuturu,0,0,,,,
308,11_C_65_33,KDP_C_69_33_VEMULA,Chinnajuturu,0,0,,,,
309,11_C_65_33,KDP_C_69_33_VEMULA,Gollalaguduru,0,0,,,,
310,11_C_65_33,KDP_C_69_33_VEMULA,Pendluru,0,0,,,,
311,11_C_65_33,KDP_C_69_33_VEMULA,Pernapadu,0,0,,,,
312,11_C_65_33,KDP_C_69_33_VEMULA,Chagaleru,0,0,,,,
313,11_C_65_33,KDP_C_69_33_VEMULA,Gondapalli,0,0,,,,
314,11_C_65_33,KDP_C_69_33_VEMULA,Vemula,0,0,,,,
315,11_C_65_33,KDP_C_69_33_VEMULA,Velpula,2,100,,,,
