"S.No","Watershed code","Watershed Name"," Village Name","Length ","Design depth of flow","Bed width","Side Slopes","WettedPerimeter","Wetted area","Canal seepage factor"," No.of operating days of canal",," Recharge from canal (ha.m)",,"Annual Recharge"
,,,,"mts","mts","mts","( degrees )","mts","( m.sq mts.)","( ha.m/d/m.sq.m )","Monsoon ","N-Monsoon","Monsoon ","Non-Monsoon","( ha.m )"
200,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Nerawada",,,,,,,,,,0,0,0
201,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Kowluru",,,,,,,,,,0,0,0
202,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Bhupanapadu",,,,,,,,,,0,0,0
203,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Reserve Forest",,,,,,,,,,0,0,0
204,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Chennakkapalli",,,,,,,,,,0,0,0
205,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Gadigarevula",,,,,,,,,,0,0,0
206,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Koratamaddi",,,,,,,,,,0,0,0
207,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Thirupadu",,,,,,,,,,0,0,0
208,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Durvesi",,,,,,,,,,0,0,0
209,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Poluru",,,,,,,,,,0,0,0
210,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Rayamallapuram",,,,,,,,,,0,0,0
211,"13_c_68_31(a)","Ku_c_kd_Panyam(a)","Munagala",,,,,,,,,,0,0,0
