"sr.no",,,"village name","No. M.I.Tanks command area",,"Number of M.I.Tanks [Non command area]",,"Number of M.I.Tanks PQ Area
[Poor GW Quality area]",
,"Watershed code ","GW watershed name",,"Number","spread ha","Number","spread ha","Number","spread ha"
251,"13_C_68_45(a)","KU_C_KD_Sanjamala(a)","Natlakothur",,,,,,
252,"13_C_68_45(a)","KU_C_KD_Sanjamala(a)","Mudigodu",,,,,,
253,"13_C_68_45(a)","KU_C_KD_Sanjamala(a)","Bondaladinne",,,,,,
254,"13_C_68_45(a)","KU_C_KD_Sanjamala(a)","Akumalla",,,,,,
255,"13_C_68_45(a)","KU_C_KD_Sanjamala(a)","Mukkamalla",1,113,,,,
256,"13_C_68_45(a)","KU_C_KD_Sanjamala(a)","Eggoni",,,,,,
257,"13_C_68_45(a)","KU_C_KD_Sanjamala(a)","Sanjamala",,,,,,
258,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Petnikota",0,0,,,,
259,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Itikyala",0,0,,,,
260,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Kolimigundla",0,0,,,,
261,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Kalavatala",0,0,,,,
262,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Meerjapuram",0,0,,,,
263,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Belum",0,0,,,,
264,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Nandipadu",0,0,,,,
265,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","B.Singavaram",0,0,,,,
266,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Kotapadu",0,0,,,,
267,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Chanugondla",0,0,,,,
268,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Sunkesula",0,0,,,,
269,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Alavakonda",0,0,,,,
270,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Muchalapuri",0,0,,,,
271,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Kanala",1,67,,,,
272,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Mangapalle",0,0,,,,
273,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Giddaluru",0,0,,,,
274,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","S.Dattapuram",0,0,,,,
275,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","R.lingamdinne",0,0,,,,
276,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Michinenipalli",0,0,,,,
277,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Ramabadrapalle",1,34,,,,
278,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Perusomula",0,0,,,,
279,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Kothapalli",0,0,,,,
280,"13_c_68_45(b)","KU_C_KD_Sanjamala(b)","Pottipadu",0,0,,,,
