"Sr.no",,,"Village name","T.Area (ha)","Watershed command area ",,,,"Watershed Non command Area",,,,"Watershed poor quality Area",,,,,,,,,,,,,,,,,
,"Water shed code","Watershed name",,,"Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total",,,,,,,,,,,,,,
981,"09_C_74_36","NLR_C_74_YAKASIRI","Athalapalem",288,,,,,288,288,,91,,,,,,,"Penna",,"Swarnamukhi","09_C_74_36","NLR_C_74_YAKASIRI",9,"Nellore",42,"Naidupeta",9133420240116,24,"Athalapalem"
982,"09_C_74_36","NLR_C_74_YAKASIRI","Puduru",1569,,,,,1569,1569,,580,,,,,,,"Penna",,"Swarnamukhi","09_C_74_36","NLR_C_74_YAKASIRI",9,"Nellore",42,"Naidupeta",9133420250116,25,"Puduru"
983,"09_C_74_36","NLR_C_74_YAKASIRI","Juvvalapalem",286,,,,,286,286,,0,,,,,,,"Penna",,"Swarnamukhi","09_C_74_36","NLR_C_74_YAKASIRI",9,"Nellore",42,"Naidupeta",9133420260117,26,"Juvvalapalem"
984,"09_C_74_36","NLR_C_74_YAKASIRI","Karumanchivarikandriga",113,,,,,113,113,,0,,,,,,,"Penna",,"Swarnamukhi","09_C_74_36","NLR_C_74_YAKASIRI",9,"Nellore",42,"Naidupeta",9133420280117,28,"Karumanchivarikandriga"
985,"09_C_74_36","NLR_C_74_YAKASIRI","Biradavada",567,,,,,567,567,,208,,,,,,,"Penna",,"Swarnamukhi","09_C_74_36","NLR_C_74_YAKASIRI",9,"Nellore",42,"Naidupeta",9133420290117,29,"Biradavada"
986,"09_C_74_36","NLR_C_74_YAKASIRI","Gottiprolu",572,,,,,572,572,,,,,,,,,"Penna",,"Swarnamukhi","09_C_74_36","NLR_C_74_YAKASIRI",9,"Nellore",42,"Naidupeta",9133420330106,33,"Gottiprolu"
987,"09_C_74_36","NLR_C_74_YAKASIRI","Talavaipadu",194,,,,,194,194,,,,,,,,,"Penna",,"Swarnamukhi","09_C_74_36","NLR_C_74_YAKASIRI",9,"Nellore",43,"Pellakur",9133430060106,6,"Talavaipadu"
988,"09_C_74_36","NLR_C_74_YAKASIRI","Kanuru",252,,,,,252,252,,131,,,,,,,"Penna",,"Swarnamukhi","09_C_74_36","NLR_C_74_YAKASIRI",9,"Nellore",43,"Pellakur",9133430070107,7,"Kanuru"
989,"09_C_74_36","NLR_C_74_YAKASIRI","Sirasanambedu",1225,,,,,1225,1225,,201,,,,,,,"Penna",,"Swarnamukhi","09_C_74_36","NLR_C_74_YAKASIRI",9,"Nellore",43,"Pellakur",9133430090109,9,"Sirasanambedu"
991,"09_C_73_30","NLR_C_73_BALAYAPALLE","Kommaneturu",856,,,,,856,856,,37,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",32,"Gudur",9132320070109,7,"Kommaneturu"
992,"09_C_73_30","NLR_C_73_BALAYAPALLE","N.S.Khandriga",28,,,,,28,28,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",32,"Gudur",9132320080100,8,"N.S.Khandriga"
993,"09_C_73_30","NLR_C_73_BALAYAPALLE","Gollapalli",254,,,,,254,254,,30,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",32,"Gudur",9132320090110,9,"Gollapalli"
994,"09_C_73_30","NLR_C_73_BALAYAPALLE","Nernur",425,,,,,425,425,,28,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",32,"Gudur",9132320100110,10,"Nernur"
995,"09_C_73_30","NLR_C_73_BALAYAPALLE","Kundakuru",499,,,,,499,499,,,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",32,"Gudur",9132320190117,19,"Kundakuru"
996,"09_C_73_30","NLR_C_73_BALAYAPALLE","Vendodu",2180,,,,,2180,2180,,337,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",32,"Gudur",9132320200118,20,"Vendodu"
997,"09_C_73_30","NLR_C_73_BALAYAPALLE","Patrapalle",78,,,,,78,78,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350070103,7,"Patrapalle"
998,"09_C_73_30","NLR_C_73_BALAYAPALLE","Muddampalle",118,,,,,118,118,,41,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350080103,8,"Muddampalle"
999,"09_C_73_30","NLR_C_73_BALAYAPALLE","Varadanapalle",212,,,,,212,212,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350100104,10,"Varadanapalle"
1000,"09_C_73_30","NLR_C_73_BALAYAPALLE","Kandanalapadu",198,,,,,198,198,,4,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350110104,11,"Kandanalapadu"
1001,"09_C_73_30","NLR_C_73_BALAYAPALLE","Pogulavaripalle",132,,,,,132,132,,46,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350120104,12,"Pogulavaripalle"
1002,"09_C_73_30","NLR_C_73_BALAYAPALLE","Papamambapuram",205,,,,,205,205,,4,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350130104,13,"Papamambapuram"
1003,"09_C_73_30","NLR_C_73_BALAYAPALLE","Laxmirampalle",43,,,,,43,43,,3,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350140104,14,"Laxmirampalle"
1004,"09_C_73_30","NLR_C_73_BALAYAPALLE","Kuppampalle",89,,,,,89,89,,5,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350150105,15,"Kuppampalle"
1005,"09_C_73_30","NLR_C_73_BALAYAPALLE","Ammapalem",279,,,,,279,279,,68,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350160105,16,"Ammapalem"
1006,"09_C_73_30","NLR_C_73_BALAYAPALLE","Bangarupeta (Venkatagiri muncipality)",209,,,,,209,209,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350180106,18,"Bangarupeta (Venkatagiri muncipality)"
1007,"09_C_73_30","NLR_C_73_BALAYAPALLE","Yachasamudram",157,,,,,157,157,,2,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350310103,31,"Yachasamudram"
1008,"09_C_73_30","NLR_C_73_BALAYAPALLE","Bommagunta",85,,,,,85,85,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350320114,32,"Bommagunta"
1009,"09_C_73_30","NLR_C_73_BALAYAPALLE","Boppapuram",199,,,,,199,199,,14,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350330113,33,"Boppapuram"
1010,"09_C_73_30","NLR_C_73_BALAYAPALLE","Ammavaripeta (Venkatagiri muncipality )",82,,,,,82,82,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350410113,41,"Ammavaripeta (Venkatagiri muncipality )"
1011,"09_C_73_30","NLR_C_73_BALAYAPALLE","Periyavaram (Venkatagiri muncipality)",545,,,,,545,545,,117,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350420116,42,"Periyavaram (Venkatagiri muncipality)"
1012,"09_C_73_30","NLR_C_73_BALAYAPALLE","Petluru",781,,,,,781,781,,210,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350430117,43,"Petluru"
1013,"09_C_73_30","NLR_C_73_BALAYAPALLE","China gotlagunta",116,,,,,116,116,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350440114,44,"China gotlagunta"
1014,"09_C_73_30","NLR_C_73_BALAYAPALLE","Gotlagunta",273,,,,,273,273,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350450114,45,"Gotlagunta"
1015,"09_C_73_30","NLR_C_73_BALAYAPALLE","Chevireddipalle (Venkatagiri muncipality)",448,,,,,448,448,,86,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350460118,46,"Chevireddipalle (Venkatagiri muncipality)"
1016,"09_C_73_30","NLR_C_73_BALAYAPALLE","Busapalem",342,,,,,342,342,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350610120,61,"Busapalem"
1017,"09_C_73_30","NLR_C_73_BALAYAPALLE","Mogallagunta",379,,,,,379,379,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350620114,62,"Mogallagunta"
1018,"09_C_73_30","NLR_C_73_BALAYAPALLE","China bandarupalle",106,,,,,106,106,,24,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350630120,63,"China bandarupalle"
1019,"09_C_73_30","NLR_C_73_BALAYAPALLE","Lingamanaidupalle",180,,,,,180,180,,98,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350640121,64,"Lingamanaidupalle"
1020,"09_C_73_30","NLR_C_73_BALAYAPALLE","Peda bandarupalle",44,,,,,44,44,,19,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350680180,68,"Peda bandarupalle"
1021,"09_C_73_30","NLR_C_73_BALAYAPALLE","Vallivedu",770,,,,,770,770,,173,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350690120,69,"Vallivedu"
1022,"09_C_73_30","NLR_C_73_BALAYAPALLE","Timmayagunta",81,,,,,81,81,,45,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",35,"Venkatagiri",9134350700120,70,"Timmayagunta"
1023,"09_C_73_30","NLR_C_73_BALAYAPALLE","Ambalapudi",428,,,,,428,428,,84,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360030102,3,"Ambalapudi"
1024,"09_C_73_30","NLR_C_73_BALAYAPALLE","Venkatareddipalle",160,,,,,160,160,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360040102,4,"Venkatareddipalle"
1025,"09_C_73_30","NLR_C_73_BALAYAPALLE","Alimili",796,,,,,796,796,,274,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360050102,5,"Alimili"
1026,"09_C_73_30","NLR_C_73_BALAYAPALLE","Chutti",366,,,,,366,366,,63,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360080104,8,"Chutti"
1027,"09_C_73_30","NLR_C_73_BALAYAPALLE","Balayapalle",367,,,,,367,367,,130,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360100104,10,"Balayapalle"
1028,"09_C_73_30","NLR_C_73_BALAYAPALLE","Mannuru",988,,,,,988,988,,99,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360110105,11,"Mannuru"
1029,"09_C_73_30","NLR_C_73_BALAYAPALLE","Pallipadu",402,,,,,402,402,,78,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360120106,12,"Pallipadu"
1030,"09_C_73_30","NLR_C_73_BALAYAPALLE","Gottikadu",1090,,,,,1090,1090,,585,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360130107,13,"Gottikadu"
1031,"09_C_73_30","NLR_C_73_BALAYAPALLE","Subramanyam",546,,,,,546,546,,356,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360140108,14,"Subramanyam"
1032,"09_C_73_30","NLR_C_73_BALAYAPALLE","Yachavaram",437,,,,,437,437,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360150104,15,"Yachavaram"
1033,"09_C_73_30","NLR_C_73_BALAYAPALLE","Vengamambapuram",195,,,,,195,195,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360160109,16,"Vengamambapuram"
1034,"09_C_73_30","NLR_C_73_BALAYAPALLE","Akkasamudram",385,,,,,385,385,,59,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360170109,17,"Akkasamudram"
1035,"09_C_73_30","NLR_C_73_BALAYAPALLE","Kayyuru",747,,,,,747,747,,288,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360180108,18,"Kayyuru"
1036,"09_C_73_30","NLR_C_73_BALAYAPALLE","Pakapudi",503,,,,,503,503,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360190110,19,"Pakapudi"
1037,"09_C_73_30","NLR_C_73_BALAYAPALLE","Pigilam kottapalem",247,,,,,247,247,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360200111,20,"Pigilam kottapalem"
1038,"09_C_73_30","NLR_C_73_BALAYAPALLE","Jayampu",1446,,,,,1446,1446,,294,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360210112,21,"Jayampu"
1039,"09_C_73_30","NLR_C_73_BALAYAPALLE","Naiducheruvukandriga",415,,,,,415,415,,,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360220113,22,"Naiducheruvukandriga"
1040,"09_C_73_30","NLR_C_73_BALAYAPALLE","Hastakaveri",433,,,,,433,433,,257,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360230113,23,"Hastakaveri"
1041,"09_C_73_30","NLR_C_73_BALAYAPALLE","Kommalagunta",175,,,,,175,175,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360240111,24,"Kommalagunta"
1042,"09_C_73_30","NLR_C_73_BALAYAPALLE","Jarlapadu",96,,,,,96,96,,36,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360250111,25,"Jarlapadu"
1043,"09_C_73_30","NLR_C_73_BALAYAPALLE","Pigilam",826,,,,,826,826,,550,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360260111,26,"Pigilam"
1044,"09_C_73_30","NLR_C_73_BALAYAPALLE","Katragunta",108,,,,,108,108,,28,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360270114,27,"Katragunta"
1045,"09_C_73_30","NLR_C_73_BALAYAPALLE","Arigepalle",292,,,,,292,292,,141,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360280114,28,"Arigepalle"
1046,"09_C_73_30","NLR_C_73_BALAYAPALLE","Tikkavaram",209,,,,,209,209,,110,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360290114,29,"Tikkavaram"
1047,"09_C_73_30","NLR_C_73_BALAYAPALLE","Tallapalle",96,,,,,96,96,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360300115,30,"Tallapalle"
1048,"09_C_73_30","NLR_C_73_BALAYAPALLE","Siddagunta",546,,,,,546,546,,69,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360310115,31,"Siddagunta"
1049,"09_C_73_30","NLR_C_73_BALAYAPALLE","Nidigallu",1376,,,,,1376,1376,,492,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360320116,32,"Nidigallu"
1050,"09_C_73_30","NLR_C_73_BALAYAPALLE","Boinagunta",0,,,,,0,0,,,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360330116,33,"Boinagunta"
1051,"09_C_73_30","NLR_C_73_BALAYAPALLE","Karimenagunta",200,,,,,200,200,,120,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360340114,34,"Karimenagunta"
1052,"09_C_73_30","NLR_C_73_BALAYAPALLE","Kamakuru",994,,,,,994,994,,478,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360350117,35,"Kamakuru"
1053,"09_C_73_30","NLR_C_73_BALAYAPALLE","Surabivari kandriga",0,,,,,0,0,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360370118,37,"Surabivari kandriga"
1054,"09_C_73_30","NLR_C_73_BALAYAPALLE","Kalaganda",527,,,,,527,527,,65,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360380119,38,"Kalaganda"
1055,"09_C_73_30","NLR_C_73_BALAYAPALLE","Utlapalli",563,,,,,563,563,,234,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360390120,39,"Utlapalli"
1056,"09_C_73_30","NLR_C_73_BALAYAPALLE","Papireddipalle",340,,,,,340,340,,170,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360400120,40,"Papireddipalle"
1057,"09_C_73_30","NLR_C_73_BALAYAPALLE","Konamgunta",158,,,,,158,158,,103,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",36,"Balayapalle",9134360410119,41,"Konamgunta"
1058,"09_C_73_30","NLR_C_73_BALAYAPALLE","Lingareddipalli",246,,,,,246,246,,123,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",37,"Ozili",9134370010101,1,"Lingareddipalli"
1059,"09_C_73_30","NLR_C_73_BALAYAPALLE","L.J.Kattubadi",246,,,,,246,246,,123,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",37,"Ozili",9134370020101,2,"L.J.Kattubadi"
1060,"09_C_73_30","NLR_C_73_BALAYAPALLE","Rangarajasamudram",168,,,,,168,168,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",37,"Ozili",9134370030102,3,"Rangarajasamudram"
1061,"09_C_73_30","NLR_C_73_BALAYAPALLE","Inugunta",1411,,,,,1411,1411,,749,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",37,"Ozili",9134370040102,4,"Inugunta"
1062,"09_C_73_30","NLR_C_73_BALAYAPALLE","Ravipadu",232,,,,,232,232,,101,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",37,"Ozili",9134370050101,5,"Ravipadu"
1063,"09_C_73_30","NLR_C_73_BALAYAPALLE","Palempadu",372,,,,,372,372,,73,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",37,"Ozili",9134370060102,6,"Palempadu"
1064,"09_C_73_30","NLR_C_73_BALAYAPALLE","Bandarugunta",259,,,,,259,259,,0,,,,,,,"Penna",,"Upputeru","09_C_73_30","NLR_C_73_BALAYAPALLE",9,"Nellore",37,"Ozili",9134370070101,7,"Bandarugunta"
1066,"09_C_73_27","NLR_C_73_CHINTAVARAM","Tikkavaram",3099,,,,,3099,3099,,279,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380040104,4,"Tikkavaram"
1067,"09_C_73_27","NLR_C_73_CHINTAVARAM","Udathavariparlapalli",139,,,,,139,139,,0,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380050107,5,"Udathavariparlapalli"
1068,"09_C_73_27","NLR_C_73_CHINTAVARAM","Yegeswarunipalli",43,,,,,43,43,,0,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380060107,6,"Yegeswarunipalli"
1069,"09_C_73_27","NLR_C_73_CHINTAVARAM","Ankulapaturu",1787,,,,,1787,1787,,,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380070108,7,"Ankulapaturu"
1070,"09_C_73_27","NLR_C_73_CHINTAVARAM","Yeruru",2040,,,,,2040,2040,,,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380080109,8,"Yeruru"
1071,"09_C_73_27","NLR_C_73_CHINTAVARAM","Momidi",3294,,,,,3294,3294,,649,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380090110,9,"Momidi"
1072,"09_C_73_27","NLR_C_73_CHINTAVARAM","Thamminapatnam",3355,,,,,3355,3355,,399,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380100113,10,"Thamminapatnam"
1073,"09_C_73_27","NLR_C_73_CHINTAVARAM","Turpu Kanupur",1018,,,,,1018,1018,,,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380110115,11,"Turpu Kanupur"
1074,"09_C_73_27","NLR_C_73_CHINTAVARAM","Addepalli",404,,,,,404,404,,0,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380120115,12,"Addepalli"
1075,"09_C_73_27","NLR_C_73_CHINTAVARAM","Chintavaram",1046,,,,,1046,1046,,0,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380130116,13,"Chintavaram"
1076,"09_C_73_27","NLR_C_73_CHINTAVARAM","Ponnavolu",423,,,,,423,423,,50,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380140117,14,"Ponnavolu"
1077,"09_C_73_27","NLR_C_73_CHINTAVARAM","Udathavaripalem",1840,,,,,1840,1840,,0,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380150118,15,"Udathavaripalem"
1078,"09_C_73_27","NLR_C_73_CHINTAVARAM","Kalavakonda",779,,,,,779,779,,0,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380160119,16,"Kalavakonda"
1079,"09_C_73_27","NLR_C_73_CHINTAVARAM","Vallipadu",862,,,,,862,862,,348,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380250130,25,"Vallipadu"
1080,"09_C_73_27","NLR_C_73_CHINTAVARAM","Ippapudi",90,,,,,90,90,,0,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380260131,26,"Ippapudi"
1081,"09_C_73_27","NLR_C_73_CHINTAVARAM","Ballavolu",1182,,,,,1182,1182,,,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380270132,27,"Ballavolu"
1082,"09_C_73_27","NLR_C_73_CHINTAVARAM","Vellapalem",1191,,,,,1191,1191,,,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",38,"Chillakur",9132380280133,28,"Vellapalem"
1083,"09_C_73_27","NLR_C_73_CHINTAVARAM","Karlapudi",662,,,,,662,662,,0,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",39,"Kota",9132390060106,6,"Karlapudi"
1084,"09_C_73_27","NLR_C_73_CHINTAVARAM","Siddavaram",789,,,,,789,789,,0,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",39,"Kota",9132390070107,7,"Siddavaram"
1085,"09_C_73_27","NLR_C_73_CHINTAVARAM","Kothapatnam",4299,,,,,4299,4299,,926,,,,,,,"Penna",,"Upputeru","09_C_73_27","NLR_C_73_CHINTAVARAM",9,"Nellore",39,"Kota",9132390080104,8,"Kothapatnam"
1087,"09_C_73_28","NLR_C_73_DAKKILI","Rapur Velikonda hills",1613,,,,,1100,0,1100,,,,,,,,"Penna",,"Upputeru","09_C_73_28","NLR_C_73_DAKKILI",9,"Nellore",23,"Rapur",0,0,"Rapur Velikonda hills"
