,,,,Command Area,,Non command Area,,Poor quality area,,
Sr.no,Watershed code,GW watershed name,village name,Residential,,Residential,,Residential,,
264,09_C_72_13,NLR_C_72_KOVUR,Damaramadugu,6,7,,,,,13
265,09_C_72_13,NLR_C_72_KOVUR,Korimerla kandriga,,,4,1,,,5
266,09_C_72_13,NLR_C_72_KOVUR,Talupurupadu,,,5,1,,,6
267,09_C_72_13,NLR_C_72_KOVUR,Chennavarappadu,2,1,,,,,3
268,09_C_72_13,NLR_C_72_KOVUR,Marripadu,31,3,,,,,34
269,09_C_72_13,NLR_C_72_KOVUR,Jangala khandrika,5,1,,,,,6
270,09_C_72_13,NLR_C_72_KOVUR,Kaligirikonduru,,,,,,,0
271,09_C_72_13,NLR_C_72_KOVUR,Vangallu,24,1,,,,,25
272,09_C_72_13,NLR_C_72_KOVUR,Tarunavai,6,2,,,,,8
273,09_C_72_13,NLR_C_72_KOVUR,Sangam,17,5,,,,,22
274,09_C_72_13,NLR_C_72_KOVUR,Korimerla,,,,24,,,24
275,09_C_72_13,NLR_C_72_KOVUR,Padamatipalem,28,6,,,,,34
276,09_C_72_13,NLR_C_72_KOVUR,Duvvuru,17,7,,,,,24
277,09_C_72_13,NLR_C_72_KOVUR,Makthapuram,7,2,,,,,9
278,09_C_72_13,NLR_C_72_KOVUR,Annareddipalem,3,2,,,,,5
279,09_C_72_13,NLR_C_72_KOVUR,Patur,2,4,,,,,6
280,09_C_72_13,NLR_C_72_KOVUR,Gangavaram,2,2,,,,,4
281,09_C_72_13,NLR_C_72_KOVUR,Pothireddipalem,4,3,,,,,7
282,09_C_72_13,NLR_C_72_KOVUR,Padugupadu,16,3,,,,,19
283,09_C_72_13,NLR_C_72_KOVUR,Kovur,24,15,,,,,39
284,09_C_72_13,NLR_C_72_KOVUR,Modegunta,9,2,,,,,11
285,09_C_72_13,NLR_C_72_KOVUR,Veguru,12,4,,,,,16
286,09_C_72_13,NLR_C_72_KOVUR,Leguntapadu,2,3,,,,,5
287,09_C_72_13,NLR_C_72_KOVUR,Inamadugu,20,6,,,,,26
288,09_C_72_13,NLR_C_72_KOVUR,Cherlopalem,7,2,,,,,9
289,09_C_72_13,NLR_C_72_KOVUR,Srirangarajapuram,,,,,,,0
290,09_C_72_13,NLR_C_72_KOVUR,Korimerla kandriga,,,23,2,,,25
291,09_C_72_13,NLR_C_72_KOVUR,Talupurupadu,,,11,2,,,13
292,09_C_72_13,NLR_C_72_KOVUR,Chennavarappadu,,,11,2,,,13
293,09_C_72_13,NLR_C_72_KOVUR,Marripadu,8,4,,,,,12
294,09_C_72_13,NLR_C_72_KOVUR,Jangala khandrika,15,1,,,,,16
295,09_C_72_13,NLR_C_72_KOVUR,Kaligirikonduru,18,2,,,,,20
296,09_C_72_13,NLR_C_72_KOVUR,Vangallu,22,2,,,,,24
297,09_C_72_13,NLR_C_72_KOVUR,Tarunavai,,,48,5,,,53
298,09_C_72_13,NLR_C_72_KOVUR,Sangam ,31,2,,,,,33
299,09_C_72_13,NLR_C_72_KOVUR,Korimerla,204,40,,,,,244
300,09_C_72_13,NLR_C_72_KOVUR,Padamatipalem,3500,45,,,,,3545
301,09_C_72_13,NLR_C_72_KOVUR,Duvvuru,153,10,,,,,163
302,09_C_72_13,NLR_C_72_KOVUR,Makthapuram,25,5,,,,,30
303,09_C_72_13,NLR_C_72_KOVUR,Annareddipalem,1,2,,,,,3
304,09_C_72_13,NLR_C_72_KOVUR,Patur,1,3,,,,,4
305,09_C_72_13,NLR_C_72_KOVUR,Gangavaram,402,6,,,,,408
306,09_C_72_13,NLR_C_72_KOVUR,Pothireddipalem,,,153,5,,,158
307,09_C_72_13,NLR_C_72_KOVUR,Padugupadu,,,306,6,,,312
308,09_C_72_13,NLR_C_72_KOVUR,Kovur,,,128,3,,,131
309,09_C_72_13,NLR_C_72_KOVUR,Modegunta,,,3,1,,,4
310,09_C_72_13,NLR_C_72_KOVUR,Veguru,,,5,1,,,6
311,09_C_72_13,NLR_C_72_KOVUR,Leguntapadu,,,21,2,,,23
312,09_C_72_13,NLR_C_72_KOVUR,Inamadugu,27,2,,,,,29
313,09_C_72_13,NLR_C_72_KOVUR,Cherlopalem,19,2,,,,,21
314,09_C_72_13,NLR_C_72_KOVUR,Total,13,1,,,,,14
315,09_C_72_19,NLR_C_72_NELLORE,Ayyavaripalem,317,2,,,,,319
316,09_C_72_19,NLR_C_72_NELLORE,Toderu,3,2,,,,,5
