,,7,"Command area",,,,,,,,,,,,"Non-Command area",,,,,,,,,,,,"Poor quality",,,,,,,,,,,
"Sr.No","Watershed name",,"Agriculture",,,,"Domestic",,,,"Industrial",,,,"Agriculture",,,,"Domestic",,,,"Industrial",,,,"Agriculture",,,,,,,,"Industrial",,,
,,"Type of well","yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,"yield","No.of ","Days of operation of wells          ",,,,,,"yield","No.of ","Days of operation of wells          ",
,,,"lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon","lph","wells","Monsoon","Non - Monsoon",,,,,"lph","wells","Monsoon","Non - Monsoon"
49,"NLR_C_72_ANANTASAGARAM","Filter Points",15714.28571,,60,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,60,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
50,"NLR_C_72_CHEJARLA","DW",3857.142857,,60,90,2857.142857,,120,240,3857.142857,,120,240,3857.142857,,60,90,571.4285714,,120,240,2857.142857,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
51,"NLR_C_72_CHEJARLA","DW+PS/DCB",4285.714286,,60,90,5000,,120,240,5000,,120,240,5000,,60,90,2142.857143,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
52,"NLR_C_72_CHEJARLA","BWs",10000,,60,90,6428.571429,,120,240,7857.142857,,120,240,7857.142857,,60,90,3571.428571,,120,240,5714.285714,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
53,"NLR_C_72_CHEJARLA","STW",21428.57143,,60,90,7142.857143,,120,240,20000,,120,240,20000,,60,90,5714.285714,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
54,"NLR_C_72_CHEJARLA","MTW",28571.42857,,60,90,7142.857143,,120,240,25714.28571,,120,240,25714.28571,,60,90,7142.857143,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
55,"NLR_C_72_CHEJARLA","Deep TW",41428.57143,,60,90,14285.71429,,120,240,38571.42857,,120,240,38571.42857,,60,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
56,"NLR_C_72_CHEJARLA","Filter Points",15714.28571,,60,90,7142.857143,,120,240,14285.71429,,120,240,14285.71429,,60,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
57,"NLR_C_72_GANDLAVEEDU","DW",3857.142857,,60,90,857.1428571,,120,240,2857.142857,,120,240,3857.142857,,60,90,571.4285714,,120,240,2857.142857,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
58,"NLR_C_72_GANDLAVEEDU","DW+PS/DCB",4285.714286,,60,90,2857.142857,,120,240,5000,,120,240,5000,,60,90,2142.857143,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
59,"NLR_C_72_GANDLAVEEDU","BWs",10000,,60,90,4285.714286,,120,240,6428.571429,,120,240,7857.142857,,60,90,3571.428571,,120,240,5714.285714,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
60,"NLR_C_72_GANDLAVEEDU","STW",21428.57143,,60,90,7142.857143,,120,240,7142.857143,,120,240,20000,,60,90,5714.285714,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
61,"NLR_C_72_GANDLAVEEDU","MTW",28571.42857,,60,90,10285.71429,,120,240,7142.857143,,120,240,25714.28571,,60,90,7142.857143,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
62,"NLR_C_72_GANDLAVEEDU","Deep TW",41428.57143,,60,90,10285.71429,,120,240,14285.71429,,120,240,38571.42857,,60,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
63,"NLR_C_72_GANDLAVEEDU","Filter Points",15714.28571,,60,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,60,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
64,"NLR_C_72_KALUVOYA","DW",3857.142857,,60,90,857.1428571,,120,240,2857.142857,,120,240,3857.142857,,60,90,571.4285714,,120,240,2857.142857,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
65,"NLR_C_72_KALUVOYA","DW+PS/DCB",4285.714286,,60,90,2857.142857,,120,240,5000,,120,240,5000,,60,90,2142.857143,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
66,"NLR_C_72_KALUVOYA","BWs",10000,,60,90,4285.714286,,120,240,6428.571429,,120,240,7857.142857,,60,90,3571.428571,,120,240,5714.285714,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
67,"NLR_C_72_KALUVOYA","STW",21428.57143,,60,90,7142.857143,,120,240,7142.857143,,120,240,20000,,60,90,5714.285714,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
68,"NLR_C_72_KALUVOYA","MTW",28571.42857,,60,90,10285.71429,,120,240,7142.857143,,120,240,25714.28571,,60,90,7142.857143,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
69,"NLR_C_72_KALUVOYA","Deep TW",41428.57143,,60,90,10285.71429,,120,240,14285.71429,,120,240,38571.42857,,60,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
70,"NLR_C_72_KALUVOYA","Filter Points",15714.28571,,60,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,60,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
71,"NLR_C_72_KODAVALUR","DW",3857.142857,,60,90,857.1428571,,120,240,2857.142857,,120,240,3857.142857,,60,90,571.4285714,,120,240,2857.142857,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
72,"NLR_C_72_KODAVALUR","DW+PS/DCB",4285.714286,,60,90,2857.142857,,120,240,5000,,120,240,5000,,60,90,2142.857143,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
73,"NLR_C_72_KODAVALUR","BWs",10000,,60,90,4285.714286,,120,240,6428.571429,,120,240,7857.142857,,60,90,3571.428571,,120,240,5714.285714,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
74,"NLR_C_72_KODAVALUR","STW",21428.57143,,60,90,7142.857143,,120,240,7142.857143,,120,240,20000,,60,90,5714.285714,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
75,"NLR_C_72_KODAVALUR","MTW",28571.42857,,60,90,10285.71429,,120,240,7142.857143,,120,240,25714.28571,,60,90,7142.857143,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
76,"NLR_C_72_KODAVALUR","Deep TW",41428.57143,,60,90,10285.71429,,120,240,14285.71429,,120,240,38571.42857,,60,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
77,"NLR_C_72_KODAVALUR","Filter Points",15714.28571,,60,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,60,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
78,"NLR_C_72_KOVUR","DW",3857.142857,,60,90,857.1428571,,120,240,2857.142857,,120,240,3857.142857,,60,90,571.4285714,,120,240,2857.142857,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
79,"NLR_C_72_KOVUR","DW+PS/DCB",4285.714286,,60,90,2857.142857,,120,240,5000,,120,240,5000,,60,90,2142.857143,,120,240,4285.714286,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
80,"NLR_C_72_KOVUR","BWs",10000,,60,90,4285.714286,,120,240,6428.571429,,120,240,7857.142857,,60,90,3571.428571,,120,240,5714.285714,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
81,"NLR_C_72_KOVUR","STW",21428.57143,,60,90,7142.857143,,120,240,7142.857143,,120,240,20000,,60,90,5714.285714,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
82,"NLR_C_72_KOVUR","MTW",28571.42857,,60,90,10285.71429,,120,240,7142.857143,,120,240,25714.28571,,60,90,7142.857143,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
83,"NLR_C_72_KOVUR","Deep TW",41428.57143,,60,90,10285.71429,,120,240,14285.71429,,120,240,38571.42857,,60,90,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
84,"NLR_C_72_KOVUR","Filter Points",15714.28571,,60,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,60,90,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
85,"NLR_C_72_NELLORE","DW",3857.142857,,50,80,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,80,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
86,"NLR_C_72_NELLORE","DW+PS/DCB",6428.571429,,50,80,4285.714286,,120,240,7142.857143,,120,240,5714.285714,,40,80,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
87,"NLR_C_72_NELLORE","BWs",14285.71429,,50,80,5142.857143,,120,240,7142.857143,,120,240,12857.14286,,40,80,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
88,"NLR_C_72_NELLORE","STW",21428.57143,,50,80,5142.857143,,120,240,7142.857143,,120,240,20000,,40,80,5142.857143,,120,240,7142.857143,,120,240,22000,,40,90,,,,,7142.857143,,120,240
89,"NLR_C_72_NELLORE","MTW",28571.42857,,50,80,10285.71429,,120,240,7142.857143,,120,240,28571.42857,,40,80,10285.71429,,120,240,7142.857143,,120,240,45000,,40,90,,,,,7142.857143,,120,240
90,"NLR_C_72_NELLORE","Deep TW",42857.14286,,50,80,10285.71429,,120,240,14285.71429,,120,240,42857.14286,,40,80,10285.71429,,120,240,14285.71429,,120,240,64285.71429,,40,90,,,,,14285.71429,,120,240
91,"NLR_C_72_NELLORE","Filter Points",14285.71429,,50,80,5142.857143,,120,240,7142.857143,,120,240,17142.85714,,40,80,5142.857143,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
92,"NLR_C_72_PRABHUGIRIPATNAM","DW",3857.142857,,40,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,60,90,857.1428571,,120,240,3571.428571,,120,240,3857.142857,,40,90,,,,,3571.428571,,120,240
93,"NLR_C_72_PRABHUGIRIPATNAM","DW+PS/DCB",6428.571429,,40,90,4285.714286,,120,240,7142.857143,,120,240,5714.285714,,60,90,4285.714286,,120,240,7142.857143,,120,240,7142.857143,,40,90,,,,,7142.857143,,120,240
94,"NLR_C_72_PRABHUGIRIPATNAM","BWs",14285.71429,,40,90,5142.857143,,120,240,7142.857143,,120,240,12857.14286,,60,90,5142.857143,,120,240,7142.857143,,120,240,14285.71429,,40,90,,,,,7142.857143,,120,240
