Sr.no,,,Village name,T.Area (ha),Watershed command area ,,,,Watershed Non command Area,,,,Watershed poor quality Area,,,,,,,,,,,,,,,,,
,Water shed code,Watershed name,,,Recghare,Hilly,Forest,Total,Recghare,Hilly,Forest,Total,Recghare,Hilly,Forest,Total,Water shed code,Watershed name,DIS code,district,mandal code,mandal,janmaboomi code,village code,,,,,,
897,10-C-79-50,Ctr_Kor_Vijayapuram,Kannikapuram,309,,,,,307,2,0,309,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,45,Nagari,10137450210122,21,Kannikapuram
898,10-C-79-50,Ctr_Kor_Vijayapuram,O.G.Kuppam,767,,,,,767,0,0,767,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,45,Nagari,10137450190123,19,O.G.Kuppam
899,10-C-79-50,Ctr_Kor_Vijayapuram,Virakaveriraja-puram,732,,,,,732,0,0,732,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,45,Nagari,10137450220124,22,Virakaveriraja-puram
900,10-C-79-50,Ctr_Kor_Vijayapuram,Mudi Palli,892,,,,,644,248,0,892,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,45,Nagari,10137450250127,25,Mudi Palli
901,10-C-79-50,Ctr_Kor_Vijayapuram,Srinivasapuram,217,,,,,217,0,0,217,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,45,Nagari,10137450260128,26,Srinivasapuram
902,10-C-79-50,Ctr_Kor_Vijayapuram,Saraswathivilasapuram,134,,,,,90,44,0,134,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,45,Nagari,10137450280128,28,Saraswathivilasapuram
903,10-C-79-50,Ctr_Kor_Vijayapuram,Taduku Peta,353,,,,,301,52,0,353,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,45,Nagari,10137450290128,29,Taduku Peta
904,10-C-79-50,Ctr_Kor_Vijayapuram,VNR peta,53,,,,,53,0,0,53,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,45,Nagari,10137450270128,27,VNR peta
905,10-C-79-50,Ctr_Kor_Vijayapuram,Kavetipuram,224,,,,,224,0,0,224,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,45,Nagari,10137450220122,20,Kavetipuram
906,10-C-79-50,Ctr_Kor_Vijayapuram,Vijaya Raghavapuram,453,,,,,453,0,0,453,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,21,Vijayapuram,10137210090108,9,Vijaya Raghavapuram
907,10-C-79-50,Ctr_Kor_Vijayapuram,KV puram,435,,,,,435,0,0,435,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,21,Vijayapuram,10137210100309,10,KV puram
908,10-C-79-50,Ctr_Kor_Vijayapuram,Mangalam,417,,,,,413,4,0,417,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,21,Vijayapuram,10137210110110,11,Mangalam
909,10-C-79-50,Ctr_Kor_Vijayapuram,Vijayapuram,1263,,,,,1255,8,0,1263,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,21,Vijayapuram,10137210130113,13,Vijayapuram
910,10-C-79-50,Ctr_Kor_Vijayapuram,Ellattur,369,,,,,369,0,0,369,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,21,Vijayapuram,10137210140115,14,Ellattur
911,10-C-79-50,Ctr_Kor_Vijayapuram,Kosalanagaram,785,,,,,785,0,0,785,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,21,Vijayapuram,10137210160119,16,Kosalanagaram
912,10-C-79-50,Ctr_Kor_Vijayapuram,Pata Arcod,577,,,,,526,51,0,577,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,21,Vijayapuram,10137210150116,15,Pata Arcod
913,10-C-79-50,Ctr_Kor_Vijayapuram,Sri haripuram,1082,,,,,987,95,0,1082,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,21,Vijayapuram,10137210180120,18,Sri haripuram
914,10-C-79-50,Ctr_Kor_Vijayapuram,Maharajapuram,298,,,,,298,0,0,298,,,,,,,Koratleru,Vijayapuram,Vijayapuram,10-C-79-50,Ctr_Kor_Vijayapuram,10,Chittoor,21,Vijayapuram,10137210170119,17,Maharajapuram
915,10-C-79-51,Ctr-Kor-Annuru,DM puram,494,,,,,494,0,0,494,,,,,,,Koratleru,Annuru,Annuru,10-C-79-51,Ctr-Kor-Annuru,10,Chittoor,46,Karvetinagaram,10137460110111,11,DM puram
916,10-C-79-51,Ctr-Kor-Annuru,KM puram,756,,,,,696,60,562,756,,,,,,,Koratleru,Annuru,Annuru,10-C-79-51,Ctr-Kor-Annuru,10,Chittoor,46,Karvetinagaram,10137460250120,25,KM puram
917,10-C-79-51,Ctr-Kor-Annuru,Iduvaripalli,89,,,,,89,0,0,89,,,,,,,Koratleru,Annuru,Annuru,10-C-79-51,Ctr-Kor-Annuru,10,Chittoor,46,Karvetinagaram,10137460220118,20,Iduvaripalli
918,10-C-79-51,Ctr-Kor-Annuru,Annuru,333,,,,,333,0,0,333,,,,,,,Koratleru,Annuru,Annuru,10-C-79-51,Ctr-Kor-Annuru,10,Chittoor,46,Karvetinagaram,10137460150114,15,Annuru
919,10-C-79-51,Ctr-Kor-Annuru,Krishnasamudram,58,,,,,58,0,0,58,,,,,,,Koratleru,Annuru,Annuru,10-C-79-51,Ctr-Kor-Annuru,10,Chittoor,46,Karvetinagaram,10137460230114,23,Krishnasamudram
920,10-C-79-51,Ctr-Kor-Annuru,Kotaravedu,387,,,,,256,131,0,387,,,,,,,Koratleru,Annuru,Annuru,10-C-79-51,Ctr-Kor-Annuru,10,Chittoor,46,Karvetinagaram,10137460240119,24,Kotaravedu
921,10-C-79-51,Ctr-Kor-Annuru,Lakshmirajapeta,528,,,,,116,412,0,528,,,,,,,Koratleru,Annuru,Annuru,10-C-79-51,Ctr-Kor-Annuru,10,Chittoor,46,Karvetinagaram,10137460210110,21,Lakshmirajapeta
922,10-C-79-51,Ctr-Kor-Annuru,Gopisettipalli,163,,,,,163,0,0,163,,,,,,,Koratleru,Annuru,Annuru,10-C-79-51,Ctr-Kor-Annuru,10,Chittoor,46,Karvetinagaram,10137460220118,22,Gopisettipalli
923,10-C-79-53,Ctr-Kor-S R Puram,Amudala,861,,,,,569,292,119,861,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,48,Palasamudram,10138480100109,,Amudala
924,10-C-79-53,Ctr-Kor-S R Puram,Vana durga puram,1030,,,,,215,815,0,1030,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,48,Palasamudram,10138480010101,,Vana durga puram
925,10-C-79-53,Ctr-Kor-S R Puram,Pachigunta,594,,,,,519,75,0,594,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,49,G.D.Nellore,10138490160117,,Pachigunta
926,10-C-79-53,Ctr-Kor-S R Puram,Vinjam,1881,,,,,1766,115,243,1881,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,49,G.D.Nellore,10139490040104,,Vinjam
927,10-C-79-53,Ctr-Kor-S R Puram,Pullur,1625,,,,,1256,369,0,1625,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470380122,,Pullur
928,10-C-79-53,Ctr-Kor-S R Puram,Padmapuram,146,,,,,146,,0,146,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470330120,,Padmapuram
929,10-C-79-53,Ctr-Kor-S R Puram,Kondrajupuram,325,,,,,325,0,0,325,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470320119,,Kondrajupuram
930,10-C-79-53,Ctr-Kor-S R Puram,Kannikapuram,36,,,,,36,0,0,36,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470280108,,Kannikapuram
931,10-C-79-53,Ctr-Kor-S R Puram,Suprarajapapuram,137,,,,,137,0,0,137,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470370105,,Suprarajapapuram
932,10-C-79-53,Ctr-Kor-S R Puram,Venugopalapuram,569,,,,,569,0,0,569,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470350105,,Venugopalapuram
933,10-C-79-53,Ctr-Kor-S R Puram,Nallepalli,130,,,,,130,0,0,130,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470110105,,Nallepalli
934,10-C-79-53,Ctr-Kor-S R Puram,Tatimakulapalli,244,,,,,244,0,0,244,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470290118,,Tatimakulapalli
935,10-C-79-53,Ctr-Kor-S R Puram,Peddakondepalli,99,,,,,99,0,0,99,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470120104,,Peddakondepalli
936,10-C-79-53,Ctr-Kor-S R Puram,SSr Puram,186,,,,,186,0,0,186,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470100104,,SSr Puram
937,10-C-79-53,Ctr-Kor-S R Puram,Kannikapuram,46,,,,,46,0,0,46,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470310119,,Kannikapuram
938,10-C-79-53,Ctr-Kor-S R Puram,Basivireddipalli,420,,,,,420,0,0,420,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470030103,,Basivireddipalli
939,10-C-79-53,Ctr-Kor-S R Puram,Arimakulapalli,146,,,,,146,0,0,146,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470090104,,Arimakulapalli
940,10-C-79-53,Ctr-Kor-S R Puram,Voddipalli,128,,,,,128,0,0,128,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470070102,,Voddipalli
941,10-C-79-53,Ctr-Kor-S R Puram,Kannikapuram,365,,,,,365,0,0,365,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470080102,,Kannikapuram
942,10-C-79-53,Ctr-Kor-S R Puram,Jangalapalli,69,,,,,69,0,0,69,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470270117,,Jangalapalli
943,10-C-79-53,Ctr-Kor-S R Puram,Chinnathayyur,603,,,,,603,0,0,603,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470260106,,Chinnathayyur
944,10-C-79-53,Ctr-Kor-S R Puram,S.R.Puram,525,,,,,525,0,0,525,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470250116,,S.R.Puram
945,10-C-79-53,Ctr-Kor-S R Puram,Patapalyam,241,,,,,241,0,0,241,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470240116,,Patapalyam
946,10-C-79-53,Ctr-Kor-S R Puram,Durgarajapuram,87,,,,,87,0,0,87,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470360120,,Durgarajapuram
947,10-C-79-53,Ctr-Kor-S R Puram,Narasimharaja-puram,291,,,,,291,0,0,291,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470340121,,Narasimharaja-puram
948,10-C-79-53,Ctr-Kor-S R Puram,Giddamarajapuram,607,,,,,607,0,0,607,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470230114,,Giddamarajapuram
949,10-C-79-53,Ctr-Kor-S R Puram,Machalamarri,48,,,,,48,0,0,48,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470160108,,Machalamarri
950,10-C-79-53,Ctr-Kor-S R Puram,Mangunta,1068,,,,,1068,0,233,1068,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470140107,,Mangunta
951,10-C-79-53,Ctr-Kor-S R Puram,Donnibumireddy,67,,,,,67,0,0,67,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470150107,,Donnibumireddy
952,10-C-79-53,Ctr-Kor-S R Puram,Vilasavaraha-puram,183,,,,,183,0,0,183,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470060104,,Vilasavaraha-puram
953,10-C-79-53,Ctr-Kor-S R Puram,Ripunjayaraja-puram,133,,,,,133,0,0,133,,,,,,,Koratleru,SR Puram,SR Puram,10-C-79-53,Ctr-Kor-S R Puram,10,Chittoor,47,S.R.Puram,10138470300119,,Ripunjayaraja-puram
954,10-C-79-54,Ctr-Kor-Palasamudram,Tirumalarajapuram,708,,,,,496,212,129,708,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480150112,15,Tirumalarajapuram
955,10-C-79-54,Ctr-Kor-Palasamudram,Gangamambapuram,579,,,,,439,140,0,579,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480160113,16,Gangamambapuram
956,10-C-79-54,Ctr-Kor-Palasamudram,Narasimhapuram,775,,,,,575,200,81,775,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480180111,18,Narasimhapuram
957,10-C-79-54,Ctr-Kor-Palasamudram,Allapalagunta,67,,,,,63,4,0,67,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480170114,17,Allapalagunta
958,10-C-79-54,Ctr-Kor-Palasamudram,Mamidi Manumula,72,,,,,63,9,20,72,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480140111,14,Mamidi Manumula
959,10-C-79-54,Ctr-Kor-Palasamudram,L.N.Puram,515,,,,,395,120,121,515,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480090109,9,L.N.Puram
960,10-C-79-54,Ctr-Kor-Palasamudram,Vengalrajukuppam,953,,,,,712,241,216,953,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480080108,8,Vengalrajukuppam
961,10-C-79-54,Ctr-Kor-Palasamudram,Palasamudram,1103,,,,,937,166,358,1103,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480060106,6,Palasamudram
962,10-C-79-54,Ctr-Kor-Palasamudram,Matavalam,16,,,,,16,0,0,16,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480070105,7,Matavalam
963,10-C-79-54,Ctr-Kor-Palasamudram,Simharajapuram,190,,,,,144,46,0,190,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480050105,5,Simharajapuram
964,10-C-79-54,Ctr-Kor-Palasamudram,Sri Kaverirajapuram,1233,,,,,671,562,74,1233,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480040104,4,Sri Kaverirajapuram
965,10-C-79-54,Ctr-Kor-Palasamudram,Krishna Janma puram,315,,,,,276,39,0,315,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480030103,3,Krishna Janma puram
966,10-C-79-54,Ctr-Kor-Palasamudram,Siddiraju Rangaraju kandriga,228,,,,,156,72,0,228,,,,,,,Koratleru,Palasamudram,Palasamudram,10-C-79-54,Ctr-Kor-Palasamudram,10,Chittoor,48,Palasamudram,10138480020102,2,Siddiraju Rangaraju kandriga
967,10-C-81-55,ctr_pa_GDNellore_GDNellore,100_Gollapalli,269,,,,,269,0,0,269,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490120113,12,100_Gollapalli
968,10-C-81-55,ctr_pa_GDNellore_GDNellore,Agaramangalam,333,,,,,333,0,0,333,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490130114,13,Agaramangalam
969,10-C-81-55,ctr_pa_GDNellore_GDNellore,Ambodarapalli,387,,,,,387,0,0,387,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490280128,28,Ambodarapalli
970,10-C-81-55,ctr_pa_GDNellore_GDNellore,Atmakuru,129,,,,,129,0,0,129,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490250127,25,Atmakuru
971,10-C-81-55,ctr_pa_GDNellore_GDNellore,B.E.Kandirga,8,,,,,8,0,0,8,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490340126,34,B.E.Kandirga
972,10-C-81-55,ctr_pa_GDNellore_GDNellore,Bujjinayanipalli,184,,,,,184,0,0,184,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490330130,33,Bujjinayanipalli
973,10-C-81-55,ctr_pa_GDNellore_GDNellore,Bukkapatnam,436,,,,,436,0,0,436,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490170118,17,Bukkapatnam
974,10-C-81-55,ctr_pa_GDNellore_GDNellore,Chinnavepanjeri,560,,,,,551,9,0,560,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490180119,18,Chinnavepanjeri
975,10-C-81-55,ctr_pa_GDNellore_GDNellore,Ellapalli,212,,,,,212,0,0,212,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490310131,31,Ellapalli
976,10-C-81-55,ctr_pa_GDNellore_GDNellore,Errabodireddipalli,89,,,,,89,0,0,89,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490260124,26,Errabodireddipalli
977,10-C-81-55,ctr_pa_GDNellore_GDNellore,G.D.Nellore,1123,,,,,1048,75,0,1123,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490110113,11,G.D.Nellore
978,10-C-81-55,ctr_pa_GDNellore_GDNellore,Garigalapalli,156,,,,,156,0,0,156,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490350130,35,Garigalapalli
979,10-C-81-55,ctr_pa_GDNellore_GDNellore,Kadapagunta,174,,,,,174,0,0,174,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490240126,24,Kadapagunta
980,10-C-81-55,ctr_pa_GDNellore_GDNellore,Kalijavedu,605,,,,,605,0,0,605,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490100112,10,Kalijavedu
981,10-C-81-55,ctr_pa_GDNellore_GDNellore,Kondepalli,414,,,,,383,31,0,414,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490030103,3,Kondepalli
982,10-C-81-55,ctr_pa_GDNellore_GDNellore,Kotagaram,626,,,,,626,0,0,626,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490060107,6,Kotagaram
983,10-C-81-55,ctr_pa_GDNellore_GDNellore,Kottavenkatapuram,520,,,,,520,0,81,520,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490320132,32,Kottavenkatapuram
984,10-C-81-55,ctr_pa_GDNellore_GDNellore,Mahadevamangalam,476,,,,,476,0,0,476,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490220123,22,Mahadevamangalam
985,10-C-81-55,ctr_pa_GDNellore_GDNellore,Mukkalathuru,668,,,,,668,0,0,668,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490210122,21,Mukkalathuru
986,10-C-81-55,ctr_pa_GDNellore_GDNellore,Murtinayanipalli,184,,,,,184,0,0,184,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490270126,27,Murtinayanipalli
987,10-C-81-55,ctr_pa_GDNellore_GDNellore,Nallarallapalli,59,,,,,59,0,0,59,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490190113,19,Nallarallapalli
988,10-C-81-55,ctr_pa_GDNellore_GDNellore,Nandanur,1504,,,,,1492,13,202,1504,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490070108,7,Nandanur
989,10-C-81-55,ctr_pa_GDNellore_GDNellore,Nellepalli,949,,,,,887,63,0,949,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490020102,2,Nellepalli
990,10-C-81-55,ctr_pa_GDNellore_GDNellore,P.Venkatapuram,72,,,,,44,28,0,72,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490300130,30,P.Venkatapuram
991,10-C-81-55,ctr_pa_GDNellore_GDNellore,Patapalyam,324,,,,,280,44,0,324,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490290129,29,Patapalyam
992,10-C-81-55,ctr_pa_GDNellore_GDNellore,Tungundram,1409,,,,,1203,206,191,1409,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490230125,23,Tungundram
993,10-C-81-55,ctr_pa_GDNellore_GDNellore,Varathuru,1391,,,,,1391,0,243,1391,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490150116,15,Varathuru
994,10-C-81-55,ctr_pa_GDNellore_GDNellore,Vejjupalli,807,,,,,651,156,0,807,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490010101,1,Vejjupalli
995,10-C-81-55,ctr_pa_GDNellore_GDNellore,Vepanjeri,895,,,,,895,0,40,895,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490140115,14,Vepanjeri
996,10-C-81-55,ctr_pa_GDNellore_GDNellore,Viraka Nellore,846,,,,,846,0,0,846,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,49,G.D.Nellore,10139490050106,5,Viraka Nellore
997,10-C-81-55,ctr_pa_GDNellore_GDNellore,Amudala Putturu,237,,,,,181,56,43,237,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,48,Palasamudram,10138480120110,12,Amudala Putturu
998,10-C-81-55,ctr_pa_GDNellore_GDNellore,Balakrishnapuram,80,,,,,55,25,0,80,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,10,Chittoor,48,Palasamudram,10138480130110,13,Balakrishnapuram
999,10-C-81-55,ctr_pa_GDNellore_GDNellore,KaveriRajapuram,1233,,,,,671,562,74,1233,,,,,,,Palar,GD Nellore,GD Nellore,10-C-81-55,ctr_pa_GDNellore_GDNellore,11,Chittoor,48,Palasamudram,10138480110109,1,KaveriRajapuram
