"S.No","Watershed code","Watershed Name"," Village Name","Length ","Design depth of flow","Bed width","Side Slopes","WettedPerimeter","Wetted area","Canal seepage factor"," No.of operating days of canal",," Recharge from canal (ha.m)",,"Annual Recharge"
,,,,"mts","mts","mts","( degrees )","mts","( m.sq mts.)","( ha.m/d/m.sq.m )","Monsoon ","N-Monsoon","Monsoon ","Non-Monsoon","( ha.m )"
121,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Bandlamudi",200,1.5,4,30,7.6,0.00152,15,60,90,1.368,2.052,3.42
122,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","P. Naidupalem",200,1.5,4,30,7.6,0.00152,15,60,90,1.368,2.052,3.42
123,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Cheemakurthy",5400,1.5,4,30,7.6,0.04104,15,60,90,36.936,55.404,92.34
124,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","K.Agraharam",1800,2,6,30,10.8,0.01944,15,60,90,17.496,26.244,43.74
125,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Yerragudipadu",200,1.5,4,30,7.6,0.00152,15,60,90,1.368,2.052,3.42
126,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Manchikalapadu",1800,2,6,30,10.8,0.01944,15,60,90,17.496,26.244,43.74
127,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Lakshmipuram",2100,1.5,4,30,7.6,0.01596,15,60,90,14.364,21.546,35.91
128,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Rudravaram",2100,1.5,4,30,7.6,0.01596,15,60,90,14.364,21.546,35.91
129,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Guravareddipalem",200,1.5,4,30,7.6,0.00152,15,60,90,1.368,2.052,3.42
130,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Minampadu",200,1.5,4,30,7.6,0.00152,15,60,90,1.368,2.052,3.42
131,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Endluru",2100,1.5,4,30,7.6,0.01596,15,60,90,14.364,21.546,35.91
132,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Pernamitta",5500,1.5,4,30,7.6,0.0418,15,60,90,37.62,56.43,94.05
133,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","S.N.Padu (Gangavaram)",3800,1.5,4,30,7.6,0.02888,15,60,90,25.992,38.988,64.98
134,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Throvagunta",2000,1.5,4,30,7.6,0.0152,15,60,90,13.68,20.52,34.2
135,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Devarampadu",300,1.5,4,30,7.6,0.00228,15,60,90,2.052,3.078,5.13
136,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Gudimendlapadu",200,1.5,4,30,7.6,0.00152,15,60,90,1.368,2.052,3.42
137,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Mukthinuthalapadu",200,1.5,4,30,7.6,0.00152,15,60,90,1.368,2.052,3.42
138,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Vellampalli",,,,,,,,,90,,,
139,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Kolachinakota",,,,,,,,,90,,,
140,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Seetharampuram",,,,,,,,,90,,,
141,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Nandipadu",,,,,,,,,90,,,
142,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Inamanamellur",,,,,,,,,90,,,
143,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Doddavarappadu",,,,,,,,,90,,,
144,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Peddakothapalli",,,,,,,,,90,,,
145,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Yedugundlapadu",,,,,,,,,90,,,
146,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","P.Gudipadu",,,,,,,,,90,,,
147,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Karavadi ",,,,,,,,,90,,,
148,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Ulichi",,,,,,,,,90,,,
149,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Chejerla",,,,,,,,,90,,,
150,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Maddiralapadu",,,,,,,,,90,,,
151,"08-c-58-29","PKM-C-G&M-CHEEMAKUTHY","Chekurapadu",,,,,,,,,90,,,
152,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Devarapalem",,2,2.4,45,5.7941125497,0,15,30,90,0,0,0
153,"08-C-59-14(43)","PKM-C-MUSI-CHILAKAPADU","Nippatlapadu",,2,2,45,5.3941125497,0,15,30,90,0,0,0
