Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,
1086,08_C_56_33,PKM_C_GKM_B.PETA,9,Porumamillapalli,,325,325,17875,,,
1087,08_C_56_33,PKM_C_GKM_B.PETA,10,Chinna Cumbum,,2620,2620,144100,,,
1088,08_C_56_33,PKM_C_GKM_B.PETA,7,Madhavapuram,,0,0,0,,,
1089,08_C_56_33,PKM_C_GKM_B.PETA,8,Somidevipalli,,1449,1449,79695,,,
1090,08_C_56_33,PKM_C_GKM_B.PETA,9,Palakaveedu,,3118,3118,171490,,,
1091,08_C_56_33,PKM_C_GKM_B.PETA,11,D-gurvayapalli,,0,0,0,,,
1092,08_C_56_33,PKM_C_GKM_B.PETA,12,Gudimetta,,4057,4057,223135,,,
1093,08_C_56_33,PKM_C_GKM_B.PETA,13,Bhoopanaguntla,,106,106,5830,,,
1094,08_C_56_33,PKM_C_GKM_B.PETA,14,Yadavalli,,3620,3620,199100,,,
1095,08_C_56_33,PKM_C_GKM_B.PETA,,RF,,,0,0,,,
1096,08_C_56_33,PKM_C_GKM_B.PETA,5,Tripurapuram,,868,868,47740,,,
1097,08_C_56_33,PKM_C_GKM_B.PETA,6,Tamballapalli,,624,624,34320,,,
1098,08_C_56_33,PKM_C_GKM_B.PETA,1,Daddawada,,3604,3604,198220,,,
1099,08_C_56_33,PKM_C_GKM_B.PETA,2,Nagireddypalli,,743,743,40865,,,
1100,08_C_56_33,PKM_C_GKM_B.PETA,3,Taticherla,,2121,2121,116655,,,
1101,08_C_59_42,PKM_C_Musi_Kondepi,28,Lakshmipuram,,0,0,0,,,
1102,08_C_59_42,PKM_C_Musi_Kondepi,29,Talamalla,,2144,2144,117920,,,
1103,08_C_59_42,PKM_C_Musi_Kondepi,30,Uppalapadu,,2991,2991,164505,,,
1104,08_C_59_42,PKM_C_Musi_Kondepi,31,Eluru,,2669,2669,146795,,,
1105,08_C_59_42,PKM_C_Musi_Kondepi,32,Salluru,,540,540,29700,,,
1106,08_C_59_42,PKM_C_Musi_Kondepi,1,G.Agraharam,,1172,1172,64460,,,
1107,08_C_59_42,PKM_C_Musi_Kondepi,2,Kellampalli,,2334,2334,128370,,,
1108,08_C_59_42,PKM_C_Musi_Kondepi,3,Gundlasamudram,,2455,2455,135025,,,
1109,08_C_59_42,PKM_C_Musi_Kondepi,4,Rajupalem,,185,185,10175,,,
1110,08_C_59_42,PKM_C_Musi_Kondepi,5,Marripudi,,5932,5932,326260,,,
1111,08_C_59_42,PKM_C_Musi_Kondepi,6,Pannuru,,1274,1274,70070,,,
1112,08_C_59_42,PKM_C_Musi_Kondepi,7,Vallaypalem,,1207,1207,66385,,,
1113,08_C_59_42,PKM_C_Musi_Kondepi,8,Kakarla,,3112,3112,171160,,,
1114,08_C_59_42,PKM_C_Musi_Kondepi,9,Chilamkuru,,1592,1592,87560,,,
1115,08_C_59_42,PKM_C_Musi_Kondepi,10,Chimata,,3456,3456,190080,,,
1116,08_C_59_42,PKM_C_Musi_Kondepi,11,Ramayapalem,,788,788,43340,,,
1117,08_C_59_42,PKM_C_Musi_Kondepi,12,Ankepalli,,757,757,41635,,,
1118,08_C_59_42,PKM_C_Musi_Kondepi,13,Tippaladevipalli,,70,70,3850,,,
1119,08_C_59_42,PKM_C_Musi_Kondepi,14,Kuchipudi,,2163,2163,118965,,,
1120,08_C_59_42,PKM_C_Musi_Kondepi,15,Nirmalapuram,,159,159,8745,,,
1121,08_C_59_42,PKM_C_Musi_Kondepi,16,Gangipalem,,80,80,4400,,,
1122,08_C_59_42,PKM_C_Musi_Kondepi,17,Sannamuru,,989,989,54395,,,
1123,08_C_59_42,PKM_C_Musi_Kondepi,18,Dharmavaram,,1797,1797,98835,,,
1124,08_C_59_42,PKM_C_Musi_Kondepi,19,Juvvigunta,,1117,1117,61435,,,
1125,08_C_59_42,PKM_C_Musi_Kondepi,24,Venkatakrishnapuram,,633,633,34815,,,
1126,08_C_59_42,PKM_C_Musi_Kondepi,1,Mugachintala,,2061,2061,113355,,,
1127,08_C_59_42,PKM_C_Musi_Kondepi,2,Nennurupadu,,1680,1680,92400,,,
1128,08_C_59_42,PKM_C_Musi_Kondepi,3,Gurrapadiya,,1290,1290,70950,,,
1129,08_C_59_42,PKM_C_Musi_Kondepi,4,Petluru,,3990,3990,219450,,,
1130,08_C_59_42,PKM_C_Musi_Kondepi,5,G.D.Kandrika,,0,0,0,,,
1131,08_C_59_42,PKM_C_Musi_Kondepi,6,C.A.B.Kandrika,,1306,1306,71830,,,
1132,08_C_59_42,PKM_C_Musi_Kondepi,7,C.M.Kandrika,,165,165,9075,,,
1133,08_C_59_42,PKM_C_Musi_Kondepi,8,Anakarlapudi,,2398,2398,131890,,,
1134,08_C_59_42,PKM_C_Musi_Kondepi,9,K.G.Kandrika,,682,682,37510,,,
1135,08_C_59_42,PKM_C_Musi_Kondepi,10,Chinnakandlagunta,,1993,1993,109615,,,
1136,08_C_59_42,PKM_C_Musi_Kondepi,11,C.G.C.Kandrika,,258,258,14190,,,
1137,08_C_59_42,PKM_C_Musi_Kondepi,12,P.K.Kandrika,,173,173,9515,,,
1138,08_C_59_42,PKM_C_Musi_Kondepi,13,P.N.Kandrika,,55,55,3025,,,
1139,08_C_59_42,PKM_C_Musi_Kondepi,14,Peddakandlagunta,,1655,1655,91025,,,
1140,08_C_59_42,PKM_C_Musi_Kondepi,15,Ilavara,,3081,3081,169455,,,
1141,08_C_59_42,PKM_C_Musi_Kondepi,16,Kondepi,,4928,4928,271040,,,
1142,08_C_59_42,PKM_C_Musi_Kondepi,17,Peradepi,,2819,2819,155045,,,
1143,08_C_59_42,PKM_C_Musi_Kondepi,18,Muppavaram,,3406,3406,187330,,,
1144,08_C_59_42,PKM_C_Musi_Kondepi,19,Chodavaram,,1638,1638,90090,,,
1145,08_C_59_42,PKM_C_Musi_Kondepi,20,Vennuru,,3312,3312,182160,,,
1146,08_C_59_42,PKM_C_Musi_Kondepi,21,Chinnavenkannapalem(50%),,970,970,53350,,,
1147,08_C_59_42,PKM_C_Musi_Kondepi,22,Uppalapadu,,2966,2966,163130,,,
1148,08_C_59_42,PKM_C_Musi_Kondepi,2,Ananthavaram,,2447,2447,134585,,,
1149,08_C_59_42,PKM_C_Musi_Kondepi,15,Tumadu,,1458,1458,80190,,,
1150,08_C_59_42,PKM_C_Musi_Kondepi,16,P.M.Kandrika_2,,376,376,20680,,,
1151,08_C_59_42,PKM_C_Musi_Kondepi,17,Paletipadu,,2038,2038,112090,,,
1152,08-c-61-52,PKM_C_MN_Pamuru,21,Musunuru,,2691,2691,148005,,,
1153,08-c-61-52,PKM_C_MN_Pamuru,22,Komatigunta,,697,697,38335,,,
1154,08-c-61-52,PKM_C_MN_Pamuru,23,Chinthalapudi,,447,447,24585,,,
1155,08-c-61-52,PKM_C_MN_Pamuru,24,Nagulavaram,,380,380,20900,,,
1156,08-c-61-52,PKM_C_MN_Pamuru,38,Kambhampadu,,677,677,37235,,,
1157,08-c-61-52,PKM_C_MN_Pamuru,,Sankarapuram,,182,182,10010,,,
1158,08-c-61-52,PKM_C_MN_Pamuru,18,Guntupally,,3626,3626,199430,,,
1159,08-c-61-52,PKM_C_MN_Pamuru,1,Kattakindipalli,,2204,2204,121220,,,
1160,08-c-61-52,PKM_C_MN_Pamuru,2,Chilankuru,,1386,1386,76230,,,
1161,08-c-61-52,PKM_C_MN_Pamuru,3,Dadireddypalli,,1552,1552,85360,,,
1162,08-c-61-52,PKM_C_MN_Pamuru,4,Gummalampadu,,473,473,26015,,,
1163,08-c-61-52,PKM_C_MN_Pamuru,5,Vaggampalli,,2794,2794,153670,,,
1164,08-c-61-52,PKM_C_MN_Pamuru,7,Nasikatrayambakam,,327,327,17985,,,
1165,08-c-61-52,PKM_C_MN_Pamuru,8,Inimerla,,3530,3530,194150,,,
1166,08-c-61-52,PKM_C_MN_Pamuru,9,Chilakapadu,,51,51,2805,,,
1167,08-c-61-52,PKM_C_MN_Pamuru,10,Motravulapadu,,593,593,32615,,,
1168,08-c-61-52,PKM_C_MN_Pamuru,11,Chinthalapalem,,1381,1381,75955,,,
1169,08-c-61-52,PKM_C_MN_Pamuru,12,Anumalakonda,,7,7,385,,,
1170,08-c-61-52,PKM_C_MN_Pamuru,13,Bukkapuram,,1211,1211,66605,,,
1171,08-c-61-52,PKM_C_MN_Pamuru,14,Dubagunta,,2303,2303,126665,,,
1172,08-c-61-52,PKM_C_MN_Pamuru,15,Pamuru,,20000,20000,1100000,,,
1173,08-c-61-52,PKM_C_MN_Pamuru,19,Mopadu,,3962,3962,217910,,,
1174,08-c-61-52,PKM_C_MN_Pamuru,20,Balijapalem,,528,528,29040,,,
1175,08-c-61-52,PKM_C_MN_Pamuru,21,Ayyavaripalli,,1952,1952,107360,,,
1176,08-c-61-52,PKM_C_MN_Pamuru,22,Ayyannakota,,621,621,34155,,,
1177,08-c-61-52,PKM_C_MN_Pamuru,25,Siddavaram,,459,459,25245,,,
1178,08-c-61-52,PKM_C_MN_Pamuru,26,Botlaguduru,,5616,5616,308880,,,
1179,08-c-61-52,PKM_C_MN_Pamuru,28,kambaladinne,,2597,2597,142835,,,
1180,08-c-61-52,PKM_C_MN_Pamuru,,Malakondapuram,,9,9,495,,,
1181,08-c-61-52,PKM_C_MN_Pamuru,,R.F,,0,0,0,,,
1182,08-C-57-01,PKM-C-GKM-Y.PALEM,17,Y-palem,,19398,19398,1066890,,,
1183,08-C-57-01,PKM-C-GKM-Y.PALEM,14,Venkatadripalem,,7674,7674,422070,,,
1184,08-C-57-01,PKM-C-GKM-Y.PALEM,20,Kolukula,,4233,4233,232815,,,
1185,08-C-57-01,PKM-C-GKM-Y.PALEM,16,Millampalli,,5331,5331,293205,,,
1186,08-C-57-01,PKM-C-GKM-Y.PALEM,18,Allipalem(RF),,736,736,40480,,,
1187,08-C-57-01,PKM-C-GKM-Y.PALEM,13,T.R.Cheruvu(RF),,46,46,2530,,,
1188,08-C-57-01,PKM-C-GKM-Y.PALEM,19,Daddanala(RF),,191,191,10505,,,
1189,08-C-57-01,PKM-C-GKM-Y.PALEM,11,Madamachalama(RF),,0,0,0,,,
1190,08-C-57-01,PKM-C-GKM-Y.PALEM,7,Suddakuntapenta(RF),,17,17,935,,,
1191,08-C-57-01,PKM-C-GKM-Y.PALEM,15,RAYAVARAM,,0,0,0,,,
1192,08-C-57-01,PKM-C-GKM-Y.PALEM,,Rf,,0,0,0,,,
1193,08-C-60-40,PKM-C-PL-P.C.PALLI,1,Talakondapadu,,2147,2147,118085,,,
1194,08-C-60-40,PKM-C-PL-P.C.PALLI,2,Muddapadu,,1353,1353,74415,,,
1195,08-C-60-40,PKM-C-PL-P.C.PALLI,3,Battupalli,,805,805,44275,,,
1196,08-C-60-40,PKM-C-PL-P.C.PALLI,5,Pd.Alavalapadu,,6385,6385,351175,,,
1197,08-C-60-40,PKM-C-PL-P.C.PALLI,6,Neredupalli,,2498,2498,137390,,,
1198,08-C-60-40,PKM-C-PL-P.C.PALLI,7,Potavaram,,901,901,49555,,,
1199,08-C-60-40,PKM-C-PL-P.C.PALLI,8,Marella,,1557,1557,85635,,,
1200,08-C-60-40,PKM-C-PL-P.C.PALLI,9,Ramagovindapuram,,21,21,1155,,,
1201,08-C-60-40,PKM-C-PL-P.C.PALLI,10,P.C.PALLI,,4299,4299,236445,,,
1202,08-C-60-40,PKM-C-PL-P.C.PALLI,11,Murugummi,,1884,1884,103620,,,
1203,08-C-60-40,PKM-C-PL-P.C.PALLI,12,Ch.varimadugu,,697,697,38335,,,
1204,08-C-60-40,PKM-C-PL-P.C.PALLI,13,Pitchiguntapalli,,0,0,0,,,
1205,08-C-60-40,PKM-C-PL-P.C.PALLI,14,Pd.varimadugu,,595,595,32725,,,
1206,08-C-60-40,PKM-C-PL-P.C.PALLI,15,Gosigundla,,0,0,0,,,
1207,08-C-60-40,PKM-C-PL-P.C.PALLI,16,Vepagumpalli,,746,746,41030,,,
1208,08-C-60-40,PKM-C-PL-P.C.PALLI,17,Chintagumpalli,,1815,1815,99825,,,
1209,08-C-60-40,PKM-C-PL-P.C.PALLI,20,Vithalapuram,,0,0,0,,,
1210,08-C-60-40,PKM-C-PL-P.C.PALLI,21,Pd.Irlapadu,,6296,6296,346280,,,
1211,08-C-60-40,PKM-C-PL-P.C.PALLI,40,Viswanadhapuram,,382,382,21010,,,
,,,,11,11,11,11,11,11,11,11
