Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,,
531,08_C_60_32,PKM_C_PL_H.M.Padu,5,Vemulapadu,,3645,3645,200475,,,
532,08_C_60_32,PKM_C_PL_H.M.Padu,6,Mohammadapuram,,990,990,54450,,,
533,08_C_60_32,PKM_C_PL_H.M.Padu,7,Timmareddypalli,,2944,2944,161920,,,
534,08_C_60_32,PKM_C_PL_H.M.Padu,8,Rasidupuram,,771,771,42405,,,
535,08_C_60_32,PKM_C_PL_H.M.Padu,9,Kotitippala,,539,539,29645,,,
536,08_C_60_32,PKM_C_PL_H.M.Padu,10,Kondareddypalli,,834,834,45870,,,
537,08_C_60_32,PKM_C_PL_H.M.Padu,11,Neelakantapuram,,414,414,22770,,,
538,08_C_60_32,PKM_C_PL_H.M.Padu,12,Nallagandla,,513,513,28215,,,
539,08_C_60_32,PKM_C_PL_H.M.Padu,13,Chinagollapalli,,24,24,1320,,,
540,08_C_60_32,PKM_C_PL_H.M.Padu,14,Pedagollapalli,,1806,1806,99330,,,
541,08_C_60_32,PKM_C_PL_H.M.Padu,15,Valicherla,,1615,1615,88825,,,
542,08_C_60_32,PKM_C_PL_H.M.Padu,16,Nandanavanam,,2184,2184,120120,,,
543,08_C_60_32,PKM_C_PL_H.M.Padu,17,Veeraramapuram,,719,719,39545,,,
544,08_C_60_32,PKM_C_PL_H.M.Padu,18,Ramayapalli,,647,647,35585,,,
545,08_C_60_32,PKM_C_PL_H.M.Padu,19,Muppalapadu,,1171,1171,64405,,,
546,08_C_60_32,PKM_C_PL_H.M.Padu,20,Viragareddypalli,,154,154,8470,,,
547,08_C_60_32,PKM_C_PL_H.M.Padu,21,Dasallapalli,,600,600,33000,,,
548,08_C_60_32,PKM_C_PL_H.M.Padu,22,Kutagundla,,1605,1605,88275,,,
549,08_C_60_32,PKM_C_PL_H.M.Padu,23,Doddichintala,,2726,2726,149930,,,
550,08_C_60_32,PKM_C_PL_H.M.Padu,24,H.M.PADU,,1896,1896,104280,,,
551,08_C_60_32,PKM_C_PL_H.M.Padu,25,Hazipuram,,1911,1911,105105,,,
552,08_C_60_32,PKM_C_PL_H.M.Padu,26,Masayapeta,,504,504,27720,,,
553,08_C_60_32,PKM_C_PL_H.M.Padu,27,Upendrapuram,,0,0,0,,,
554,08_C_60_32,PKM_C_PL_H.M.Padu,15,Manamadugu,,0,0,0,,,
555,08-C-57-21(33),PKM-C-GKM-KONAPALLI,9,Salakalveedu,,2681,2681,147455,,,
556,08-C-57-21(33),PKM-C-GKM-KONAPALLI,11,Chinnaobenenipall,,988,988,54340,,,
557,08-C-57-21(33),PKM-C-GKM-KONAPALLI,15,Pitakayagulla,,6197,6197,340835,,,
558,08-C-57-21(33),PKM-C-GKM-KONAPALLI,16,Basinepalli,,4741,4741,260755,,,
559,08-C-57-21(33),PKM-C-GKM-KONAPALLI,17,M.P.Cheruvu,,3575,3575,196625,,,
560,08-C-57-21(33),PKM-C-GKM-KONAPALLI,19,P-Venkatapuram,,1294,1294,71170,,,
561,08-C-57-21(33),PKM-C-GKM-KONAPALLI,20,Galijerugulla,,4490,4490,246950,,,
562,08-C-57-21(33),PKM-C-GKM-KONAPALLI,21,Konapalli,,1942,1942,106810,,,
563,08-C-57-21(33),PKM-C-GKM-KONAPALLI,,RF,,0,0,0,,,
564,08-C-57-21(33),PKM-C-GKM-KONAPALLI,,Tungodu(RF),,172,172,9460,,,
565,08-C-57-21(33),PKM-C-GKM-KONAPALLI,1,Devakamarri(RF),,63,63,3465,,,
566,08-C-57-21(33),PKM-C-GKM-KONAPALLI,3,Talaneelalu(RF),,40,40,2200,,,
567,08-C-57-21(33),PKM-C-GKM-KONAPALLI,6,Ravipadu,,3478,3478,191290,,,
568,08_C_61_38,PKM_C_MN_C.S.Puram,4,Venkatayacheruvu,,1133,1133,62315,,,
569,08_C_61_38,PKM_C_MN_C.S.Puram,5,Boyamadugula,,1011,1011,55605,,,
570,08_C_61_38,PKM_C_MN_C.S.Puram,8,Mundlapadu,,907,907,49885,,,
571,08_C_61_38,PKM_C_MN_C.S.Puram,9,Chintalapalem,,684,684,37620,,,
572,08_C_61_38,PKM_C_MN_C.S.Puram,10,Arivemula,,1071,1071,58905,,,
573,08_C_61_38,PKM_C_MN_C.S.Puram,11,Ekunampuram,,1619,1619,89045,,,
574,08_C_61_38,PKM_C_MN_C.S.Puram,12,Thummagunta,,118,118,6490,,,
575,08_C_61_38,PKM_C_MN_C.S.Puram,13,Darsiguntapeta,,3300,3300,181500,,,
576,08_C_61_38,PKM_C_MN_C.S.Puram,14,Bonthavaripalli,,195,195,10725,,,
577,08_C_61_38,PKM_C_MN_C.S.Puram,16,Bodavuladinne,,326,326,17930,,,
578,08_C_61_38,PKM_C_MN_C.S.Puram,17,Kondaboyinapalli,,822,822,45210,,,
579,08_C_61_38,PKM_C_MN_C.S.Puram,18,Ranganayunanipalli,,489,489,26895,,,
580,08_C_61_38,PKM_C_MN_C.S.Puram,19,Darsithimmakkapalli,,305,305,16775,,,
581,08_C_61_38,PKM_C_MN_C.S.Puram,20,C.S.Puram,,7544,7544,414920,,,
582,08_C_61_38,PKM_C_MN_C.S.Puram,25,Kovelampadu,,2738,2738,150590,,,
583,08_C_61_38,PKM_C_MN_C.S.Puram,26,Anikepalli,,809,809,44495,,,
584,08_C_61_38,PKM_C_MN_C.S.Puram,27,Nallamadugula,,1919,1919,105545,,,
585,08_C_61_38,PKM_C_MN_C.S.Puram,28,Uppalapadu,,1130,1130,62150,,,
586,08_C_61_38,PKM_C_MN_C.S.Puram,29,Gunthachennampalli,,1258,1258,69190,,,
587,08_C_61_38,PKM_C_MN_C.S.Puram,30,Regulachilaka,,1652,1652,90860,,,
588,08_C_61_38,PKM_C_MN_C.S.Puram,31,Chennapanayudipalli,,1264,1264,69520,,,
589,08_C_61_38,PKM_C_MN_C.S.Puram,32,Vatlabayalu,,1853,1853,101915,,,
590,08_C_61_38,PKM_C_MN_C.S.Puram,33,Malameedipalli,,0,0,0,,,
591,08_C_61_38,PKM_C_MN_C.S.Puram,34,Kothapalli,,1034,1034,56870,,,
592,08_C_61_38,PKM_C_MN_C.S.Puram,35,Ambavaram,,877,877,48235,,,
593,08_C_61_38,PKM_C_MN_C.S.Puram,15,M.Venganapalli,,476,476,26180,,,
594,08_C_61_38,PKM_C_MN_C.S.Puram,,R.F,,,0,0,,,
595,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,1,Murikimallapenta(RF),,576,576,31680,,,
596,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,9,Rachakonda,,4510,4510,248050,,,
597,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,10,Yandrapalli,,6101,6101,335555,,,
598,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,11,Komarolu,,2654,2654,145970,,,
599,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,12,Chapalamadugu,,6796,6796,373780,,,
600,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,13,Kavalakuntla,,1613,1613,88715,,,
601,08-C-57-13(2),PKM-C-GKM-KAVALAKUNTLA,,RF,,0,0,0,,,
602,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,1,Malakondapentagudam,,50,50,2750,,,
603,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,2,Isukagundam,,33,33,1815,,,
604,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,3,Ambavaram,,5351,5351,294305,,,
605,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,8,Narava,,2503,2503,137665,,,
606,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,9,Narasimhunipalli,,837,837,46035,,,
607,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,10,Kongalaveedu,,1669,1669,91795,,,
608,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,11,Giddalur,,35150,35150,1933250,,,
609,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,12,Modampalli,,973,973,53515,,,
610,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,13,Chattireddypalli,,1551,1551,85305,,,
611,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,14,Kristnamsettipalli,,8253,8253,453915,,,
612,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,15,Kanchipalli,,2280,2280,125400,,,
613,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,16,Bogada,,29,29,1595,,,
614,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,17,Kothakota,,1786,1786,98230,,,
615,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,18,Mundlapadu,,7781,7781,427955,,,
616,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,19,Kommanur,,2401,2401,132055,,,
617,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,20,Sanjeevaraopeta,,4732,4732,260260,,,
618,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,21,Gadikota,,2397,2397,131835,,,
619,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,22,Uyyalavada,,4272,4272,234960,,,
620,08_C_70_36,PKM_C_SAGILERU_GIDDALURU,,R.Forest ,,,0,0,,,
621,08-c-60-56,PKM-C-PL-S.KONDA,10,Muppala,,1705,1705,93775,,,
622,08-c-60-56,PKM-C-PL-S.KONDA,11,Singarabhotlapalem,,1758,1758,96690,,,
623,08-c-60-56,PKM-C-PL-S.KONDA,22,V.K.Kandrika,,193,193,10615,,,
624,08-c-60-56,PKM-C-PL-S.KONDA,21,N.V.V.Kandrika,,98,98,5390,,,
625,08-c-60-56,PKM-C-PL-S.KONDA,22,Nandanavanam,,2310,2310,127050,,,
626,08-c-60-56,PKM-C-PL-S.KONDA,23,K.Bitragunta,,4588,4588,252340,,,
627,08-c-60-56,PKM-C-PL-S.KONDA,24,J.G.Kandrika,,0,0,0,,,
628,08-c-60-56,PKM-C-PL-S.KONDA,2,M.K.Kandrika,,0,0,0,,,
629,08-c-60-56,PKM-C-PL-S.KONDA,3,Pandulapadu,,1173,1173,64515,,,
630,08-c-60-56,PKM-C-PL-S.KONDA,4,Jillelamudi,,1713,1713,94215,,,
631,08-c-60-56,PKM-C-PL-S.KONDA,5,Vikkiralapeta,,1493,1493,82115,,,
632,08-c-60-56,PKM-C-PL-S.KONDA,6,Palukuru,,5849,5849,321695,,,
633,08-c-60-56,PKM-C-PL-S.KONDA,7,KondiKandukuru,,1587,1587,87285,,,
634,08-c-60-56,PKM-C-PL-S.KONDA,8,Kovvuru,,2246,2246,123530,,,
635,08-c-60-56,PKM-C-PL-S.KONDA,1,Kanumalla,,2727,2727,149985,,,
636,08-c-60-56,PKM-C-PL-S.KONDA,2,kalikavaya,,2340,2340,128700,,,
637,08-c-60-56,PKM-C-PL-S.KONDA,3,Mulaguntapadu,,7145,7145,392975,,,
638,08-c-60-56,PKM-C-PL-S.KONDA,4,Somarajupalli,,6291,6291,346005,,,
639,08-c-60-56,PKM-C-PL-S.KONDA,5,Pakala,,14467,14467,795685,,,
640,08-c-60-56,PKM-C-PL-S.KONDA,7,Singarayakonda,,4924,4924,270820,,,
641,08_C_70_37,PKM_C_Sagileru_Allinagaram,21,Allinagaram,,2127,2127,116985,,,
642,08_C_70_37,PKM_C_Sagileru_Allinagaram,21,R.F,,,0,0,,,
643,08_C_44_9(1),PKM_D_LK_Garinipenta,10,Ballagondipenta,,107,107,5885,,,
644,08_C_44_9(1),PKM_D_LK_Garinipenta,9,Garnipenta,,35,35,1925,,,
645,08_C_44_9(1),PKM_D_LK_Garinipenta,,R.F,,,0,0,,,
646,08_C_57_27,PKM_C_GKM_Korisapadu,3,Somavarrappadu,,947,947,52085,,,
647,08_C_57_27,PKM_C_GKM_Korisapadu,4,Korisapadu ,,4009,4009,220495,,,
648,08_C_57_27,PKM_C_GKM_Korisapadu,7,Dyvalaravuru,,3205,3205,176275,,,
649,08_C_57_27,PKM_C_GKM_Korisapadu,3,Annangi,,2243,2243,123365,,,
650,08_C_57_27,PKM_C_GKM_Korisapadu,4,Gundlapalli,,4627,4627,254485,,,
651,08_C_57_27,PKM_C_GKM_Korisapadu,5,Rachavaripalem,,2756,2756,151580,,,
652,08_C_57_27,PKM_C_GKM_Korisapadu,6,Kirthipadu,,1295,1295,71225,,,
653,08_C_57_27,PKM_C_GKM_Korisapadu,1,Kothakota,,2023,2023,111265,,,
654,08_C_57_27,PKM_C_GKM_Korisapadu,2,Nidamanuru,,5693,5693,313115,,,
655,08_C_57_27,PKM_C_GKM_Korisapadu,4,Chadalawada,,3053,3053,167915,,,
656,08_C_57_27,PKM_C_GKM_Korisapadu,7,Chervanuppalapadu,,2988,2988,164340,,,
657,08_C_57_27,PKM_C_GKM_Korisapadu,8,Ammanabrolu,,7515,7515,413325,,,
658,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,6,Pedakandukuru,,2868,2868,157740,,,
659,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,7,Ayyavaripalli,,434,434,23870,,,
660,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,8,Donakonda,,2028,2028,111540,,,
661,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,9,Arthaveedu,,6572,6572,361460,,,
662,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,11,Papinenipalli,,4713,4713,259215,,,
663,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,10,Bollupalli,,2368,2368,130240,,,
664,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,12,Erragunta,,963,963,52965,,,
665,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,13,Bogulu,,3182,3182,175010,,,
666,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,12,Lingapuram,,2166,2166,119130,,,
667,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,13,Lingapuram Kandrika,,0,0,0,,,
668,08_C_57_8,PKM_C-GKM_ARDHAVEEDU,,RF,,,0,0,,,
669,08_C_56_45,PKM_C_Romperu_N.G.Padu,8,Pamidipadu,,6850,6850,376750,,,
670,08_C_56_45,PKM_C_Romperu_N.G.Padu,9,Prasangalapadu,,1168,1168,64240,,,
671,08_C_56_45,PKM_C_Romperu_N.G.Padu,10,Rachapudi,,2897,2897,159335,,,
672,08_C_56_45,PKM_C_Romperu_N.G.Padu,3,Pothavaram,,2669,2669,146795,,,
673,08_C_56_45,PKM_C_Romperu_N.G.Padu,9,Raparla,,3475,3475,191125,,,
674,08_C_56_45,PKM_C_Romperu_N.G.Padu,10,Machavaram,,2183,2183,120065,,,
675,08_C_56_45,PKM_C_Romperu_N.G.Padu,11,Naguluppalapadu,,3768,3768,207240,,,
676,08_C_56_45,PKM_C_Romperu_N.G.Padu,12,Kandlagunta,,3851,3851,211805,,,
677,08_C_56_45,PKM_C_Romperu_N.G.Padu,13,Uppugonduru,,9060,9060,498300,,,
678,08_C_56_45,PKM_C_Romperu_N.G.Padu,14,Mattigunta,,909,909,49995,,,
679,08_C_56_45,PKM_C_Romperu_N.G.Padu,18,Kanuparthi,,5927,5927,325985,,,
680,08_C_56_45,PKM_C_Romperu_N.G.Padu,7,Pedaganjam,,7972,7972,438460,,,
681,08-C-59-11,PKM-C-MUSI-K.K.MITLA,20,Pochamukkalapalli,,0,0,0,,,
682,08-C-59-11,PKM-C-MUSI-K.K.MITLA,27,Sangapuram,,1139,1139,62645,,,
683,08-C-59-11,PKM-C-MUSI-K.K.MITLA,28,Kalavalapalli,,0,0,0,,,
684,08-C-59-11,PKM-C-MUSI-K.K.MITLA,29,Tellabadu,,678,678,37290,,,
685,08-C-59-11,PKM-C-MUSI-K.K.MITLA,30,P.Kambhampadu,,698,698,38390,,,
686,08-C-59-11,PKM-C-MUSI-K.K.MITLA,1,Ganimanapadu,,866,866,47630,,,
687,08-C-59-11,PKM-C-MUSI-K.K.MITLA,2,Vagimadugu,,2023,2023,111265,,,
688,08-C-59-11,PKM-C-MUSI-K.K.MITLA,3,Mummaipalem,,215,215,11825,,,
689,08-C-59-11,PKM-C-MUSI-K.K.MITLA,4,Basavapuram,,425,425,23375,,,
690,08-C-59-11,PKM-C-MUSI-K.K.MITLA,5,Munagapadu,,2338,2338,128590,,,
691,08-C-59-11,PKM-C-MUSI-K.K.MITLA,6,Veligandla,,1627,1627,89485,,,
692,08-C-59-11,PKM-C-MUSI-K.K.MITLA,8,Chintagunta,,1347,1347,74085,,,
693,08-C-59-11,PKM-C-MUSI-K.K.MITLA,9,Buradapaelm,,256,256,14080,,,
694,08-C-59-11,PKM-C-MUSI-K.K.MITLA,10,Ambapuram,,884,884,48620,,,
695,08-C-59-11,PKM-C-MUSI-K.K.MITLA,11,Regumanupalli,,336,336,18480,,,
696,08-C-59-11,PKM-C-MUSI-K.K.MITLA,12,Gurralamadugu,,819,819,45045,,,
697,08-C-59-11,PKM-C-MUSI-K.K.MITLA,13,Garladenne,,2157,2157,118635,,,
698,08-C-59-11,PKM-C-MUSI-K.K.MITLA,14,Marripalem,,852,852,46860,,,
699,08-C-59-11,PKM-C-MUSI-K.K.MITLA,15,Vaddimadugu,,1288,1288,70840,,,
700,08-C-59-11,PKM-C-MUSI-K.K.MITLA,16,Bodapadu,,295,295,16225,,,
701,08-C-59-11,PKM-C-MUSI-K.K.MITLA,17,Aswarayunipalem,,0,0,0,,,
702,08-C-59-11,PKM-C-MUSI-K.K.MITLA,18,Edurrallapadu,,1280,1280,70400,,,
703,08-C-59-11,PKM-C-MUSI-K.K.MITLA,19,K.K.Mitla,,3014,3014,165770,,,
704,08-C-59-11,PKM-C-MUSI-K.K.MITLA,22,Katragunta,,2944,2944,161920,,,
705,08-C-59-11,PKM-C-MUSI-K.K.MITLA,23,Tuvvapadu,,1906,1906,104830,,,
706,08-C-59-11,PKM-C-MUSI-K.K.MITLA,24,Vinjavarthipadu,,492,492,27060,,,
707,08-C-59-11,PKM-C-MUSI-K.K.MITLA,25,Salanutala,,1215,1215,66825,,,
708,08-C-59-11,PKM-C-MUSI-K.K.MITLA,27,Nagampalli,,1291,1291,71005,,,
709,08-C-59-11,PKM-C-MUSI-K.K.MITLA,28,Budamkayalapadu,,258,258,14190,,,
710,08-C-59-11,PKM-C-MUSI-K.K.MITLA,30,Garimenapenta,,1729,1729,95095,,,
711,08-C-59-11,PKM-C-MUSI-K.K.MITLA,6,Gajjalakonda,,4567,4567,251185,,,
712,08-C-59-11,PKM-C-MUSI-K.K.MITLA,1,Igalapadu,,1315,1315,72325,,,
713,08-C-59-11,PKM-C-MUSI-K.K.MITLA,2,Kesavabotlapalem,,170,170,9350,,,
714,08-C-59-11,PKM-C-MUSI-K.K.MITLA,3,Pamulapadu,,1250,1250,68750,,,
715,08-C-59-11,PKM-C-MUSI-K.K.MITLA,4,Kunchipalli,,2275,2275,125125,,,
716,08-C-59-11,PKM-C-MUSI-K.K.MITLA,5,Dasallapalli,,294,294,16170,,,
717,08-C-59-11,PKM-C-MUSI-K.K.MITLA,6,Ramulaveedu,,508,508,27940,,,
718,08-C-59-11,PKM-C-MUSI-K.K.MITLA,5,Ganugapenta,,1875,1875,103125,,,
719,08-C-59-11,PKM-C-MUSI-K.K.MITLA,6,Potalapadu,,1643,1643,90365,,,
720,08-C-59-11,PKM-C-MUSI-K.K.MITLA,7,Kandallapalli,,322,322,17710,,,
721,08-C-59-11,PKM-C-MUSI-K.K.MITLA,8,Ragasamudram,,897,897,49335,,,
722,08-C-59-11,PKM-C-MUSI-K.K.MITLA,9,Kalujuvvalapadu,,2195,2195,120725,,,
723,08-C-59-11,PKM-C-MUSI-K.K.MITLA,10,Jangamreddypalli,,452,452,24860,,,
724,08-C-59-11,PKM-C-MUSI-K.K.MITLA,11,Obayapalli,,519,519,28545,,,
725,08-C-59-11,PKM-C-MUSI-K.K.MITLA,23,Mangalakunta,,1160,1160,63800,,,
726,08-C-59-11,PKM-C-MUSI-K.K.MITLA,25,Kondareddypalli,,325,325,17875,,,
727,08-C-59-11,PKM-C-MUSI-K.K.MITLA,26,Lakshmakkapalli,,577,577,31735,,,
728,08-C-60-39,PKM-C-PL-VELIGANDLA,29,Takkellapadu(k),,535,535,29425,,,
729,08-C-60-39,PKM-C-PL-VELIGANDLA,1,P.nagulavaram,,4488,4488,246840,,,
730,08-C-60-39,PKM-C-PL-VELIGANDLA,2,J.Narasayapalli,,379,379,20845,,,
731,08-C-60-39,PKM-C-PL-VELIGANDLA,3,K.K.B.Kandrika,,0,0,0,,,
732,08-C-60-39,PKM-C-PL-VELIGANDLA,4,P.Rallapalli,,1859,1859,102245,,,
733,08-C-60-39,PKM-C-PL-VELIGANDLA,5,Ganesunipalli,,369,369,20295,,,
734,08-C-60-39,PKM-C-PL-VELIGANDLA,6,Panduva,,401,401,22055,,,
735,08-C-60-39,PKM-C-PL-VELIGANDLA,7,G.Sitaramapuram,,0,0,0,,,
736,08-C-60-39,PKM-C-PL-VELIGANDLA,8,Gannavaram,,1030,1030,56650,,,
737,08-C-60-39,PKM-C-PL-VELIGANDLA,9,Gurugupadu,,500,500,27500,,,
738,08-C-60-39,PKM-C-PL-VELIGANDLA,10,Kankanampadu,,2151,2151,118305,,,
739,08-C-60-39,PKM-C-PL-VELIGANDLA,11,K.Agraharam,,931,931,51205,,,
740,08-C-60-39,PKM-C-PL-VELIGANDLA,12,Ballavaram,,393,393,21615,,,
741,08-C-60-39,PKM-C-PL-VELIGANDLA,13,Perugupall,,257,257,14135,,,
742,08-C-60-39,PKM-C-PL-VELIGANDLA,14,Hussainpuram,,2222,2222,122210,,,
743,08-C-60-39,PKM-C-PL-VELIGANDLA,16,Bontaguntapalli,,119,119,6545,,,
744,08-C-60-39,PKM-C-PL-VELIGANDLA,17,Mogulluru,,2847,2847,156585,,,
745,08-C-60-39,PKM-C-PL-VELIGANDLA,18,Veligandla,,3008,3008,165440,,,
746,08-C-60-39,PKM-C-PL-VELIGANDLA,19,Ramagopalapuram,,1102,1102,60610,,,
747,08-C-60-39,PKM-C-PL-VELIGANDLA,20,Ramalingapuram,,1073,1073,59015,,,
748,08-C-60-39,PKM-C-PL-VELIGANDLA,21,Immadicheruvu,,2153,2153,118415,,,
749,08-C-60-39,PKM-C-PL-VELIGANDLA,22,Vedullacheruvu,,1149,1149,63195,,,
750,08-C-60-39,PKM-C-PL-VELIGANDLA,23,Kotalapalli,,1103,1103,60665,,,
751,08-C-60-40,PKM-C-PL-VELIGANDLA,,RF,,,0,0,,,
752,08-C-57-35,Pkm_C-Gkm_Racherla,14,Errabalem,,2464,2464,135520,,,
753,08-C-57-35,Pkm_C-Gkm_Racherla,15,Ananthapalli,,0,0,0,,,
754,08-C-57-35,Pkm_C-Gkm_Racherla,16,Turimella,,5402,5402,297110,,,
755,08-C-57-35,Pkm_C-Gkm_Racherla,1,Akaveedu,,5744,5744,315920,,,
756,08-C-57-35,Pkm_C-Gkm_Racherla,2,Venthurlapadu,,70,70,3850,,,
757,08-C-57-35,Pkm_C-Gkm_Racherla,3,Chinnaganipalli,,1849,1849,101695,,,
758,08-C-57-35,Pkm_C-Gkm_Racherla,4,Chollaveedu,,3143,3143,172865,,,
759,08-C-57-35,Pkm_C-Gkm_Racherla,5,J.P.Cheruvu,,2392,2392,131560,,,
760,08-C-57-35,Pkm_C-Gkm_Racherla,6,Anumalapalli,,3084,3084,169620,,,
761,08-C-57-35,Pkm_C-Gkm_Racherla,10,Racherla,,6518,6518,358490,,,
762,08-C-57-35,Pkm_C-Gkm_Racherla,4,Timmapuram,,1048,1048,57640,,,
763,08-C-57-35,Pkm_C-Gkm_Racherla,,RF,,,0,0,,,
764,08-D-44-03,PKM-D-KRISHNA-PALUTLA,3,Palutla,,622,622,34210,,,
765,08-D-44-03,PKM-D-KRISHNA-PALUTLA,5,Ponnalaboilu,,101,101,5555,,,
766,08-D-44-03,PKM-D-KRISHNA-PALUTLA,6,Narutadikala,,0,0,0,,,
767,08-D-44-03,PKM-D-KRISHNA-PALUTLA,1,Alatam,,10,10,550,,,
768,08-D-44-03,PKM-D-KRISHNA-PALUTLA,8,Burugundla,,35,35,1925,,,
769,08-D-44-03,PKM-D-KRISHNA-PALUTLA,2,Guttalacheruvu,,94,94,5170,,,
770,08-D-44-03,PKM-D-KRISHNA-PALUTLA,32,Baipenta,,107,107,5885,,,
771,08-D-44-03,PKM-D-KRISHNA-PALUTLA,33,Naidakkacherla,,77,77,4235,,,
772,08-D-44-03,PKM-D-KRISHNA-PALUTLA,,Resrve forest,,0,0,0,,,
773,08_C_60_41,Pkm_C_PL_Ponnalulu,3,Rajavulapadu,,1357,1357,74635,,,
774,08_C_60_41,Pkm_C_PL_Ponnalulu,4,Manginapadu,,318,318,17490,,,
775,08_C_60_41,Pkm_C_PL_Ponnalulu,5,Chennipadu,,1997,1997,109835,,,
776,08_C_60_41,Pkm_C_PL_Ponnalulu,6,P.B.puram,,0,0,0,,,
777,08_C_60_41,Pkm_C_PL_Ponnalulu,7,Ravulakollu,,2292,2292,126060,,,
778,08_C_60_41,Pkm_C_PL_Ponnalulu,8,Uppaladinna,,1113,1113,61215,,,
779,08_C_60_41,Pkm_C_PL_Ponnalulu,9,Vempadu,,922,922,50710,,,
780,08_C_60_41,Pkm_C_PL_Ponnalulu,12,Vellaturu,,1428,1428,78540,,,
781,08_C_60_41,Pkm_C_PL_Ponnalulu,13,Ponnaluru,,7461,7461,410355,,,
782,08_C_60_41,Pkm_C_PL_Ponnalulu,14,P.G.Kandrika,,132,132,7260,,,
783,08_C_60_41,Pkm_C_PL_Ponnalulu,15,Cherukuru,,7275,7275,400125,,,
784,08_C_60_41,Pkm_C_PL_Ponnalulu,16,Boganampadu,,2931,2931,161205,,,
785,08_C_60_41,Pkm_C_PL_Ponnalulu,17,Malepadu,,1590,1590,87450,,,
786,08_C_60_41,Pkm_C_PL_Ponnalulu,18,Lingamguntla,,1137,1137,62535,,,
787,08_C_60_41,Pkm_C_PL_Ponnalulu,2,Veerannapalem,,251,251,13805,,,
788,08-C-60-49,PKM-C-PL-JARUGUMALLI,25,Tangella,,2476,2476,136180,,,
789,08-C-60-49,PKM-C-PL-JARUGUMALLI,26,Ayyaparajupalem,,1196,1196,65780,,,
790,08-C-60-49,PKM-C-PL-JARUGUMALLI,1,Tangutur,,27652,27652,1520860,,,
791,08-C-60-49,PKM-C-PL-JARUGUMALLI,3,Velagapudi,,972,972,53460,,,
792,08-C-60-49,PKM-C-PL-JARUGUMALLI,4,Jayavaram,,1627,1627,89485,,,
793,08-C-60-49,PKM-C-PL-JARUGUMALLI,1,P.M.kandrika-1,,560,560,30800,,,
794,08-C-60-49,PKM-C-PL-JARUGUMALLI,2,N.N.Kandrika,,1465,1465,80575,,,
795,08-C-60-49,PKM-C-PL-JARUGUMALLI,3,Vardhinenipalem,,1919,1919,105545,,,
796,08-C-60-49,PKM-C-PL-JARUGUMALLI,4,Pachhava,,2721,2721,149655,,,
797,08-C-60-49,PKM-C-PL-JARUGUMALLI,5,K-Agraharam,,244,244,13420,,,
798,08-C-60-49,PKM-C-PL-JARUGUMALLI,6,Kamepalli,,3284,3284,180620,,,
799,08-C-60-49,PKM-C-PL-JARUGUMALLI,7,Chathukapadu,,1555,1555,85525,,,
800,08-C-60-49,PKM-C-PL-JARUGUMALLI,8,I.M.Kandrika,,0,0,0,,,
801,08-C-60-49,PKM-C-PL-JARUGUMALLI,9,Pydipadu,,3428,3428,188540,,,
802,08-C-60-49,PKM-C-PL-JARUGUMALLI,10,Ramachandrapuram,,976,976,53680,,,
803,08-C-60-49,PKM-C-PL-JARUGUMALLI,11,N.M.V.Kandrika,,98,98,5390,,,
804,08-C-60-49,PKM-C-PL-JARUGUMALLI,12,Narasingolu,,1941,1941,106755,,,
805,08-C-60-49,PKM-C-PL-JARUGUMALLI,13,Chirukurapadu,,2225,2225,122375,,,
