,,,,"Command Area",,"Non command Area",,"Poor quality area",,
,,,,"Residential",,"Residential",,"Residential",,
"Sr.no","Watershed code","GW watershed name","village name","DWDW/HP","DW PWS","DWDW/HP","DW PWS","DWDW/HP","DW PWS","Total"
215,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Srirangapuram",16,0,0,0,0,0,16
216,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Chebrolu",13,0,0,0,0,0,13
217,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Patareddypalem",18,0,0,0,0,0,18
218,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Manchala",22,0,0,0,0,0,22
219,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Kornepadu",12,0,0,0,10,0,22
220,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Ananthavarappadu",0,0,0,0,0,0,0
221,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Chamallamudi",7,0,0,0,5,0,12
222,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Kurunuthala",6,0,0,0,4,0,10
223,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Garapadu",47,0,0,0,45,0,92
224,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Yamarru",52,0,0,0,50,0,102
225,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Katrapadu",16,0,0,0,14,0,30
226,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Vatticherukuru",7,0,0,0,4,0,11
227,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Lemallepadu",62,0,0,0,60,0,122
228,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Kovelamudi",79,0,0,0,76,0,155
229,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Karempudipadu",34,0,0,0,32,0,66
230,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Mutluru",6,0,0,0,4,0,10
231,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Pallapadu",10,0,0,0,8,0,18
232,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Enamadala",8,6,0,0,6,0,20
233,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Kondepadu",7,0,0,0,5,0,12
234,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Mallayapalem",7,0,0,0,5,0,12
235,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Vangipuram",5,0,0,0,3,0,8
236,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Vallur",10,0,0,0,8,0,18
237,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Kollimarla",7,0,0,0,5,0,12
238,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","Pandrapadu",8,0,0,0,5,0,13
239,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Lakkarajugarlapadu",80,1,0,0,0,0,81
240,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Palidevarlapadu",27,1,0,0,0,0,28
241,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Narnepadu",75,1,0,0,0,0,76
242,"07-C-55-41","GNT-C-55-Nakka-Muppalla","L kurapadu",25,2,0,0,0,0,27
243,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Erraguntlapadu",25,2,0,0,0,0,27
244,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Merikapudi",16,2,0,0,0,0,18
245,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Gundlapadu",15,2,0,0,0,0,17
246,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Ponukupadu",179,2,0,0,0,0,181
247,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Mydavolu",12,2,0,0,0,0,14
248,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Vankayalapadu",6,2,0,0,0,0,8
