Sr.No,,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,Domestic,,,,Industrial,,,,Agriculture,,,,,,,,Industrial,,,,,,,,,,,,,,,,Watershed name
,Watershed name,Type of well,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,yield,No.of ,Days of operation of wells          ,,,,,,yield,No.of ,Days of operation of wells          ,,,,,,,,,,,,,,GNT_C_54_Amarthaluru
,,,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,lph,wells,Monsoon,Non - Monsoon,,,,,lph,wells,Monsoon,Non - Monsoon,,,,,,,,,,,,,GNT_C_54_Bapatla
162,GNT-C-55-Tummala-Edlapadu,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
163,GNT-C-55-Tummala-Edlapadu,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
164,GNT-C-55-Tummala-Edlapadu,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
165,GNT-C-55-Tummala-Edlapadu,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
166,GNT-C-55-Tummala-Edlapadu,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
167,GNT-C-55-Tummala-Edlapadu,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
168,GNT-C-55-Tummala-Edlapadu,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
169,GNT-C-55-Ura-Rompicherla,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
170,GNT-C-55-Ura-Rompicherla,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
171,GNT-C-55-Ura-Rompicherla,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
172,GNT-C-55-Ura-Rompicherla,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
173,GNT-C-55-Ura-Rompicherla,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
174,GNT-C-55-Ura-Rompicherla,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
175,GNT-C-55-Ura-Rompicherla,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
176,GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
177,GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,4285.7142857143,30,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
178,GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
179,GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
180,GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
181,GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
182,GNT-C-55-Vogeru-Chilakaluripet_Part-Ongole,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
183,GNT-C-57-Anga-Angalur,DW,3857.1428571429,27,30,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
184,GNT-C-57-Anga-Angalur,DW+PS/DCB,4285.7142857143,30,30,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,4285.7142857143,30,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
185,GNT-C-57-Anga-Angalur,BWs,6428.5714285714,45,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,6428.5714285714,45,30,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,8571.4285714286,60,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
186,GNT-C-57-Anga-Angalur,STW,22000,154,30,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
187,GNT-C-57-Anga-Angalur,MTW,45000,315,30,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
188,GNT-C-57-Anga-Angalur,Deep TW,64285.7142857143,450,30,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
189,GNT-C-57-Anga-Angalur,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
190,GNT-C-57-Cheja-Chejerla,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
191,GNT-C-57-Cheja-Chejerla,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
192,GNT-C-57-Cheja-Chejerla,BWs,6428.5714285714,45,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,6428.5714285714,45,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
193,GNT-C-57-Cheja-Chejerla,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
194,GNT-C-57-Cheja-Chejerla,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
195,GNT-C-57-Cheja-Chejerla,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
196,GNT-C-57-Cheja-Chejerla,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
197,GNT-C-57-Gundla-1-Nuzendla-Part_Ongole,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
198,GNT-C-57-Gundla-1-Nuzendla-Part_Ongole,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
199,GNT-C-57-Gundla-1-Nuzendla-Part_Ongole,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
200,GNT-C-57-Gundla-1-Nuzendla-Part_Ongole,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
201,GNT-C-57-Gundla-1-Nuzendla-Part_Ongole,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
202,GNT-C-57-Gundla-1-Nuzendla-Part_Ongole,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
203,GNT-C-57-Gundla-1-Nuzendla-Part_Ongole,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
204,GNT-C-54-Duggirala,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
205,GNT-C-54-Duggirala,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
206,GNT-C-54-Duggirala,BWs,14285.7142857143,100,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
207,GNT-C-54-Duggirala,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
208,GNT-C-54-Duggirala,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
209,GNT-C-54-Duggirala,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
210,GNT-C-54-Duggirala,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
211,GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
212,GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
213,GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
214,GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
215,GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
216,GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
217,GNT-C-57-Kandaleru-1-Bollapalli-Part_Ongole,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
218,GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole,DW,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
219,GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole,DW+PS/DCB,7142.8571428572,50,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
220,GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole,BWs,14285.7142857143,100,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
221,GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
222,GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
223,GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
224,GNT-C-57-Kandaleru-2-Vinukonda_Part-Ongole,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
225,GNT-C-57-Konkeru-Savalyapuram,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
226,GNT-C-57-Konkeru-Savalyapuram,DW+PS/DCB,7142.8571428572,50,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
227,GNT-C-57-Konkeru-Savalyapuram,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
228,GNT-C-57-Konkeru-Savalyapuram,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
229,GNT-C-57-Konkeru-Savalyapuram,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
230,GNT-C-57-Konkeru-Savalyapuram,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
231,GNT-C-57-Konkeru-Savalyapuram,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
232,GNT-C-57-Pasupuleru-Vellaturu,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
233,GNT-C-57-Pasupuleru-Vellaturu,DW+PS/DCB,4285.7142857143,30,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,4285.7142857143,30,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
234,GNT-C-57-Pasupuleru-Vellaturu,BWs,7142.8571428572,50,30,80,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
235,GNT-C-57-Pasupuleru-Vellaturu,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
236,GNT-C-57-Pasupuleru-Vellaturu,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
237,GNT-C-57-Pasupuleru-Vellaturu,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
238,GNT-C-57-Pasupuleru-Vellaturu,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
239,GNT-C-57-Vola-Tangirala,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
240,GNT-C-57-Vola-Tangirala,DW+PS/DCB,5714.2857142857,40,40,90,1428.5714285714,10,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
241,GNT-C-57-Vola-Tangirala,BWs,5714.2857142857,40,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
242,GNT-C-57-Vola-Tangirala,STW,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,22000,154,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
243,GNT-C-57-Vola-Tangirala,MTW,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,10285.7142857143,72,120,240,7142.8571428572,50,120,240,45000,315,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
244,GNT-C-57-Vola-Tangirala,Deep TW,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,10285.7142857143,72,120,240,14285.7142857143,100,120,240,64285.7142857143,450,40,90,,,,,14285.7142857143,100,120,240,,,,,,,,,,,,,
245,GNT-C-57-Vola-Tangirala,Filter Points,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7857.1428571429,55,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
246,GNT-D-50-Atcham.-Atchampeta,DW,3857.1428571429,27,40,90,285.7142857143,2,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,857.1428571429,6,120,240,3571.4285714286,25,120,240,3857.1428571429,27,40,90,,,,,3571.4285714286,25,120,240,,,,,,,,,,,,,
247,GNT-D-50-Atcham.-Atchampeta,DW+PS/DCB,5714.2857142857,40,40,90,2142.8571428572,15,120,240,7142.8571428572,50,120,240,5714.2857142857,40,40,90,4285.7142857143,30,120,240,7142.8571428572,50,120,240,7142.8571428572,50,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
248,GNT-D-50-Atcham.-Atchampeta,BWs,7142.8571428572,50,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,9285.7142857143,65,40,90,5142.8571428572,36,120,240,7142.8571428572,50,120,240,14285.7142857143,100,40,90,,,,,7142.8571428572,50,120,240,,,,,,,,,,,,,
