"Sr.No","watershed code","gw watershed name","Village code","village name","Population [command area]","Population [non command area]","total Population","LPCD"
175,"07-C-54-51","GNT-C-54-Vemuru",5,"Varahapuram",1824,0,1824,100320.000055
176,"07-C-54-51","GNT-C-54-Vemuru",6,"Vemuru",9796,0,9796,538780.000055
177,"07-C-54-51","GNT-C-54-Vemuru",7,"Pothumarru",1383,0,1383,76065.000055
178,"07-C-54-51","GNT-C-54-Vemuru",8,"Peravalipalem",2897,0,2897,159335.000055
179,"07-C-54-51","GNT-C-54-Vemuru",9,"Peravali",3663,0,3663,201465.000055
180,"07-C-54-51","GNT-C-54-Vemuru",10,"Chavali",6524,0,6524,358820.000055
181,"07-C-54-51","GNT-C-54-Vemuru",11,"Balijepally",1640,0,1640,90200.000055
182,"07-C-54-51","GNT-C-54-Vemuru",12,"Abbanagudavalli",1055,0,1055,58025.000055
183,"07-C-54-51","GNT-C-54-Vemuru",13,"Penumarru",1579,0,1579,86845.000055
184,"07-C-55-37","GNT-C-55-Boddu-Velpuru",9,"Gogulapadu",3806,0,3806,209330.0000055
185,"07-C-55-37","GNT-C-55-Boddu-Velpuru",10,"Alawala",2478,0,2478,136290.0000055
186,"07-C-55-37","GNT-C-55-Boddu-Velpuru",11,"Thurumella",4222,0,4222,232210.0000055
187,"07-C-55-37","GNT-C-55-Boddu-Velpuru",12,"Annavarappadu",748,0,748,41140.0000055
188,"07-C-55-37","GNT-C-55-Boddu-Velpuru",3,"Velpuru",7294,0,7294,401170.0000055
189,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",3,"Talluru",3584,0,3584,197120.000055
190,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",5,"Bethapudi",3986,0,3986,219230.000055
191,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",6,"Vemavaram",3689,0,3689,202895.000055
192,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",7,"Phyrangipuram",16365,0,16365,900075.000055
193,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",9,"Havusuganesa",869,0,869,47795.000055
194,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",10,"Repudi",2765,0,2765,152075.000055
195,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",11,"Nudurupadu",3956,0,3956,217580.000055
196,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",1,"Kondaveedu",7407,0,7407,407385.000055
197,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",2,"Solasa",4555,0,4555,250525.000055
198,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu",5,"Chirumamilla",2896,0,2896,159280.000055
199,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru","HF","Kondaveedu Hill & Forest",0,0,0,0
200,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru",8,"Etukuru",0,0,0,0
201,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru",11,"Ankireddypalem",0,0,0,0
202,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru",12,"Potturu",0,0,0,0
203,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru",13,"Chowdavaram",0,0,0,0
204,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru",1,"Godavarru",0,0,0,0
205,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru",7,"Vadlamudi",0,0,0,0
206,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru",8,"Srirangapuram",0,0,0,0
207,"07-C-55-45","GNT-C-55-Konda-Vatticherukuru",9,"Chebrolu",0,0,0,0
