"Sr.no",,,"Village name","T.Area (ha)","Watershed command area ",,,,"Watershed Non command Area",,,,"Watershed poor quality Area",,,
,"Water shed code","Watershed name",,,"Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total","Recghare","Hilly","Forest","Total"
189,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Bethapudi",906,906,0,0,906,0,0,0,0,699.99999999,0,0.000001,700
190,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Vemavaram",1123,1123,0,0,1123,0,0,0,0,0,0,0.000001,0
191,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Phyrangipuram",1336,1336,0,0,1336,0,0,0,0,0,0,0.000001,0
192,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Havusuganesa",576,576,0,0,576,0,0,0,0,0,0,0.000001,0
193,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Repudi",1114,1114,0,0,1114,0,0,0,0,0,0,0.000001,0
194,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Nudurupadu",1122,1122,0,0,1122,0,0,0,0,0,0,0.000001,0
195,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Kondaveedu",1725,1495,230,1147,1725,0,0,0,0,0,0,0.000001,0
196,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Solasa",1293,1073,220,100,1293,0,0,0,0,0,0,0.000001,0
197,"07-C-55-42","GNT-C-55-Isuka-2-Kondaveedu","Chirumamilla",841,841,0,0,841,0,0,0,0,840.99999999,0,0.000001,841
229,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Lakkarajugarlapadu",1412,1412,0,0,1412,0,0,0,0,1411.99999999,0,0.000001,1412
230,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Palidevarlapadu",316,316,0,0,316,0,0,0,0,0,0,0.000001,0.000001
231,"07-C-55-41","GNT-C-55-Nakka-Muppalla","Narnepadu",1197,1197,0,0,1197,0,0,0,0,0,0,0.000001,0.000001
