S.No,Watershed code,Watershed Name, Village Name,Length ,Design depth of flow,Bed width,Side Slopes,WettedPerimeter,Wetted area,Canal seepage factor, No.of operating days of canal,, Recharge from canal (ha.m),,Annual Recharge,,,,,,,,,,,,,,
1037,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,NIMMADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,28,Kotabommali,01004280370134,0128037,NIMMADA
1038,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,CHINAVENKATAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,28,Kotabommali,01004280430134,0128043,CHINAVENKATAPURAM
1039,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,ANANDAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,28,Kotabommali,01004280170116,0128017,ANANDAPURAM
1040,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,VISWANADHAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,28,Kotabommali,01004280180116,0128018,VISWANADHAPURAM
1041,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,NARAYANAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,28,Kotabommali,01004280330130,0128033,NARAYANAVALASA
1042,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,PEDDABAMMIDI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,28,Kotabommali,01004280380135,0128038,PEDDABAMMIDI
1043,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,NARASINGUPALLE,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,28,Kotabommali,01004280390136,0128039,NARASINGUPALLE
1044,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,VANDRADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,28,Kotabommali,01004280400136,0128040,VANDRADA
1045,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,CHINABAMMIDI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,28,Kotabommali,01004280410137,0128041,CHINABAMMIDI
1046,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,CHODAVARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220010101,0122001,CHODAVARAM
1047,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,CHITIVALASA(UI),,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220020102,0122002,CHITIVALASA(UI)
1048,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,RELLIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220030102,0122003,RELLIVALASA
1049,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,PARASELLI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220040102,0122004,PARASELLI
1050,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,SUNDARAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220050103,0122005,SUNDARAPURAM
1051,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,CHIKKALAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220060104,0122006,CHIKKALAVALASA
1052,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,MAMIDIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220070104,0122007,MAMIDIVALASA
1053,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KAMBAKAYA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220080105,0122008,KAMBAKAYA
1054,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,JAMMU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01004220100106,0122010,JAMMU
1055,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KARGAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220110107,0122011,KARGAM
1056,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,NARISINGAPALLE,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220120104,0122012,NARISINGAPALLE
1057,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KUDDAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220130104,0122013,KUDDAM
1058,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,BADAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220140108,0122014,BADAM
1059,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,THOTADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220150108,0122015,THOTADA
1060,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,TELAGAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220160108,0122016,TELAGAVALASA
1061,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,NADAGAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220170109,0122017,NADAGAM
1062,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KOBAGAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220180111,0122018,KOBAGAM
1063,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,VENKATAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220190110,0122019,VENKATAPURAM
1064,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,LUKALAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220200112,0122020,LUKALAM
1065,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KOTHAPOLAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220210114,0122021,KOTHAPOLAVALASA
1066,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,NARASINGURAIDUPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220220114,0122022,NARASINGURAIDUPETA
1067,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,URLAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220230116,0122023,URLAM
1068,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,BALASEEMA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220240117,0122024,BALASEEMA
1069,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,BASIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220250117,0122025,BASIVALASA
1070,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,AMPALAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220260107,0122026,AMPALAM
1071,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,GOTTIPALLE,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220270118,0122027,GOTTIPALLE
1072,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,NARAYANAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220280107,0122028,NARAYANAVALASA
1073,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,TAMARAPALLI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01004220290119,0122029,TAMARAPALLI
1074,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,BODDAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220300120,0122030,BODDAVALASA
1075,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,SATYAVARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220320120,0122032,SATYAVARAM
1076,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,GOKAYYAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220330122,0122033,GOKAYYAVALASA
1077,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,YARABADU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220340123,0122034,YARABADU
1078,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,VARAHANARASIHMAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220350122,0122035,VARAHANARASIHMAPURAM
1079,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,CHENULAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220360122,0122036,CHENULAVALASA
1080,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,MADAPAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220370124,0122037,MADAPAM
1081,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,DEVADI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220380125,0122038,DEVADI
1082,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KOMARTHI,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220390126,0122039,KOMARTHI
1083,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,SRIRAMPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220400127,0122040,SRIRAMPURAM
1084,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,RAVULAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220410127,0122041,RAVULAVALASA
1085,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KILLAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220420128,0122042,KILLAM
1086,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,MAKIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220430129,0122043,MAKIVALASA
1087,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,POTTAYYAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220440130,0122044,POTTAYYAVALASA
1088,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,GOPALAPENTA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220450131,0122045,GOPALAPENTA
1089,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,DASUMANTHAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220090106,0122009,DASUMANTHAPURAM
1090,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,NARASANNAPETA  (PT),,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,22,NARASANNAPETA,01005220310121,0122031,NARASANNAPETA  (PT)
1091,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,JILLEDUVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210010101,0121001,JILLEDUVALASA
1092,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,JADURU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210020102,0121002,JADURU
1093,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,PIRUVADA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210030103,0121003,PIRUVADA
1094,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,RALLAGODAYAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210040104,0121004,RALLAGODAYAVALASA
1095,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,GATHALAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210050104,0121005,GATHALAVALASA
1096,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,RAMAIAHVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210060105,0121006,RAMAIAHVALASA
1097,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,PRIYAGRAHARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210070105,0121007,PRIYAGRAHARAM
1098,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,BELAMARA PALAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210080106,0121008,BELAMARA PALAVALASA
1099,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,BODDAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210090107,0121009,BODDAM
1100,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KODURU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210120110,0121012,KODURU
1101,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,RAJAPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210130113,0121013,RAJAPURAM
1102,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,DANDALAKSHMIPURAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210140114,0121014,DANDALAKSHMIPURAM
1103,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,SUSARAM,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210150116,0121015,SUSARAM
1104,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,AMBEERUPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210160117,0121016,AMBEERUPETA
1105,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KONDAKOTHAPETA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210170104,0121017,KONDAKOTHAPETA
1106,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,YETLABASIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210180104,0121018,YETLABASIVALASA
1107,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,CHALLAYAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01005210190117,0121019,CHALLAYAVALASA
1108,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,VODIPADU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01005210200103,0121020,VODIPADU
1109,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,MAKIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210210101,0121021,MAKIVALASA
1110,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,CHEEDIVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01004210220101,0121022,CHEEDIVALASA
1111,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,KUSUMPOLAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01005210230118,0121023,KUSUMPOLAVALASA
1112,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,BORIGIVALASA(R),,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01005210240131,0121024,BORIGIVALASA(R)
1113,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,EDDULAVALASA,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01005210250119,0121025,EDDULAVALASA
1114,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,RALLAPADU,,,,,,,,,,,,,,,Between Mahanadi & Godavari,Vamsadhara,Vamsadhara_E,01_F_05_02,Skl_F_Vamsadhara_Vamsadhara_E__Narasannapeta,1,Srikakulam,21,POLAKI,01005210260120,0121026,RALLAPADU
