,,,,Command Area,,Non command Area,,Poor quality area,,
,,,,Residential,,Residential,,Residential,,
Sr.no,Watershed code,GW watershed name,village name,DWDW/HP,DW PWS,DWDW/HP,DW PWS,DWDW/HP,DW PWS,Total
74,03_F_14_40,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Uddapalem,0,0,8,1,0,0,9
75,03_F_14_41,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Dosuru,0,0,33,7,0,0,40
76,03_F_14_42,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Maduturu,0,0,24,4,0,0,28
77,03_F_14_43,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Ravipalem,0,0,11,1,0,0,12
78,03_F_14_44,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Nadimpalli,0,0,2,1,0,0,3
79,03_F_14_45,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Dopperla,0,0,44,2,0,0,46
80,03_F_14_46,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Cheemalapalli,0,0,25,3,0,0,28
81,03_F_14_47,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Somavaram,0,0,0,0,0,0,0
82,03_F_14_48,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Anadalapalli,0,0,17,2,0,0,19
83,03_F_14_49,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Kondakarla,0,0,12,3,0,0,15
84,03_F_14_50,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,J.Agraharam,0,0,5,1,0,0,6
85,03_F_14_51,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,G.Agraharam,0,0,2,0,0,0,2
86,03_F_14_52,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Chippada,0,0,6,2,0,0,8
87,03_F_14_53,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Chuchukonda,10,2,0,0,0,0,12
88,03_F_14_54,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Melipaka,21,4,0,0,0,0,25
89,03_F_14_55,VSP_F_14_C_SARADA-6_ATCHUTAPURAM,Madakapalem,0,0,11,1,0,0,12
