,,,,CA,NCA,PQA,,
,,,,Industrial,Industrial,Industrial,,
Sr.no,Watershed code,GW watershed name,village name,Industrial Wells,Industrial Wells,Industrial Wells,Total ,
1,06-D-48-13,Kri-D-48-Budawada,Annavaram,1,0,,1,
2,06-D-48-13,Kri-D-48-Budawada,Budawada,1,0,,1,
3,06-D-48-13,Kri-D-48-Budawada,K.Agraharam,0,2,,2,
4,06-D-48-13,Kri-D-48-Budawada,Mukteswarapuram,0,2,,2,
5,06-D-48-02,Kri-D-48-Jaggaiahpeta,Buchavaram,0,,,0,
6,06-D-48-02,Kri-D-48-Jaggaiahpeta,Gandrai,6,,,6,
7,06-D-48-02,Kri-D-48-Jaggaiahpeta,Takkellapadu,0,,,0,
8,06-D-48-02,Kri-D-48-Jaggaiahpeta,Garikapadu,0,,,0,
9,06-D-48-02,Kri-D-48-Jaggaiahpeta,R.C.Peta,0,,,0,
10,06-D-48-02,Kri-D-48-Jaggaiahpeta,Anumanchipalli,4,,,4,
11,06-D-48-02,Kri-D-48-Jaggaiahpeta,Balusupadu,0,,,0,
12,06-D-48-02,Kri-D-48-Jaggaiahpeta,S.M.peta,36,,,36,
13,06-D-48-02,Kri-D-48-Jaggaiahpeta,Tirumalagiri,26,,,26,
14,06-D-48-02,Kri-D-48-Jaggaiahpeta,Chillakallu,14,,,14,
15,06-D-48-02,Kri-D-48-Jaggaiahpeta,Jaggaiahpeta,51,,,51,
16,06-D-48-02,Kri-D-48-Jaggaiahpeta,Jayanthipuram,0,,,0,
17,06-D-48-02,Kri-D-48-Jaggaiahpeta,Ravirala,0,,,0,
18,06-D-48-02,Kri-D-48-Jaggaiahpeta,Torraguntapalem,1,,,1,
19,06-D-48-02,Kri-D-48-Jaggaiahpeta,Ravikampadu,2,,,2,
20,06-D-48-03,Kri-D-48-Jaggaiahpeta,Tripuravaram,0,,,0,
21,06-D-48-02,Kri-D-48-Jaggaiahpeta,Dachupalem,1,,,1,
22,06-D-48-02,Kri-D-48-Jaggaiahpeta,Mangollu,3,,,3,
23,06-D-48-02,Kri-D-48-Jaggaiahpeta,V.B.Palem,0,,,0,
24,06-D-49-01,Kri-D-49-Vatsavai,Indugupalli,0,0,,0,
25,06-D-49-01,Kri-D-49-Vatsavai,Pedamodupalli,1,0,,1,
26,06-D-49-01,Kri-D-49-Vatsavai,Chinmodupalli,0,0,,0,
27,06-D-49-01,Kri-D-49-Vatsavai,Kanneveedu,2,0,,2,
28,06-D-49-01,Kri-D-49-Vatsavai,Gopinenipalem,1,0,,1,
29,06-D-49-01,Kri-D-49-Vatsavai,Chityala,1,0,,1,
30,06-D-49-01,Kri-D-49-Vatsavai,Makkapeta,4,0,,4,
31,06-D-49-01,Kri-D-49-Vatsavai,Bhimavaram,5,0,,5,
32,06-D-49-01,Kri-D-49-Vatsavai,Hassanbada,0,0,,0,
33,06-D-49-01,Kri-D-49-Vatsavai,Malkapuram,1,0,,1,
34,06-D-49-01,Kri-D-49-Vatsavai,Gowravaram,6,0,,6,
35,06-D-49-01,Kri-D-49-Vatsavai,Pochampalli,2,0,,2,
36,06-D-49-01,Kri-D-49-Vatsavai,Bandipalem,4,0,,4,
37,06-D-49-01,Kri-D-49-Vatsavai,Penuganchiprolu,21,0,,21,
38,06-D-49-01,Kri-D-49-Vatsavai,Lingagudem,0,0,,0,
39,06-D-49-01,Kri-D-49-Vatsavai,Kollikulla,0,0,,0,
40,06-D-49-01,Kri-D-49-Vatsavai,Subbayagudem,2,0,,2,
41,06-D-49-01,Kri-D-49-Vatsavai,Mundlapadu,2,0,,2,
42,06-D-49-01,Kri-D-49-Vatsavai,Konakanchi,2,0,,2,
43,06-D-49-01,Kri-D-49-Vatsavai,Nawabpeta,4,0,,4,
44,06-D-49-01,Kri-D-49-Vatsavai,Venkatapuram,1,0,,1,
45,06-D-49-01,Kri-D-49-Vatsavai,Senagapadu,1,0,,1,
46,06-D-49-01,Kri-D-49-Vatsavai,Thotacherala,1,0,,1,
47,06-D-49-01,Kri-D-49-Vatsavai,Munagacherla,1,0,,1,
48,06-D-49-01,Kri-D-49-Vatsavai,Nandigama,52,0,,52,
49,06-D-49-03,Kri-D-49-Penuganchiprolu,Muchintala,2,,,2,
50,06-D-49-03,Kri-D-49-Penuganchiprolu,Anigandlapadu,6,,,6,
51,06-D-49-03,Kri-D-49-Penuganchiprolu,Gummadiduru,4,,,4,
52,06-D-49-03,Kri-D-49-Penuganchiprolu,Allurupadu,0,,,0,
53,06-D-49-03,Kri-D-49-Penuganchiprolu,Vemavaram,0,,,0,
54,06-D-49-03,Kri-D-49-Penuganchiprolu,Khambhampadu,2,,,2,
55,06-D-49-03,Kri-D-49-Penuganchiprolu,Rebbavaram,,,,0,
56,06-D-49-03,Kri-D-49-Penuganchiprolu,Polampalli,2,,,2,
57,06-D-49-03,Kri-D-49-Penuganchiprolu,Dabbakupalli,2,,,2,
58,06-D-49-03,Kri-D-49-Penuganchiprolu,Pochavaram,0,,,0,
59,06-D-49-03,Kri-D-49-Penuganchiprolu,Vatsavai,22,,,22,
60,06-D-49-03,Kri-D-49-Penuganchiprolu,Gangavalli,1,,,1,
61,06-D-49-03,Kri-D-49-Penuganchiprolu,Lingala,1,,,1,
62,06-D-49-03,Kri-D-49-Penuganchiprolu,Magallu,1,,,1,
63,06-D-49-04,Kri-D-49-Nandigama,Takkellapadu,0,0,,0,
64,06-D-49-04,Kri-D-49-Nandigama,Lingalapadu,1,0,,1,
65,06-D-49-04,Kri-D-49-Nandigama,Latchapalem,0,0,,0,
66,06-D-49-04,Kri-D-49-Nandigama,Adaviravulapadu,2,0,,2,
67,06-D-49-04,Kri-D-49-Nandigama,K.Kandrika,0,0,,0,
68,06-D-49-04,Kri-D-49-Nandigama,Chandapuram,0,1,,1,
69,06-D-49-04,Kri-D-49-Nandigama,Ambarupeta,0,4,,4,
70,06-D-49-04,Kri-D-49-Nandigama,Itavaram,0,4,,4,
71,06-D-49-04,Kri-D-49-Nandigama,Ketaveerunipadu,0,0,,0,
72,06-D-49-04,Kri-D-49-Nandigama,Kanchela,2,0,,2,
73,06-D-49-04,Kri-D-49-Nandigama,Medipalem,0,0,,0,
74,06-D-49-04,Kri-D-49-Nandigama,Munagalapalli,0,1,,1,
75,06-D-49-04,Kri-D-49-Nandigama,Muppala,5,0,,5,
76,06-D-49-04,Kri-D-49-Nandigama,Thurlapadu,1,0,,1,
77,06-D-49-04,Kri-D-49-Nandigama,Thotaravulapadu,0,1,,1,
78,06-D-49-04,Kri-D-49-Nandigama,Chintalapadu,0,5,,5,
79,06-D-49-04,Kri-D-49-Nandigama,Eturu,1,0,,1,
80,06-D-49-04,Kri-D-49-Nandigama,Gandepalli,2,0,,2,
81,06-D-49-04,Kri-D-49-Nandigama,Keesara,2,0,,2,
82,06-D-49-04,Kri-D-49-Nandigama,Saidapuram,0,0,,0,
83,06-D-49-04,Kri-D-49-Nandigama,Pendyala,1,0,,1,
84,06-D-49-04,Kri-D-49-Nandigama,Vemulapalli,1,0,,1,
85,06-D-49-04,Kri-D-49-Nandigama,S.Amaravaram,0,0,,0,
86,06-D-49-04,Kri-D-49-Nandigama,Moguluru,9,0,,9,
87,06-D-49-04,Kri-D-49-Nandigama,Munnaluru,4,0,,4,
88,06-D-51-19,Kri-D-51-Chandarlapadu,Vedadri,0,1,,1,
89,06-D-51-19,Kri-D-51-Chandarlapadu,Peddavaram,0,0,,0,
90,06-D-51-19,Kri-D-51-Chandarlapadu,Katrenipalli,1,0,,1,
91,06-D-51-19,Kri-D-51-Chandarlapadu,Gudimetla,0,0,,0,
92,06-D-51-19,Kri-D-51-Chandarlapadu,Brahma botlapalem,0,0,,0,
93,06-D-51-19,Kri-D-51-Chandarlapadu,Konayapalem,0,2,,2,
94,06-D-51-19,Kri-D-51-Chandarlapadu,Gudimetlapalem,0,0,,0,
95,06-D-51-19,Kri-D-51-Chandarlapadu,Bobbillapadu,0,0,,0,
96,06-D-51-19,Kri-D-51-Chandarlapadu,Chandarlapadu ,0,11,,11,
97,06-D-51-19,Kri-D-51-Chandarlapadu,Patempadu,0,0,,0,
98,06-D-51-19,Kri-D-51-Chandarlapadu,Kasarabada,0,0,,0,
99,06-D-51-19,Kri-D-51-Chandarlapadu,Ustepalli,0,0,,0,
100,06-D-51-19,Kri-D-51-Chandarlapadu,Pokkunuru,0,1,,1,
101,06-D-51-19,Kri-D-51-Chandarlapadu,Kodavatikallu,0,1,,1,
102,06-D-51-19,Kri-D-51-Chandarlapadu,Veladikothapalem,0,2,,2,
103,06-D-51-19,Kri-D-51-Chandarlapadu,Punnavalli,0,,,0,
104,06-D-51-19,Kri-D-51-Chandarlapadu,Popuru,0,0,,0,
105,06-D-51-19,Kri-D-51-Chandarlapadu,Vipareetalapadu,0,1,,1,
106,06-D-49-02,Kri-D-49-Nemali,Ummadidevarapalli,0,,,0,
107,06-D-49-02,Kri-D-49-Nemali,Nemali,2,,,2,
108,06-D-49-02,Kri-D-49-Nemali,Konijerla,1,,,1,
109,06-D-49-04,Kri-D-49-Utukuru,Utukuru,8,,,8,
110,06-D-49-04,Kri-D-49-Utukuru,Dundiralapadu,1,,,1,
111,06-D-49-04,Kri-D-49-Utukuru,Penugolenu,4,,,4,
112,06-D-49-04,Kri-D-49-Utukuru,Tunikipadu,0,,,0,
113,06-D-49-04,Kri-D-49-Utukuru,Rajavaram,1,,,1,
114,06-D-49-07,Kri-D-49-Talluru,Kakaravai,1,,,1,
115,06-D-49-07,Kri-D-49-Talluru,Machinenipalem,0,,,0,
116,06-D-49-07,Kri-D-49-Talluru,Talluru,0,,,0,
117,06-D-49-07,Kri-D-49-Talluru,Vemulanarva,0,,,0,
118,06-D-49-10,Kri-D-49--K.Atmakuru,K.Atmakuru,0,,,0,
119,06-D-49-10,Kri-D-49--K.Atmakuru,Jonnalagadda,1,,,1,
120,06-D-49-10,Kri-D-49--K.Atmakuru,V.Annavaram,0,,,0,
121,06-D-49-05,Kri-D-49-Veerulapadu,Torragudipadu,0,,,0,
122,06-D-49-05,Kri-D-49-Veerulapadu,Damuluru,1,,,1,
123,06-D-49-05,Kri-D-49-Veerulapadu,Somavaram,0,,,0,
124,06-D-49-05,Kri-D-49-Veerulapadu,Rudravaram,1,,,1,
125,06-D-49-05,Kri-D-49-Veerulapadu,Gollamudi,1,,,1,
126,06-D-49-05,Kri-D-49-Veerulapadu,Raghavapuram,0,,,0,
127,06-D-49-05,Kri-D-49-Veerulapadu,Pallempalli,0,,,0,
128,06-D-49-05,Kri-D-49-Veerulapadu,Konatanapalli,1,,,1,
129,06-D-49-05,Kri-D-49-Veerulapadu,Choutapalli,1,,,1,
130,06-D-49-05,Kri-D-49-Veerulapadu,Chattannavaram,7,,,7,
131,06-D-49-05,Kri-D-49-Veerulapadu,Dachavaram,0,,,0,
132,06-D-49-05,Kri-D-49-Veerulapadu,Vellanki,3,,,3,
133,06-D-49-05,Kri-D-49-Veerulapadu,Tatigummi,0,,,0,
134,06-D-49-05,Kri-D-49-Veerulapadu,Gokharajupalli,0,,,0,
135,06-D-49-05,Kri-D-49-Veerulapadu,Nandaluru,0,,,0,
136,06-D-49-05,Kri-D-49-Veerulapadu,Bodawada,3,,,3,
137,06-D-49-05,Kri-D-49-Veerulapadu,Lakshmipuram,,,,0,
138,06-D-49-05,Kri-D-49-Veerulapadu,Jammavaram,0,,,0,
139,06-D-49-01,Kri-D-49-Peddavaram,Akkapalem,1,,,1,
140,06-D-49-01,Kri-D-49-Peddavaram,Chintalapadu,1,,,1,
141,06-D-49-01,Kri-D-49-Peddavaram,Erramadu,1,,,1,
142,06-D-49-01,Kri-D-49-Peddavaram,Mustikuntla,1,,,1,
143,06-D-49-01,Kri-D-49-Peddavaram,Munukulla,2,,,2,
144,06-D-49-01,Kri-D-49-Peddavaram,Peddavaram,0,,,0,
145,06-D-49-01,Kri-D-49-Peddavaram,Vamakuntla,1,,,1,
146,06-D-49-01,Kri-D-49-Peddavaram,Vavilala,0,,,0,
147,06-D-49-08,Kri-D-49-Tiruvuru,Tiruvuru,55,,,55,
148,06-D-49-08,Kri-D-49-Tiruvuru,Chittela,1,,,1,
149,06-D-49-08,Kri-D-49-Tiruvuru,Kokilampadu,1,,,1,
150,06-D-49-08,Kri-D-49-Tiruvuru,Anjaneyapuram,2,,,2,
151,06-D-49-08,Kri-D-49-Tiruvuru,Lakshmipuram,2,,,2,
152,06-D-49-08,Kri-D-49-Tiruvuru,Rolupadi,0,,,0,
153,06-D-49-09,Kri-D-49-A.Konduru,Vallampatla,0,,,0,
154,06-D-49-09,Kri-D-49-A.Konduru,Marepalli,3,,,3,
155,06-D-49-09,Kri-D-49-A.Konduru,Polisettipadu,3,,,3,
156,06-D-49-09,Kri-D-49-A.Konduru,Mallela,2,,,2,
157,06-D-49-09,Kri-D-49-A.Konduru,Vemireddipalli,0,,,0,
158,06-D-49-10,Kri-D-49-A.Konduru,Ramannapalem,0,,,0,
159,06-D-49-11,Kri-D-49-Vissannapeta,Kambhampadu,8,,,8,
160,06-D-49-11,Kri-D-49-Vissannapeta,Atlapragada,0,,,0,
161,06-D-49-11,Kri-D-49-Vissannapeta,A.Konduru,5,,,5,
162,06-D-49-11,Kri-D-49-Vissannapeta,Kummarikuntla,0,,,0,
163,06-D-49-11,Kri-D-49-Vissannapeta,Repudi,4,,,4,
164,06-D-49-11,Kri-D-49-Vissannapeta,Gollamandala,1,,,1,
165,06-D-49-11,Kri-D-49-Vissannapeta,Koduru,1,,,1,
166,06-D-49-11,Kri-D-49-Vissannapeta,Tatakuntla,6,,,6,
167,06-D-49-11,Kri-D-49-Vissannapeta,Telladevarapalli,2,,,2,
168,06-D-49-11,Kri-D-49-Vissannapeta,Vissannapeta,31,,,31,
169,06-D-49-11,Kri-D-49-Vissannapeta,Chandrupatla,1,,,1,
170,06-D-49-11,Kri-D-49-Vissannapeta,Narsapuram,1,,,1,
171,06-D-49-11,Kri-D-49-Vissannapeta,Putrela,8,,,8,
172,06-D-49-11,Kri-D-49-Vissannapeta,Kalagara,1,,,1,
173,06-D-49-11,Kri-D-49-Vissannapeta,Korlamanda,1,,,1,
174,06-D-49-11,Kri-D-49-Vissannapeta,Chanubanda,6,,,6,
175,06-D-49-11,Kri-D-49-Vissannapeta,Krishnaraopalem,3,,,3,
176,06-D-49-11,Kri-D-49-Vissannapeta,Kanumuru,1,,,1,
177,06-D-49-11,Kri-D-49-Vissannapeta,Muchinapalli,1,,,1,
178,06-D-49-11,Kri-D-49-Vissannapeta,Ganugapadu,1,,,1,
179,06-D-49-07,Kri-D-49-Gampalagudem,Gampalagudem,9,,,9,
180,06-D-49-07,Kri-D-49-Gampalagudem,Arlapadu,0,,,0,
181,06-D-49-07,Kri-D-49-Gampalagudem,Chennavaram,0,,,0,
182,06-D-49-07,Kri-D-49-Gampalagudem,Gosaveedu,2,,,2,
183,06-D-49-07,Kri-D-49-Gampalagudem,Kothapalli,1,,,1,
184,06-D-49-07,Kri-D-49-Gampalagudem,Lingala,1,,,1,
185,06-D-49-07,Kri-D-49-Gampalagudem,Meduru,0,,,0,
186,06-D-49-07,Kri-D-49-Gampalagudem,Pedakomira,14,,,14,
187,06-D-49-07,Kri-D-49-Gampalagudem,Vinagadapa,3,,,3,
188,06-D-49-07,Kri-D-49-Gampalagudem,Narikampadu,0,,,0,
189,06-D-49-07,Kri-D-49-Gampalagudem,Anumullanka,0,,,0,
190,06-D-49-07,Kri-D-49-Gampalagudem,Gullapudi,1,,,1,
191,06-D-49-03,Kri-D-49-Jayanthi,Veerullapadu,3,,,3,
192,06-D-49-03,Kri-D-49-Jayanthi,Jayanthi,2,,,2,
193,06-D-49-03,Kri-D-49-Jayanthi,Dodda Devarapadu,1,,,1,
194,06-D-49-03,Kri-D-49-Jayanthi,Ramapuram,0,,,0,
195,06-D-51-18,Kri-D-51-Kanchikacherla ,Peddapuram,6,0,,6,
196,06-D-51-18,Kri-D-51-Kanchikacherla ,G.Madhavaram,0,0,,0,
197,06-D-51-18,Kri-D-51-Kanchikacherla ,Thimmapuram,0,0,,0,
198,06-D-51-18,Kri-D-51-Kanchikacherla ,Alluru,7,0,,7,
199,06-D-51-18,Kri-D-51-Kanchikacherla ,Chennaraopalem,0,0,,0,
200,06-D-51-18,Kri-D-51-Kanchikacherla ,Jujjuru,6,0,,6,
201,06-D-51-18,Kri-D-51-Kanchikacherla ,N.R.Palem,0,0,,0,
202,06-D-51-18,Kri-D-51-Kanchikacherla ,Jaganadhapuram,0,0,,0,
203,06-D-51-18,Kri-D-51-Kanchikacherla ,Ponnavaram,1,0,,1,
204,06-D-51-18,Kri-D-51-Kanchikacherla ,Peerakalapadu,0,0,,0,
205,06-D-51-18,Kri-D-51-Kanchikacherla ,Gottumukkala,3,0,,3,
206,06-D-51-18,Kri-D-51-Kanchikacherla ,Kanchikacherla,39,0,,39,
207,06-D-51-18,Kri-D-51-Kanchikacherla ,Paritala,22,0,,22,
208,06-D-51-18,Kri-D-51-Kanchikacherla ,Bathinapadu,0,0,,0,
209,06-D-51-18,Kri-D-51-Kanchikacherla ,Chevitikallu,5,0,,5,
210,06-D-51-18,Kri-D-51-Kanchikacherla ,Kunikanapadu,8,0,,8,
211,06-D-51-18,Kri-D-51-Kanchikacherla ,Ghani Atkur,0,0,,0,
212,06-D-51-18,Kri-D-51-Kanchikacherla ,Damuluru,0,0,,0,
213,06-D-51-18,Kri-D-51-Kanchikacherla ,Chilukuru,9,0,,9,
214,06-D-51-18,Kri-D-51-Kanchikacherla ,Ketanakonda,23,0,,23,
215,06-D-51-18,Kri-D-51-Kanchikacherla ,Kachavaram,11,0,,11,
216,06-D-51-18,Kri-D-51-Kanchikacherla ,Kotikalapudi,2,0,,2,
217,06-D-51-18,Kri-D-51-Kanchikacherla ,Mulapadu,21,0,,21,
218,06-D-51-18,Kri-D-51-Kanchikacherla ,Jupudi,17,0,,17,
219,06-D-51-18,Kri-D-51-Kanchikacherla ,Ibrahimpatnam,32,0,,32,
220,06-D-51-18,Kri-D-51-Kanchikacherla ,Z.N.Pothavaram,0,0,,0,
221,06-D-51-18,Kri-D-51-Kanchikacherla ,Trilochanapuram,0,0,,0,
222,06-D-51-18,Kri-D-51-Kanchikacherla ,Jamimachavaram,0,0,,0,
223,06-D-51-18,Kri-D-51-Kanchikacherla ,Navepothavaram,0,0,,0,
224,06-I-40-12,Kri-I-40-Chatrai,Somavaram,2,0,,2,
225,06-I-40-12,Kri-I-40-Chatrai,Kothagudem,1,0,,1,
226,06-I-40-12,Kri-I-40-Chatrai,Tummagudem,5,0,,5,
227,06-I-40-12,Kri-I-40-Chatrai,Chittapur,1,0,,1,
228,06-I-40-12,Kri-I-40-Chatrai,Arugolanupeta,2,0,,2,
229,06-I-40-12,Kri-I-40-Chatrai,Janardhanavaram,1,0,,1,
230,06-I-40-12,Kri-I-40-Chatrai,Chatrai,4,0,,4,
231,06-I-40-12,Kri-I-40-Chatrai,Polavaram,7,0,,7,
232,06-I-40-12,Kri-I-40-Chatrai,Buruggudem,,2,,2,
233,06-I-40-12,Kri-I-40-Chatrai,Parvathapuram,,0,,0,
234,06-I-40-12,Kri-I-40-Chatrai,Chinnampeta,,4,,4,
235,06-I-40-12,Kri-I-40-Chatrai,Kotapadu,,3,,3,
236,06-I-40-12,Kri-I-40-Chatrai,Mankollu,0,0,,0,
237,06-I-40-12,Kri-I-40-Chatrai,Pothanapalli,0,0,,0,
238,06-I-40-12,Kri-I-40-Chatrai,Kondaparva,,3,,3,
239,06-I-41-14,Kri-I-41-Nuzvid,Vattigudipadu,8,,43,51,
240,06-I-41-14,Kri-I-41-Nuzvid,Kothapalli,,1,,1,
241,06-I-41-14,Kri-I-41-Nuzvid,Billanapalli,,2,,2,
242,06-I-41-14,Kri-I-41-Nuzvid,Koyyuru,,1,,1,
243,06-I-41-14,Kri-I-41-Nuzvid,Bommuluru,,7,,7,
244,06-I-41-14,Kri-I-41-Nuzvid,B.Kandrika,,2,,2,
245,06-I-41-14,Kri-I-41-Nuzvid,Korlagunta,,3,,3,
246,06-I-41-14,Kri-I-41-Nuzvid,Nuzvid,88,,25.22,113.22,
247,06-I-41-14,Kri-I-41-Nuzvid,Digavalli,,4,,4,
248,06-I-41-14,Kri-I-41-Nuzvid,Mukkullapadu,,7,,7,
249,06-I-41-14,Kri-I-41-Nuzvid,Annavaram,,10,0,10,
250,06-I-41-14,Kri-I-41-Nuzvid,H.M.Gudem,,2,,2,
251,06-I-41-14,Kri-I-41-Nuzvid,Venkatayapalem,,4,,4,
252,06-I-41-14,Kri-I-41-Nuzvid,Boravancha,9,0,,9,
253,06-I-41-14,Kri-I-41-Nuzvid,Pothureddipalli,,4,,4,
254,06-I-41-14,Kri-I-41-Nuzvid,Jangamagudem,,0,,0,
255,06-I-41-14,Kri-I-41-Nuzvid,Thukkuluru,,14,0,14,
256,06-I-41-14,Kri-I-41-Nuzvid,Ramannagudem,3,,,3,
257,06-I-41-14,Kri-I-41-Nuzvid,Polasanapalli,2,,,2,
258,06-I-41-14,Kri-I-41-Nuzvid,Morsapudi,4,,,4,
259,06-I-41-14,Kri-I-41-Nuzvid,Devaragunta,,0,,0,
260,06-I-41-14,Kri-I-41-Nuzvid,Vempadu,,3,,3,
261,06-I-41-14,Kri-I-41-Nuzvid,Gollapalli,,9,,9,
262,06-I-41-14,Kri-I-41-Nuzvid,Meerjapuram,,9,,9,
263,06-I-41-14,Kri-I-41-Nuzvid,M.N.Plem,,0,,0,
264,06-I-41-14,Kri-I-41-Nuzvid,Marribandam,7,0,15,22,
265,06-I-41-14,Kri-I-41-Nuzvid,Seetharampuram,1,0,,1,
266,06-I-41-14,Kri-I-41-Nuzvid,Pallerlamudi,8,0,,8,
267,06-I-42-03,kri-I-42-Ganginenipalem,Ganginenipalem,4,,,4,
268,06-I-42-03,kri-I-42-Ganginenipalem,Telladevarapadu,2,,,2,
269,06-I-42-03,kri-I-42-Ganginenipalem,Sunnampadu,0,,,0,
270,06-I-42-03,kri-I-42-Ganginenipalem,Munagapadu,1,,,1,
271,06-I-42-03,kri-I-42-Ganginenipalem,Ch.Madhavaram,2,,,2,
272,06-I-42-03,kri-I-42-Ganginenipalem,Gaddamanugu,2,,,2,
273,06-I-42-03,kri-I-42-Ganginenipalem,G.Konduru,26,,,26,
274,06-I-42-03,kri-I-42-Ganginenipalem,Pinapaka,2,,,2,
275,06-I-42-03,kri-I-42-Ganginenipalem,Petrampadu,,,,0,
276,06-I-42-03,kri-I-42-Ganginenipalem,Loya,1,,,1,
277,06-I-42-03,kri-I-42-Ganginenipalem,Duggiralapadu,0,,,0,
278,06-I-42-03,kri-I-42-Ganginenipalem,Narsaiahgudem,,,,0,
279,06-I-42-03,kri-I-42-Ganginenipalem,Atkuru,0,,,0,
280,06-I-42-06,Kri-I-42-Mylavaram,Morsumilli,4,,,4,
281,06-I-42-06,Kri-I-42-Mylavaram,Mulakalapenta,,0,,0,
282,06-I-42-06,Kri-I-42-Mylavaram,Pulluru,3,,,3,
283,06-I-42-06,Kri-I-42-Mylavaram,Dasullapalem,,0,,0,
284,06-I-42-06,Kri-I-42-Mylavaram,Jangalapalli,,0,,0,
285,06-I-42-06,Kri-I-42-Mylavaram,Chandrugudem,2,,,2,
286,06-I-42-06,Kri-I-42-Mylavaram,Sabjjapadu,,0,,0,
287,06-I-42-06,Kri-I-42-Mylavaram,Pondugala,1,,,1,
288,06-I-42-10,Kri-I-42-Reddigudem,Cheemalapadu,4,0,,4,
289,06-I-42-10,Kri-I-42-Reddigudem,Madhavaram(West),4,0,,4,
290,06-I-42-10,Kri-I-42-Reddigudem,Madhavaram(East),0,0,,0,
291,06-I-42-10,Kri-I-42-Reddigudem,Kudapa,0,0,,0,
292,06-I-42-10,Kri-I-42-Reddigudem,Kunaparajuparva,2,0,,2,
293,06-I-42-10,Kri-I-42-Reddigudem,Maddulaparva,1,0,,1,
294,06-I-42-10,Kri-I-42-Reddigudem,Rudravaram,1,0,,1,
295,06-I-42-10,Kri-I-42-Reddigudem,Reddigudem,4,0,,4,
296,06-I-42-10,Kri-I-42-Reddigudem,Rangapuram,1,0,,1,
297,06-I-42-10,Kri-I-42-Reddigudem,Narukullapadu,2,0,,2,
298,06-I-42-10,Kri-I-42-Reddigudem,Naguluru,0,0,,0,
299,06-I-42-10,Kri-I-42-Reddigudem,Patha Nagulru,0,0,,0,
300,06-I-42-10,Kri-I-42-Reddigudem,Anneraopeta,1,0,,1,
301,06-I-42-10,Kri-I-42-Reddigudem,Vedurubeedem,0,0,,0,
302,06-I-42-10,Kri-I-42-Reddigudem,Chandrala,12,0,,12,
303,06-I-42-10,Kri-I-42-Reddigudem,Keerthirayanigudem,4,0,,4,
304,06-I-42-10,Kri-I-42-Reddigudem,Velvadam,16,0,,16,
305,06-I-42-10,Kri-I-42-Reddigudem,T.Gannavaram,1,0,,1,
306,06-I-42-10,Kri-I-42-Reddigudem,Tolukodu,3,0,,3,
307,06-I-42-10,Kri-I-42-Reddigudem,Kanimerla,0,0,,0,
308,06-I-42-10,Kri-I-42-Reddigudem,Parvathapuram,0,0,,0,
309,06-I-42-10,Kri-I-42-Reddigudem,Ganapavaram,5,0,,5,
310,06-I-42-10,Kri-I-42-Reddigudem,Koduru,1,0,,1,
311,06-I-42-17,Kri-I-42-G.Konduru,Gurrajupalem,1,0,,1,
312,06-I-42-17,Kri-I-42-G.Konduru,Nandigama,0,0,,0,
313,06-I-42-17,Kri-I-42-G.Konduru,Kuntamukkala,3,0,,3,
314,06-I-42-17,Kri-I-42-G.Konduru,Bhimavarappadu,1,0,,1,
315,06-I-42-17,Kri-I-42-G.Konduru,Venkatapuram,4,0,,4,
316,06-I-42-17,Kri-I-42-G.Konduru,Vellaturu,2,0,,2,
317,06-I-42-17,Kri-I-42-G.Konduru,Chevuturu,12,0,,12,
318,06-I-42-17,Kri-I-42-G.Konduru,H.Mutyalampadu,1,0,,1,
319,06-I-42-17,Kri-I-42-G.Konduru,Kandulampadu,2,0,,2,
320,06-I-42-17,Kri-I-42-G.Konduru,Chegireddipadu,0,0,,0,
321,06-I-42-17,Kri-I-42-G.Konduru,Velagaleru,6,0,,6,
322,06-I-42-17,Kri-I-42-G.Konduru,Kavuluru,5,0,,5,
323,06-I-42-17,Kri-I-42-G.Konduru,Kadempothavaram,0,0,,0,
324,06-I-42-17,Kri-I-42-G.Konduru,Kondapalli,147,0,,147,
325,06-I-42-17,Kri-I-42-G.Konduru,Tummalapalem,2,0,,2,
326,06-I-42-17,Kri-I-42-G.Konduru,Ilaprolu,4,0,,4,
327,06-I-42-17,Kri-I-42-G.Konduru,Guntupalli,11,0,,11,
328,06-I-42-17,Kri-I-42-G.Konduru,Kothuru,3,0,,3,
329,06-I-42-17,Kri-I-42-G.Konduru,Tadepalli,2,0,,2,
330,06-I-42-17,Kri-I-42-G.Konduru,Paidurupadu,0,0,,0,
331,06-I-42-17,Kri-I-42-G.Konduru,Gollapudi,113,0,,113,
332,06-I-42-17,Kri-I-42-G.Konduru,Rayanapadu,9,0,,9,
333,06-I-42-17,Kri-I-42-G.Konduru,Shabada,0,0,,0,
334,06-I-42-17,Kri-I-42-G.Konduru,Vemavaram,1,0,,1,
335,06-I-42-17,Kri-I-42-G.Konduru,Jakkampudi,13,0,,13,
336,06-I-42-17,Kri-I-42-G.Konduru,Mylavaram,30,0,,30,
337,06-I-42-17,Kri-I-42-G.Konduru,Malkapuram,0,0,,0,
338,06-I-42-17,Kri-I-42-G.Konduru,Gudurupadu,0,0,,0,
339,06-I-42-23,Kri-I-42-Gannavaram,Kanasanapalli,0,,,0,
340,06-I-42-23,Kri-I-42-Gannavaram,Adavinekkalam,6,,,6,
341,06-I-42-23,Kri-I-42-Gannavaram,Pothavarappadu,1,,,1,
