Sr.No,watershed code,gw watershed name,Village code,village name,Population [command area],Population [non command area],total Population,LPCD,,
200,06-D-51-18,Kri-D-51-Kanchikacherla ,01990100,G.Madhavaram,1660,0,1660,91300,,
201,06-D-51-18,Kri-D-51-Kanchikacherla ,01991100,Thimmapuram,205,0,205,11275,,
202,06-D-51-18,Kri-D-51-Kanchikacherla ,01991000,Alluru,5464,0,5464,300520,,
203,06-D-51-18,Kri-D-51-Kanchikacherla ,01991200,Chennaraopalem,1366,0,1366,75130,,
204,06-D-51-18,Kri-D-51-Kanchikacherla ,01991300,Jujjuru,6639,0,6639,365145,,
205,06-D-51-18,Kri-D-51-Kanchikacherla ,01992300,N.R.Palem,1619,0,1619,89045,,
206,06-D-51-18,Kri-D-51-Kanchikacherla ,01992200,Jaganadhapuram,816,0,816,44880,,
207,06-D-51-18,Kri-D-51-Kanchikacherla ,01992100,Ponnavaram,2209,0,2209,121495,,
208,06-D-51-18,Kri-D-51-Kanchikacherla ,02015400,Peerakalapadu,1396,0,1396,76780,,
209,06-D-51-18,Kri-D-51-Kanchikacherla ,02015500,Gottumukkala,4236,0,4236,232980,,
210,06-D-51-18,Kri-D-51-Kanchikacherla ,02015600,Kanchikacherla,19973,0,19973,1098515,,
211,06-D-51-18,Kri-D-51-Kanchikacherla ,02016700,Paritala,9455,0,9455,520025,,
212,06-D-51-18,Kri-D-51-Kanchikacherla ,02016500,Bathinapadu,788,0,788,43340,,
213,06-D-51-18,Kri-D-51-Kanchikacherla ,02016400,Chevitikallu,2526,0,2526,138930,,
214,06-D-51-18,Kri-D-51-Kanchikacherla ,02016300,Kunikanapadu,995,0,995,54725,,
215,06-D-51-18,Kri-D-51-Kanchikacherla ,02016600,Ghani Atkur,4523,0,4523,248765,,
216,06-D-51-18,Kri-D-51-Kanchikacherla ,02019800,Damuluru,0,0,0,0,,
217,06-D-51-18,Kri-D-51-Kanchikacherla ,02019700,Chilukuru,0,0,0,0,,
218,06-D-51-18,Kri-D-51-Kanchikacherla ,02019500,Ketanakonda,0,0,0,0,,
219,06-D-51-18,Kri-D-51-Kanchikacherla ,02019600,Kachavaram,0,0,0,0,,
220,06-D-51-18,Kri-D-51-Kanchikacherla ,02019900,Kotikalapudi,0,0,0,0,,
221,06-D-51-18,Kri-D-51-Kanchikacherla ,02020000,Mulapadu,4071,0,4071,223905,,
222,06-D-51-18,Kri-D-51-Kanchikacherla ,02020100,Jupudi,4239,0,4239,233145,,
223,06-D-51-18,Kri-D-51-Kanchikacherla ,02020200,Ibrahimpatnam,22014,0,22014,1210770,,
224,06-D-51-18,Kri-D-51-Kanchikacherla ,02019100,Z.N.Pothavaram,0,0,0,0,,
225,06-D-51-18,Kri-D-51-Kanchikacherla ,02019300,Trilochanapuram,1029,0,1029,56595,,
226,06-D-51-18,Kri-D-51-Kanchikacherla ,02019400,Jamimachavaram,100,0,100,5500,,
227,06-D-51-18,Kri-D-51-Kanchikacherla ,02019200,Navepothavaram,0,0,0,0,,
228,06-I-40-12,Kri-I-40-Chatrai,02003000,Somavaram,4323,0,4323,237765,,
229,06-I-40-12,Kri-I-40-Chatrai,02003100,Kothagudem,1807,0,1807,99385,,
230,06-I-40-12,Kri-I-40-Chatrai,02002700,Tummagudem,3918,0,3918,215490,,
231,06-I-40-12,Kri-I-40-Chatrai,02002600,Chittapur,3777,0,3777,207735,,
232,06-I-40-12,Kri-I-40-Chatrai,02002500,Arugolanupeta,1607,0,1607,88385,,
233,06-I-40-12,Kri-I-40-Chatrai,02002800,Janardhanavaram,2452,0,2452,134860,,
234,06-I-40-12,Kri-I-40-Chatrai,02002400,Chatrai,4515,0,4515,248325,,
